name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Craig Patrick,patricr01,Patrick,1999,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Jim Devellano,,Patrick,2008,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Stan Fischler,,Patrick,2006,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Lou Vairo,,Patrick,1999,NHL,
Dave Andrews,,Patrick,2009,NHL,
Mike Emrick,,Patrick,2003,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
George Gund,,Patrick,1995,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Brian Burke,,Patrick,2007,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Bruce McNall,,Patrick,1992,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Bill Cleary,,Patrick,1996,NHL,
John MacInnes,,Patrick,1985,NHL,
Tony Rossi,,Patrick,2010,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Bob Fleming,,Patrick,1994,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
David Poile,,Patrick,2000,NHL,
Gary Bettman,,Patrick,2000,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Robert Ridder,,Patrick,1993,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Art Berglund,,Patrick,1991,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
