playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
cookll01,1917,VML,PCHA,D,5,2,0,2,12
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
camerha01,1921,TRS,NHL,D,4,0,2,2,11
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
smithto01,1916,MOC,NHA,C,4,2,0,2,3
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
smithto01,1912,QU1,NHA,L,3,4,0,4,0
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
phillme01,1925,MTM,NHL,F,4,1,1,2,0
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
marshja02,1913,TBS,NHA,D,3,1,0,1,2
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
cookll01,1920,VML,PCHA,D,5,2,0,2,20
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
merriho01,1914,OT1,NHA,D,3,0,0,0,0
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
noblere01,1925,MTM,NHL,D,4,0,0,0,4
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
