playerid,year,stint,tmid,s,g,gdg
bertuto01,2011,1,DET,5,10,4
kotalal01,2008,1,BUF,11,6,4
vermean01,2008,1,OTT,4,0,0
tambeje01,2010,1,VAN,5,2,1
gonchse01,2005,1,PIT,1,1,0
omarkli01,2010,1,EDM,5,2,1
anisiar01,2010,1,NYR,5,1,1
richabr01,2008,1,DAL,7,2,1
callary01,2009,1,NYR,1,0,0
sedinhe01,2010,1,VAN,1,0,0
royde01,2010,1,BUF,2,1,1
belesma01,2009,1,AND,1,0,0
gagnesi01,2011,1,LAK,0,3,0
ebbetan01,2009,3,MIN,2,1,0
pacioma01,2010,1,MTL,2,1,0
eavespa01,2009,1,DET,3,0,0
afanadm01,2006,1,TBL,2,1,1
wolskwo01,2008,1,COL,12,10,2
callary01,2008,1,NYR,3,1,1
verstkr01,2009,1,CHI,5,2,1
sullist01,2009,1,NAS,7,2,1
nealja01,2009,1,DAL,10,0,0
boothda01,2007,1,FLO,1,0,0
strudja01,2005,1,NYR,1,1,0
whitnra01,2010,1,PHO,5,1,1
johnsja02,2011,1,LAK,0,4,0
nealja01,2008,1,DAL,7,5,2
stillco01,2005,1,CAR,3,1,1
samuemi01,2005,1,DET,1,0,0
eberljo01,2010,1,EDM,9,4,1
stefapa01,2006,1,DAL,1,0,0
morribr01,2006,1,VAN,9,6,0
modinfr01,2006,1,CBS,3,0,0
callary01,2007,1,NYR,1,0,0
svatoma01,2005,1,COL,5,2,0
nasluma02,2008,1,NYR,12,5,1
hartite01,2011,1,EDM,0,1,0
drurych01,2008,1,NYR,7,3,3
datsypa01,2009,1,DET,14,7,2
nealja01,2010,1,DAL,2,0,0
shannry01,2009,1,OTT,1,1,1
plekato01,2011,1,MTL,1,5,1
willsbr01,2006,1,LAK,2,0,0
reasoma01,2010,1,FLO,1,0,0
dumonjp01,2005,1,BUF,1,0,0
spezzja01,2011,1,OTT,6,10,3
hallta02,2011,1,EDM,1,4,1
staaler01,2005,1,CAR,4,1,1
bertuto01,2005,1,VAN,5,2,1
caldeky01,2006,1,PHI,1,0,0
nashri01,2009,1,CBS,12,5,0
nasluma02,2007,1,VAN,5,1,0
glenccu01,2007,1,CBS,1,1,0
heatlda01,2006,1,OTT,4,1,0
lecavvi01,2007,1,TBL,3,1,0
clowery01,2009,1,SJS,9,3,2
selante01,2010,1,AND,3,0,0
miettan01,2005,1,DAL,5,2,2
tkachke01,2005,1,STL,3,1,0
koivusa01,2006,1,MTL,9,5,2
stemple01,2006,1,STL,8,4,3
murragl01,2005,1,BOS,5,1,0
eriksan01,2006,1,CBS,1,0,0
axelspj01,2008,1,BOS,5,2,2
subbapk01,2011,1,MTL,0,1,0
kotalal01,2008,2,EDM,2,2,1
koivumi01,2011,1,MIN,4,12,0
muellpe01,2008,1,PHO,6,3,0
laichbr01,2010,1,WAS,1,0,0
kaneev01,2010,1,ATL,4,0,0
simjo01,2005,1,PHI,1,0,0
sandege01,2006,1,PHI,1,0,0
miettan01,2009,1,MIN,7,2,0
savarma01,2008,1,BOS,3,0,0
modanmi01,2010,1,DET,2,0,0
pennedu01,2009,1,EDM,6,1,0
dawesni01,2007,1,NYR,9,5,2
bergfni01,2010,2,FLO,1,0,0
streima01,2007,1,MTL,2,0,0
miettan01,2010,1,MIN,4,0,0
koistvi01,2009,1,FLO,2,1,1
brindro01,2009,1,CAR,1,0,0
suttebr03,2011,1,CAR,0,1,0
kwiatjo01,2006,1,FLO,1,0,0
zherdni01,2006,1,CBS,8,2,1
reinpst01,2008,1,PHO,3,2,0
dawesni01,2010,2,MTL,1,1,0
greenmi03,2006,1,WAS,1,0,0
toewsjo01,2009,1,CHI,14,8,3
vlasima01,2009,1,SJS,1,0,0
ashamar01,2007,1,NJD,1,0,0
johnsry01,2008,1,VAN,1,0,0
simmowa01,2008,1,LAK,2,1,0
koivumi01,2010,1,MIN,6,3,1
ribeimi01,2008,1,DAL,11,6,2
huselkr01,2009,1,CBS,11,4,1
kostian01,2011,2,NAS,1,2,1
royde01,2011,1,BUF,2,5,2
letankr01,2010,1,PIT,13,3,1
horcosh01,2011,1,EDM,1,3,0
rolstbr01,2008,1,NJD,1,0,0
koivusa01,2007,1,MTL,11,5,2
hilbean01,2005,2,PIT,1,0,0
eberljo01,2011,1,EDM,3,12,0
prospva01,2006,1,TBL,5,2,1
hejdumi01,2007,1,COL,6,3,1
rolstbr01,2007,1,MIN,5,1,0
perryco01,2007,1,AND,7,4,3
gordobo01,2007,1,WAS,3,1,0
brulegi01,2009,1,EDM,5,3,1
oreilca01,2010,1,NAS,6,3,1
mitchjo02,2008,1,TOR,2,1,1
plekato01,2006,1,MTL,3,1,0
burnsbr01,2008,1,MIN,3,0,0
