playerid,year,stint,tmid,w,l,sa,ga
gigueje01,2008,1,AND,2,2,12,4
toskave01,2005,1,SJS,0,3,12,5
backsni01,2008,1,MIN,5,2,21,5
rolosdw01,2006,1,EDM,3,2,21,6
danisya01,2009,1,NJD,0,1,3,3
hedbejo01,2007,1,ATL,5,3,31,7
emeryra01,2011,1,CHI,1,3,13,5
bironma01,2010,1,NYR,2,0,7,2
lalimpa01,2008,1,BUF,0,3,10,4
vokouto01,2010,1,FLO,2,1,13,2
grahajo01,2006,1,CAR,0,1,3,2
bironma01,2005,1,BUF,2,3,12,5
masonch02,2006,1,NAS,4,2,20,6
budajpe01,2009,1,COL,0,1,5,1
gustajo01,2009,1,TOR,2,1,7,3
thomati01,2006,1,BOS,8,2,46,8
budajpe01,2006,1,COL,3,4,27,11
emeryra01,2007,1,OTT,1,3,15,7
dipieri01,2007,1,NYI,3,2,21,6
wardca01,2011,1,CAR,1,4,14,6
sanfocu01,2011,1,CBS,2,3,15,5
macdojo01,2006,1,DET,0,1,7,3
khabini01,2010,1,EDM,1,3,18,4
dubiewa01,2006,1,NYI,2,0,6,1
holtbbr01,2011,1,WAS,0,1,4,2
crawfco01,2010,1,CHI,4,3,19,3
drouije01,2008,1,EDM,1,0,3,0
hardijo01,2006,1,MIN,0,1,3,1
vokouto01,2008,1,FLO,3,4,19,6
scrivbe01,2011,1,TOR,1,1,5,2
conklty01,2005,1,EDM,0,1,2,2
morrimi01,2005,1,EDM,5,2,24,6
josepcu01,2008,1,TOR,2,1,11,3
aubinje01,2005,1,TOR,0,2,5,2
turcoma01,2007,1,DAL,3,3,23,9
lehtoka01,2006,1,ATL,7,4,30,10
aubinje01,2006,1,TOR,1,1,11,3
varlasi01,2009,1,WAS,3,4,33,9
denisma01,2005,1,CBS,3,1,18,4
fleurma01,2005,1,PIT,0,2,5,4
ramoka01,2007,1,TBL,0,1,2,2
wardca01,2006,1,CAR,0,4,14,6
lundqhe01,2008,1,NYR,9,4,40,10
legacma01,2005,1,DET,2,2,17,7
nabokev01,2005,1,SJS,0,4,13,8
brodema01,2011,1,NJD,7,2,26,7
nabokev01,2006,1,SJS,2,1,10,4
lundqhe01,2007,1,NYR,6,7,42,13
johnsbr02,2005,1,WAS,3,1,13,2
dubiewa01,2007,1,NYI,2,1,13,4
kiprumi01,2007,1,CAL,3,3,17,6
smithmi02,2010,1,TBL,1,0,4,0
norrefr01,2006,1,CBS,3,3,22,8
poulike01,2010,1,NYI,0,1,3,2
ersbeer01,2009,1,LAK,1,2,16,7
auldal01,2008,1,OTT,2,4,25,9
dipieri01,2009,1,NYI,1,0,8,3
andercr01,2005,1,CHI,0,3,7,5
markkju01,2006,1,EDM,0,1,3,2
theodjo01,2007,1,COL,6,1,28,6
rolosdw01,2005,1,MIN,0,1,8,2
aebisda01,2006,1,MTL,2,2,18,6
gigueje01,2009,1,AND,1,2,8,4
andercr01,2009,1,COL,7,4,51,16
