year,hofid,name,category
1945,gardich01h,Charlie Gardiner,Player
1993,knoxse01h,Seymour Knox,Builder
1996,salmibo01h,Borje Salming,Player
2004,fletccl01h,Cliff Fletcher,Builder
1986,keonda01h,Dave Keon,Player
1974,burchbi01h,Billy Burch,Player
1958,bouchfr01h,Frank Boucher,Player
1963,dandule01h,Leo Dandurand,Builder
1994,watsoha02h,Harry Watson,Player
1979,orrbo01h,Bobby Orr,Player
2007,gregoji01h,Jim Gregory,Builder
1979,richahe01h,Henri Richard,Player
1947,northwi01h,William Northey,Builder
2008,andergl01h,Glenn Anderson,Player
1947,robincl01h,Claude Robinson,Builder
1962,ahearfr01h,Frank Ahearn,Builder
1987,laperja01h,Jacques Laperriere,Player
1945,morenho01h,Howie Morenz,Player
2003,lafonpa01h,Pat LaFontaine,Player
1985,pilouru01h,Rudy Pilous,Builder
2002,gillicl01h,Clark Gillies,Player
1992,dionnma01h,Marcel Dionne,Player
1961,halljo01h,Joe Hall,Player
1970,johnsto01h,Tom Johnson,Player
1958,hayge01h,George Hay,Player
1961,richama01h,Maurice Richard,Player
1962,whitcfr01h,Fred Whitcroft,Player
1982,cournyv01h,Yvan Cournoyer,Player
1992,allenke01h,Keith Allen,Builder
1971,jacksbu01h,Busher Jackson,Player
1962,simpsjo01h,Joe Simpson,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1990,flamafe01h,Fern Flaman,Player
1962,schrisw01h,Sweeney Schriner,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1986,savarse01h,Serge Savard,Player
1993,smithbi01h,Billy Smith,Player
1958,lehmahu01h,Hugh Lehman,Player
2001,hawerda01h,Dale Hawerchuk,Player
1991,potvide01h,Denis Potvin,Player
1997,trottbr01h,Bryan Trottier,Player
2010,jamesan01h,Angela James,Player
1966,bouchbu01h,Butch Bouchard,Player
2011,belfoed01h,Ed Belfour,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1980,butteja01h,Jack Butterfield,Builder
2001,fetisvi01h,Viacheslav Fetisov,Player
2011,gilmodo01h,Doug Gilmour,Player
1962,stanlba01h,Barney Stanley,Player
1961,conacch01h,Charlie Conacher,Player
1977,ballaha01h,Harold Ballard,Builder
1993,damicjo01h,John D'Amico,Referee/Linesman
1952,johnsmo01h,Moose Johnson,Player
1992,gainebo01h,Bob Gainey,Player
1960,selkefr01h,Frank Selke,Builder
1987,ziegljo01h,John Ziegler,Builder
1989,tretivl01h,Vladislav Tretiak,Player
1960,adamsch01h,Charles Adams,Builder
1990,barbebi01h,Bill Barber,Player
1979,juckego01h,Gordon Juckes,Builder
1962,hoopeto01h,Tom Hooper,Player
1993,lapraed01h,Edgar Laprade,Player
2001,kurrija01h,Jari Kurri,Player
1991,bossymi01h,Mike Bossy,Player
1992,mcdonla01h,Lanny McDonald,Player
1945,bakerho01h,Hobey Baker,Player
1961,lesuepe01h,Percy LeSueur,Player
1993,shuttst01h,Steve Shutt,Player
1973,smithto01h,Tommy Smith,Player
1962,noblere01h,Reg Noble,Player
1965,benedcl01h,Clint Benedict,Player
1973,raynech01h,Chuck Rayner,Player
1965,hornere01h,Red Horner,Player
1959,thompti01h,Tiny Thompson,Player
1958,keatsdu01h,Duke Keats,Player
1976,gibsoja02h,Jack Gibson,Builder
1976,rossph01h,Philip Ross,Builder
1977,delveal01h,Alex Delvecchio,Player
2001,patricr01h,Craig Patrick,Builder
1962,brownwa02h,Walter Brown,Builder
1964,bentldo01h,Doug Bentley,Player
1965,russeer01h,Ernie Russell,Player
1958,johnsch01h,Ching Johnson,Player
1989,bauerda01h,David Bauer,Builder
1965,marshja02h,Jack Marshall,Player
1982,ullmano01h,Norm Ullman,Player
1986,hanlebi01h,Bill Hanley,Builder
1958,irvindi01h,Dick Irvin,Player
1971,robergo02h,Gord Roberts,Player
1974,dundeto01h,Tommy Dunderdale,Player
1975,bucklfr01h,Frank Buckland,Builder
1984,parenbe01h,Bernie Parent,Player
1958,smythco01h,Conn Smythe,Builder
2002,langwro01h,Rod Langway,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1961,rankifr01h,Frank Rankin,Player
1952,boondi01h,Dickie Boon,Player
1952,mackami01h,Mickey MacKay,Player
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1945,mcgeefr01h,Frank McGee,Player
1966,lachel01h,Elmer Lach,Player
2010,develji01h,Jim Devellano,Builder
2006,brookhe01h,Herb Brooks,Builder
1990,poilebu01h,Bud Poile,Builder
1998,murraat01h,Athol Murray,Builder
1976,wirtzwi01h,William Wirtz,Builder
1950,patrifr01h,Frank Patrick,Builder
1947,bowieru01h,Russell Bowie,Player
1999,morriia01h,Scotty Morrison,Builder
1976,bowerjo01h,Johnny Bower,Player
1965,mosiebi01h,Bill Mosienko,Player
1950,davidal01h,Scotty Davidson,Player
1945,stuarho01h,Hod Stuart,Player
1952,goheemo01h,Moose Goheen,Player
