playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
parral01,1912,1,VML,PCHA,G,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,
holtra01,1974,1,CHI,NHL,D,12,0,1,1,13,-1,0,,0,,0,0,8,,,,,,,,,,,,
dunnri01,1985,1,BUF,NHL,D,29,4,5,9,25,-5,4,,0,,0,0,55,,,,,,,,,,,,
johnsbe01,1979,1,HAR,NHL,C,32,8,13,21,8,9,0,,0,,0,1,54,3,0,1,1,0,,0,,0,,0,
kaiseve01,1950,1,MTL,NHL,L,50,7,5,12,33,,,,,,,,,2,0,0,0,0,,,,,,,
hillira01,1986,1,PIT,NHL,D,55,4,8,12,97,12,0,,0,,0,0,51,,,,,,,,,,,,
visnolu01,2009,1,EDM,NHL,D,57,10,22,32,16,-4,4,13,0,0,1,,78,,,,,,,,,,,,
blundmi01,2009,1,CBS,NHL,R,40,2,2,4,59,3,0,0,0,0,0,,40,,,,,,,,,,,,
carlema01,2006,1,SJS,NHL,D,77,11,31,42,30,9,8,18,0,0,1,,111,11,2,3,5,0,3,1,0,0,0,1,12
maroima01,1980,2,VAN,NHL,D,50,4,12,16,115,0,1,,0,,0,0,79,,,,,,,,,,,,
carbogu01,1994,1,STL,NHL,C,42,5,11,16,16,11,1,0,0,0,1,0,33,7,1,2,3,6,3,0,0,0,0,0,6
nichobi01,1912,1,TO1,NHA,G,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,
wilkiba01,1971,1,VAN,NHL,D,45,2,5,7,65,-9,0,,0,,0,0,50,,,,,,,,,,,,
adduora01,1976,1,MF2,WHA,C,40,4,19,23,17,-14,3,,0,,,,47,,,,,,,,,,,,
lukowmo01,1983,1,WIN,NHL,L,80,30,25,55,71,10,4,,0,,1,1,155,3,0,0,0,0,-3,0,,0,,0,7
carlyra01,1989,1,WIN,NHL,D,53,3,15,18,50,8,2,3,0,0,0,0,92,,,,,,,,,,,,
tayloch01,1996,1,NYI,NHL,C,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
greenan01,2008,1,NJD,NHL,D,49,2,7,9,22,3,0,0,0,0,0,,38,3,0,1,1,0,-1,0,1,0,0,0,5
dirkro01,1988,1,STL,NHL,D,9,0,1,1,11,-3,0,0,0,0,0,0,7,,,,,,,,,,,,
laukkja01,2002,1,PIT,NHL,D,17,1,6,7,8,-3,0,2,0,0,0,0,10,,,,,,,,,,,,
guitepi01,1978,1,EDO,WHA,C,12,1,1,2,8,-5,1,,0,,,,10,,,,,,,,,,,,
moogan01,1981,1,EDM,NHL,G,8,0,1,1,2,0,0,,0,,0,0,0,,,,,,,,,,,,
conacli01,1933,1,CHI,NHL,D,48,10,13,23,87,,,,,,,,,8,2,0,2,4,,,,,,,
grosemi01,1995,1,WIN,NHL,L,1,0,0,0,0,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
gagneda01,1990,1,MNS,NHL,C,73,40,42,82,114,9,20,14,0,0,5,2,223,23,12,15,27,28,-4,6,11,1,0,1,78
maguike01,1988,1,BUF,NHL,C,60,8,10,18,241,9,0,0,0,0,2,0,35,5,0,0,0,36,-1,0,0,0,0,0,1
domiti01,2001,1,TOR,NHL,R,74,9,10,19,157,3,0,1,0,0,2,0,93,19,1,3,4,61,0,0,0,0,0,1,25
smithdj01,1996,1,TOR,NHL,D,8,0,1,1,7,-5,0,0,0,0,0,0,4,,,,,,,,,,,,
babanpe01,1947,1,BOS,NHL,L,60,23,11,34,52,,,,,,,,,5,1,1,2,2,,,,,,,
wakalda01,1992,1,MNS,NHL,G,29,0,3,3,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,
lummejy01,1995,1,VAN,NHL,D,80,17,37,54,50,-9,8,17,0,2,2,2,192,6,1,3,4,2,-1,1,1,0,0,0,13
titovge01,1996,1,CAL,NHL,L,79,22,30,52,36,-12,12,13,0,0,4,0,192,,,,,,,,,,,,
tomsje01,2002,1,FLO,NHL,C,8,2,2,4,4,2,0,0,0,0,1,0,12,,,,,,,,,,,,
peakepa01,1997,1,WAS,NHL,R,1,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,
sullido01,1981,1,HAR,NHL,R,77,29,40,69,39,-13,5,,0,,4,1,195,,,,,,,,,,,,
lysiato01,1976,1,ATF,NHL,C,79,30,51,81,52,3,5,,1,,3,0,277,3,1,3,4,8,,1,,0,,0,
hogabbi01,1972,1,ATF,NHL,C,2,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
shielal01,1927,1,OTS,NHL,D,7,0,1,1,2,,,,,,,,,2,0,0,0,0,,,,,,,
rollial01,1950,1,TOR,NHL,G,40,0,0,0,0,,,,,,,,,4,0,0,0,0,,,,,,,
nesteer01,1952,1,TOR,NHL,R,35,10,6,16,27,,,,,,,,,,,,,,,,,,,,
procedi01,1976,1,IND,WHA,D,55,2,12,14,33,-7,0,,0,,,,65,,,,,,,,,,,,
seiliri01,1984,1,BUF,NHL,R,73,16,15,31,86,30,2,,3,,3,0,118,5,4,1,5,4,2,0,,0,,0,11
marshgr01,2002,1,CBS,NHL,R,66,8,20,28,71,-8,3,6,0,0,2,0,96,,,,,,,,,,,,
bourgch01,1984,1,CAL,NHL,D,47,2,10,12,134,14,0,,0,,0,0,38,4,0,0,0,17,1,0,,0,,0,0
maleyda01,1992,1,EDM,NHL,L,13,1,1,2,29,-3,0,0,0,0,0,0,9,,,,,,,,,,,,
walkesc01,2002,1,NAS,NHL,R,60,15,18,33,58,2,7,8,0,0,5,0,124,,,,,,,,,,,,
schofdw01,1986,1,PIT,NHL,D,25,1,6,7,59,4,0,,0,,0,0,9,,,,,,,,,,,,
stastpe01,1983,1,QUE,NHL,C,80,46,73,119,73,22,11,,0,,4,4,189,9,2,7,9,31,3,2,,0,,0,18
kostoto01,2007,1,MTL,NHL,R,67,7,6,13,113,-3,0,0,3,0,1,,98,12,3,1,4,6,-1,0,0,0,0,1,24
mcdonla01,1984,1,CAL,NHL,R,43,19,18,37,36,-4,9,,0,,2,0,117,1,0,0,0,0,0,0,,0,,0,1
cullija01,1995,1,VAN,NHL,D,27,1,1,2,21,4,0,0,0,0,1,0,12,,,,,,,,,,,,
bordech01,1971,2,CHI,NHL,L,25,6,8,14,6,5,1,,0,,1,0,35,8,3,6,9,0,,0,,0,,1,
hansiro01,1977,1,HOU,WHA,R,78,13,9,22,51,0,1,,0,,,,62,6,1,1,2,4,0,,,,,0,
eatonma01,2010,1,NYI,NHL,D,34,0,3,3,8,-2,0,0,0,0,0,,29,,,,,,,,,,,,
gainebo01,1984,1,MTL,NHL,L,79,19,13,32,40,13,0,,3,,3,0,166,12,1,3,4,13,-7,0,,0,,0,15
leducbo01,1972,1,OTN,WHA,C,78,22,33,55,71,,6,,0,,,,,5,0,2,2,4,,0,,0,,0,
puppada01,1988,1,BUF,NHL,G,37,0,4,4,12,0,0,,0,,0,0,0,,,,,,,,,,,,
wellsja01,1991,2,NYR,NHL,D,11,0,0,0,24,2,0,0,0,0,0,0,4,13,0,2,2,10,3,0,0,0,0,0,7
dadswdo01,1986,1,CAL,NHL,G,2,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
