coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
howelha01c,1973,NYJ,WHA,2,,58.0,26.0,30.0,2.0,,,,
kitchmi01c,2005,STL,NHL,1,,82.0,21.0,46.0,15.0,,,,
martija02c,2001,OTT,NHL,3,,,,,,12,7,5,0
plageba01c,1982,STL,NHL,2,,48.0,15.0,21.0,12.0,4,1,3,0
bouchfr01c,1945,NYR,NHL,1,,50.0,13.0,28.0,9.0,,,,
berrybo01c,1992,STL,NHL,2,,73.0,33.0,30.0,10.0,11,7,4,0
blaketo01c,1967,MTL,NHL,1,,74.0,42.0,22.0,10.0,13,12,1,0
hanlogl01c,2006,WAS,NHL,1,,82.0,28.0,40.0,14.0,,,,
boudrbr01c,2010,WAS,NHL,1,,82.0,48.0,23.0,11.0,9,4,5,0
irvindi01c,1953,MTL,NHL,1,,70.0,35.0,24.0,11.0,11,7,4,0
suttedu01c,2000,FLO,NHL,2,,46.0,16.0,24.0,6.0,,,,
greenpe01c,1919,OTS,NHL,1,,24.0,19.0,5.0,0.0,5,3,2,0
agnewga01c,2006,CBS,NHL,2,interim,5.0,0.0,4.0,1.0,,,,
kingda01c,1992,CAL,NHL,1,,84.0,43.0,30.0,11.0,6,2,4,0
ruelcl01c,1979,MTL,NHL,2,,50.0,32.0,11.0,7.0,10,6,4,0
trotzba01c,1998,NAS,NHL,1,,82.0,28.0,47.0,7.0,,,,
wilsori01c,2001,DAL,NHL,2,,32.0,13.0,12.0,7.0,,,,
juliecl01c,2009,BOS,NHL,1,,82.0,39.0,30.0,13.0,13,7,6,0
torchjo01c,2005,LAK,NHL,2,,12.0,5.0,7.0,0.0,,,,
muckljo01c,1968,MNS,NHL,2,,35.0,6.0,23.0,6.0,,,,
neilsro01c,1991,NYR,NHL,1,,80.0,50.0,25.0,5.0,13,6,7,0
malonph01c,1973,VAN,NHL,2,,37.0,15.0,18.0,4.0,,,,
patrile01c,1919,VA2,PCHA,1,,22.0,10.0,12.0,0.0,,,,
stirlst01c,2003,NYI,NHL,1,,82.0,38.0,33.0,11.0,5,1,4,0
duttore01c,1938,NYA,NHL,1,,48.0,17.0,21.0,10.0,2,0,2,0
lamorlo01c,2006,NJD,NHL,2,,3.0,2.0,0.0,1.0,11,5,6,0
patrily01c,1974,STL,NHL,2,,2.0,1.0,0.0,1.0,,,,
tortojo01c,2006,TBL,NHL,1,,82.0,44.0,33.0,5.0,6,2,4,0
anderjo01c,2009,ATL,NHL,1,,82.0,35.0,34.0,13.0,,,,
smithal03c,1918,OTS,NHL,1,,18.0,12.0,6.0,0.0,5,1,4,0
suttebr01c,1992,BOS,NHL,1,,84.0,51.0,26.0,7.0,4,0,4,0
romeral01c,1926,TRS,NHL,3,,13.0,7.0,5.0,1.0,,,,
blaketo01c,1959,MTL,NHL,1,,70.0,40.0,18.0,12.0,8,8,0,0
lalonne01c,1925,SAS,WCHL,1,,30.0,18.0,11.0,1.0,2,0,1,1
burnspa01c,1999,BOS,NHL,1,,82.0,24.0,39.0,19.0,,,,
clousco01c,2008,OTT,NHL,2,,34.0,19.0,11.0,4.0,,,,
lalonne01c,1932,MTL,NHL,1,,48.0,18.0,25.0,5.0,2,0,1,1
thomppa01c,1942,CHI,NHL,1,,50.0,17.0,18.0,15.0,,,,
creigfr01c,1976,ATF,NHL,1,,80.0,34.0,34.0,12.0,3,1,2,0
imlacpu01c,1961,TOR,NHL,1,,70.0,37.0,22.0,11.0,12,8,4,0
magnuke01c,1980,CHI,NHL,1,,80.0,31.0,33.0,16.0,3,0,3,0
beverni01c,1995,TOR,NHL,2,,17.0,9.0,6.0,2.0,6,2,4,0
patrifr01c,1923,VAM,PCHA,1,,30.0,13.0,16.0,1.0,7,2,4,1
pronoma01c,1978,BUF,NHL,1,,24.0,8.0,10.0,6.0,,,,
murraan01c,2001,LAK,NHL,1,,82.0,40.0,31.0,11.0,7,3,4,0
gorinbu01c,1986,BOS,NHL,1,,13.0,5.0,7.0,1.0,,,,
berenre01c,1980,STL,NHL,1,,80.0,45.0,18.0,17.0,11,5,6,0
mactacr01c,2001,EDM,NHL,1,,82.0,38.0,32.0,12.0,,,,
olczyed01c,2003,PIT,NHL,1,,82.0,23.0,51.0,8.0,,,,
bouchfr01c,1941,NYR,NHL,1,,48.0,29.0,17.0,2.0,6,2,4,0
clappdi01c,1948,BOS,NHL,1,,60.0,29.0,23.0,8.0,5,1,4,0
kellyre01c,1975,TOR,NHL,1,,80.0,34.0,31.0,15.0,10,5,5,0
arboual01c,1978,NYI,NHL,1,,80.0,51.0,15.0,14.0,10,6,4,0
milbumi01c,1997,NYI,NHL,2,,19.0,8.0,9.0,2.0,,,,
adamsja01c,1941,DET,NHL,1,,48.0,19.0,25.0,4.0,12,7,5,0
abelsi01c,1964,DET,NHL,1,,70.0,40.0,23.0,7.0,7,3,4,0
wilsoro02c,2009,TOR,NHL,1,,82.0,30.0,38.0,14.0,,,,
murraan01c,2009,STL,NHL,1,,40.0,17.0,17.0,6.0,,,,
hitchke01c,2001,DAL,NHL,1,,50.0,23.0,21.0,6.0,,,,
hennilo01c,1985,MNS,NHL,1,,80.0,38.0,33.0,9.0,5,2,3,0
frasecu01c,2002,ATL,NHL,1,,33.0,8.0,24.0,1.0,,,,
renneto01c,2010,EDM,NHL,1,,82.0,25.0,45.0,12.0,,,,
