year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1916,PCHA,SEA,11,2,0.0,,5,6,0.0,,,,,,,,,,,,,,5,3,0,,5,3,0.0,,5.0,2.0,0.0,,1,0,0,,,,,
1979,NHL,BOS,27,9,4.0,,19,12,9.0,,,,,,5,2,2,,10,2,1,,5,6,2,,10,4,1.0,,6.0,3.0,3.0,,8,3,4,,2,1,0,
1997,NHL,SJS,17,19,5.0,,17,19,5.0,,,,,,4,9,0,,5,8,2,,5,3,3,,6,5,2.0,,2.0,4.0,0.0,,7,8,0,,5,1,3,
1991,NHL,STL,25,12,3.0,,11,21,8.0,,,,,,5,3,4,,6,6,1,,6,5,2,,5,6,2.0,,8.0,6.0,0.0,,4,7,1,,2,0,1,
1979,NHL,LAK,18,13,9.0,,12,23,5.0,,,,,,5,3,2,,5,5,3,,7,4,1,,4,8,3.0,,4.0,10.0,0.0,,4,4,5,,1,2,0,
2008,NHL,CAL,27,10,,4,19,20,,2,,,,,6,3,,1,8,6,,0,8,2,,3,8,3,,0,7.0,4.0,,2,6,9,,0,3,3,,0
1947,NHL,BOS,12,8,10.0,,11,16,3.0,,,,,,4,1,0,,4,5,3,,2,7,3,,4,4,3.0,,4.0,6.0,1.0,,5,1,3,,,,,
1994,NHL,OTT,5,16,3.0,,4,18,2.0,,,,,,,,,,,,,,,,,,0,3,2.0,,2.0,9.0,1.0,,2,11,1,,4,10,1,
1933,NHL,MTM,11,6,7.0,,8,12,4.0,,,,,,,,,,3,3,2,,1,6,3,,6,4,3.0,,6.0,4.0,1.0,,3,1,2,,,,,
1977,WHA,QUN,29,10,2.0,,11,27,1.0,,,,,,4,3,1,,8,6,0,,4,3,0,,7,8,1.0,,5.0,10.0,0.0,,8,6,1,,4,1,0,
1998,NHL,OTT,22,11,8.0,,22,12,7.0,,,,,,5,3,0,,5,4,3,,6,6,1,,10,2,2.0,,7.0,3.0,2.0,,9,3,2,,2,2,5,
1991,NHL,WIN,20,14,6.0,,13,18,9.0,,,,,,6,5,2,,6,3,3,,4,8,3,,5,6,2.0,,4.0,6.0,1.0,,5,4,4,,3,0,0,
2001,NHL,EDM,23,14,4.0,0,15,14,8.0,4,,,,,9,4,1,0,7,3,2,1,5,6,3,1,4,7,3.0,0,1.0,4.0,1.0,0,9,2,2,1,3,2,0,1
1946,NHL,MTL,19,6,5.0,,15,10,5.0,,,,,,2,2,1,,7,3,2,,8,2,0,,7,4,2.0,,6.0,2.0,4.0,,4,3,1,,,,,
1993,NHL,NYR,28,8,6.0,,24,16,2.0,,,,,,7,5,1,,11,1,1,,8,3,1,,7,4,0.0,,7.0,5.0,1.0,,7,5,3,,5,1,1,
1994,NHL,DAL,9,10,5.0,,8,13,3.0,,,,,,,,,,,,,,,,,,2,2,1.0,,3.0,8.0,2.0,,6,5,2,,6,7,3,
2007,NHL,NYI,18,18,,5,17,20,,4,,,,,5,4,,0,8,5,,1,7,7,,1,4,6,,4,7.0,5.0,,1,3,10,,1,1,1,,1
1982,NHL,DET,14,19,7.0,,7,25,8.0,,,,,,3,8,1,,0,8,5,,6,3,5,,3,8,1.0,,5.0,6.0,2.0,,3,10,1,,1,1,0,
2008,NHL,ATL,18,21,,2,17,20,,4,,,,,2,6,,2,6,6,,1,4,9,,2,5,8,,0,6.0,5.0,,1,9,4,,0,3,3,,0
1974,WHA,NEW,28,8,3.0,,15,22,2.0,,,,,,5,1,0,,9,4,0,,5,8,1,,8,6,1.0,,6.0,4.0,1.0,,8,5,2,,2,2,0,
2000,NHL,MTL,15,20,4.0,2,13,20,4.0,4,,,,,4,5,2,0,5,10,0,0,1,8,2,2,7,5,1.0,1,5.0,6.0,0.0,1,5,5,3,1,1,1,0,1
1940,NHL,BOS,15,4,5.0,,12,4,8.0,,,,,,,,,,2,3,3,,6,4,2,,6,0,4.0,,7.0,1.0,2.0,,6,0,2,,,,,
1977,NHL,BUF,25,7,8.0,,19,12,9.0,,,,,,5,2,1,,9,4,1,,7,1,5,,5,3,5.0,,9.0,2.0,2.0,,7,4,3,,2,3,0,
1928,NHL,PIP,5,13,4.0,,4,14,4.0,,,,,,,,,,1,4,2,,3,4,2,,3,6,2.0,,1.0,9.0,2.0,,1,4,0,,,,,
1914,NHA,MOW,9,2,0.0,,5,4,0.0,,,,,,,,,,,,,,2,0,0,,5,4,0.0,,6.0,2.0,0.0,,1,0,0,,,,,
1914,PCHA,VML,7,2,0.0,,6,2,0.0,,,,,,,,,,,,,,4,0,0,,3,3,0.0,,5.0,1.0,0.0,,1,0,0,,,,,
1982,NHL,NYI,26,11,3.0,,16,15,9.0,,,,,,11,2,0,,4,7,5,,4,6,2,,9,2,1.0,,4.0,5.0,3.0,,9,3,1,,1,1,0,
1956,NHL,TOR,12,16,7.0,,9,18,8.0,,,,,,4,1,4,,1,9,2,,6,7,1,,5,6,2.0,,2.0,5.0,4.0,,3,6,2,,,,,
1972,NHL,LAK,21,11,7.0,,10,25,4.0,,,,,,6,6,0,,4,5,4,,8,5,0,,3,8,3.0,,3.0,7.0,2.0,,7,5,2,,,,,
1996,NHL,FLO,21,12,8.0,,14,16,11.0,,,,,,8,0,4,,7,3,2,,5,6,3,,6,5,1.0,,3.0,5.0,5.0,,4,7,3,,2,2,1,
2001,NHL,STL,27,12,1.0,1,16,15,7.0,3,,,,,5,3,3,0,7,5,0,1,6,3,3,2,11,4,0.0,0,2.0,4.0,1.0,0,6,6,1,1,6,2,0,0
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8,4,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1988,NHL,BUF,25,12,3.0,,13,23,4.0,,,,,,5,6,2,,6,6,0,,5,7,2,,8,3,2.0,,6.0,6.0,0.0,,6,7,1,,2,0,0,
1999,NHL,NYR,15,20,5.0,1,14,18,7.0,2,,,,,4,7,2,0,3,5,1,1,5,3,3,2,10,4,1.0,0,4.0,7.0,2.0,0,3,9,2,0,0,3,1,0
1997,NHL,EDM,20,16,5.0,,15,21,5.0,,,,,,5,6,1,,3,7,5,,3,7,3,,7,5,1.0,,3.0,4.0,0.0,,8,6,0,,6,2,0,
1980,NHL,NYR,17,13,10.0,,13,23,4.0,,,,,,3,7,1,,3,7,3,,7,6,1,,6,4,3.0,,5.0,7.0,1.0,,4,4,5,,2,1,0,
1975,WHA,WIJ,29,11,0.0,,23,16,2.0,,,,,,7,2,0,,10,5,0,,8,7,0,,10,4,0.0,,9.0,3.0,2.0,,7,4,0,,1,2,0,
2006,NHL,FLO,23,12,,6,12,19,,10,,,,,5,7,,2,3,7,,3,7,5,,2,4,4,,3,6.0,3.0,,3,9,4,,1,1,1,,2
1981,NHL,WIN,18,13,9.0,,15,20,5.0,,,,,,5,3,2,,5,6,2,,3,9,4,,6,4,3.0,,3.0,5.0,2.0,,11,4,1,,0,2,0,
2000,NHL,DET,27,9,3.0,2,22,11,6.0,2,,,,,7,4,0,1,8,4,1,1,7,5,2,1,8,3,1.0,1,9.0,0.0,2.0,0,7,3,3,0,3,1,0,0
2003,NHL,NJD,22,13,5.0,1,21,12,7.0,1,,,,,4,3,2,0,8,1,4,0,7,3,2,1,8,6,2.0,0,6.0,6.0,1.0,0,9,5,1,1,1,1,0,0
1918,PCHA,SEA,5,5,0.0,,6,4,0.0,,,,,,,,,,,,,,,,,,5,5,0.0,,4.0,4.0,0.0,,2,0,0,,,,,
1927,NHL,OTS,13,4,5.0,,7,10,5.0,,,,,,,,,,3,4,0,,4,2,4,,5,4,1.0,,4.0,1.0,4.0,,4,3,1,,,,,
1992,NHL,WAS,21,15,6.0,,22,19,1.0,,,,,,4,8,0,,7,5,2,,9,3,1,,5,5,3.0,,7.0,3.0,0.0,,7,6,1,,4,4,0,
2009,NHL,NAS,24,14,,3,23,15,,3,,,,,6,6,,1,9,4,,0,9,4,,2,6,7,,0,3.0,2.0,,2,11,5,,1,3,1,,0
1916,NHA,TOB,3,4,0.0,,4,3,0.0,,,,,,,,,,,,,,2,0,0,,5,4,0.0,,0.0,3.0,0.0,,,,,,,,,
1914,NHA,TBS,6,5,0.0,,2,7,0.0,,,,,,,,,,,,,,1,1,0,,6,3,0.0,,1.0,7.0,0.0,,0,1,0,,,,,
1997,NHL,PHO,19,16,6.0,,16,19,6.0,,,,,,5,5,2,,7,6,0,,5,5,5,,7,4,3.0,,0.0,5.0,1.0,,4,7,1,,7,3,0,
1992,NHL,NJD,24,14,4.0,,16,23,3.0,,,,,,7,5,0,,5,5,0,,6,6,1,,6,6,3.0,,7.0,4.0,1.0,,7,7,1,,2,4,1,
2003,NHL,PHO,11,19,7.0,4,11,17,11.0,2,,,,,3,4,3,0,4,5,3,1,5,3,5,1,6,6,2.0,0,2.0,8.0,2.0,2,1,10,3,2,1,0,0,0
1981,NHL,DET,15,19,6.0,,6,28,6.0,,,,,,4,5,2,,3,8,3,,3,9,1,,4,6,4.0,,4.0,7.0,2.0,,3,11,0,,0,1,0,
1941,NHL,BOS,17,4,3.0,,8,13,3.0,,,,,,,,,,8,2,0,,5,2,3,,6,4,2.0,,2.0,6.0,0.0,,4,3,1,,,,,
2002,NHL,VAN,22,13,6.0,0,23,10,7.0,1,,,,,3,4,4,0,12,1,0,0,7,6,1,0,7,5,2.0,0,9.0,1.0,2.0,0,7,5,3,1,0,1,1,0
1912,NHA,OT1,6,4,0.0,,3,7,0.0,,,,,,,,,,,,,,0,1,0,,4,5,0.0,,4.0,4.0,0.0,,1,1,0,,,,,
1991,NHL,NYR,28,8,4.0,,22,17,1.0,,,,,,9,5,0,,6,5,1,,10,4,0,,8,3,1.0,,7.0,3.0,2.0,,9,4,1,,1,1,0,
1925,NHL,OTS,15,2,1.0,,9,6,3.0,,,,,,,,,,1,0,0,,8,1,0,,8,1,1.0,,4.0,3.0,2.0,,3,3,1,,,,,
1991,NHL,BOS,23,11,6.0,,13,21,6.0,,,,,,3,6,2,,7,4,2,,7,6,1,,9,3,1.0,,3.0,6.0,3.0,,6,7,1,,1,0,2,
1924,NHL,HAM,12,3,0.0,,7,7,1.0,,,,,,,,,,1,0,0,,6,1,1,,7,3,0.0,,4.0,4.0,0.0,,1,2,0,,,,,
1975,NHL,VAN,22,11,7.0,,11,21,8.0,,,,,,3,6,2,,5,5,3,,5,4,1,,5,5,4.0,,7.0,7.0,1.0,,6,5,4,,2,0,0,
1974,WHA,CLC,23,15,1.0,,12,25,2.0,,,,,,2,2,1,,7,4,0,,4,11,0,,8,8,1.0,,5.0,8.0,0.0,,8,5,1,,1,2,0,
1927,NHL,NYA,6,13,3.0,,5,14,3.0,,,,,,,,,,2,3,0,,4,6,2,,2,6,1.0,,3.0,4.0,3.0,,0,8,0,,,,,
2001,NHL,SJS,25,11,3.0,2,19,16,5.0,1,,,,,5,3,3,1,7,4,1,2,6,4,2,0,8,6,1.0,0,6.0,0.0,0.0,0,7,8,1,0,5,2,0,0
1920,PCHA,VML,10,2,0.0,,3,9,0.0,,,,,,,,,,,,,,2,1,0,,5,5,0.0,,5.0,3.0,0.0,,1,2,0,,,,,
1978,WHA,CZE,0,0,0.0,,1,4,1.0,,,,,,,,,,,,,,0,3,0,,1,1,1.0,,,,,,,,,,,,,
2003,NHL,NYR,13,21,3.0,4,14,19,4.0,4,,,,,3,3,2,0,6,5,3,2,6,5,0,1,4,10,2.0,1,4.0,7.0,0.0,1,3,10,0,3,1,0,0,0
1923,WCHL,EDE,7,6,2.0,,4,9,2.0,,,,,,,,,,,,,,3,3,2,,5,6,1.0,,3.0,6.0,1.0,,,,,,,,,
1976,WHA,MF2,14,8,3.0,,5,10,2.0,,,,,,3,6,2,,6,5,2,,7,6,0,,3,1,1.0,,,,,,,,,,,,,
2000,NHL,CBS,19,15,4.0,3,9,24,5.0,3,,,,,3,8,0,1,4,8,1,0,5,6,3,1,5,4,0.0,2,3.0,5.0,3.0,2,5,6,2,0,3,2,0,0
1976,NHL,COR,12,20,8.0,,8,26,6.0,,,,,,3,8,1,,3,7,2,,3,7,3,,5,6,3.0,,5.0,6.0,1.0,,0,11,4,,1,1,0,
2007,NHL,VAN,21,15,,5,18,18,,5,,,,,5,7,,0,9,2,,2,8,5,,2,4,7,,1,6.0,1.0,,5,7,8,,0,0,3,,0
1938,NHL,BOS,20,2,2.0,,16,8,0.0,,,,,,,,,,5,1,1,,8,4,0,,8,2,1.0,,9.0,3.0,0.0,,6,0,0,,,,,
1977,WHA,HOU,26,13,2.0,,16,21,2.0,,,,,,3,4,0,,5,5,1,,6,6,2,,10,5,0.0,,6.0,7.0,0.0,,9,4,1,,3,3,0,
