playerid,year,ppa,sha
ruffli01,1988,1,
wellsja01,1989,3,2
dahlqch01,1990,,1
mcbeawa01,1988,1,
huberwi01,1987,14,
huntema01,1990,4,
carpebo01,1988,4,
zezelpe01,1988,17,
stastpe01,1989,23,
macivno01,1988,19,
broteaa01,1990,1,
josepch01,1987,6,
kontoch01,1987,6,
tuckejo01,1989,6,
mckegto01,1990,7,
murphla01,1988,22,
butchga01,1990,3,2
vaiveri01,1988,15,
allismi01,1987,5,
murphla01,1990,19,
simpscr01,1987,10,1
smaildo01,1990,1,1
chrisda01,1989,7,
brookbo01,1989,1,2
fentopa01,1990,2,
brownro01,1990,10,
coxecr01,1987,1,
larsore01,1988,14,
lemiejo01,1989,1,1
proppbr01,1989,9,
sanipev01,1989,2,
pavesji01,1987,1,
manthmo01,1987,15,1
gingrga01,1987,9,
tantito01,1990,5,
manthmo01,1988,9,
paslagr01,1990,3,1
grahadi01,1987,7,1
cullejo01,1990,29,
wilsoca01,1990,4,
deblolu01,1990,,1
cyrpa01,1987,1,
hunteda01,1988,,1
adamsgr01,1989,1,
laughcr01,1987,3,
konrost01,1988,1,1
broteaa01,1989,3,
duguaro01,1987,2,
petitmi01,1990,16,
nylunga01,1988,1,
dineego01,1987,2,
jonssto01,1988,24,
mckegto01,1989,3,
ciccadi01,1988,10,1
nichobe01,1989,37,1
sandsto01,1989,20,
frycemi01,1988,3,
ramagro01,1987,19,2
courtge01,1987,7,
robergo01,1987,3,
joycebo01,1989,3,
iafraal01,1990,11,1
pederba01,1989,7,1
creigad01,1988,7,
quinnda01,1989,15,1
pederma01,1990,7,
zezelpe01,1990,5,1
carsoli01,1987,1,1
adamsgr01,1988,1,
wilsoca01,1988,19,
hardyma01,1988,5,
lawtobr01,1989,1,
ferrara01,1990,5,
brownje02,1989,24,
momesse01,1990,1,
norwole01,1990,3,
bodgedo01,1988,25,1
crossdo01,1990,21,
charbjo01,1988,1,
ruotsre01,1989,9,
bradlbr01,1990,10,
mcdonhu01,1989,1,
quinnda01,1990,18,
bullami01,1988,13,
maroima01,1988,3,
thibagi01,1989,2,
krushmi01,1990,3,
kurveto01,1990,15,
samueul01,1990,,2
hullbr01,1987,10,
mcintjo01,1990,,2
gartnmi01,1988,9,
bassebo01,1988,,1
kennede01,1988,,2
donnemi01,1987,2,
bennibr01,1989,5,
linseke01,1989,8,
actonke01,1988,,1
wilsoca01,1987,9,3
ledyagr01,1988,6,
playfla01,1988,,1
kaspest01,1988,6,2
loisecl01,1990,1,1
goulemi01,1989,15,1
gartnmi01,1989,14,1
archida01,1989,4,
frasecu01,1987,2,
hunteda01,1987,1,4
cunnera01,1989,4,
maclebr01,1988,8,
klimape01,1989,11,
ledyagr01,1987,5,
rousebo01,1988,,1
erickbr01,1987,6,
hardyma01,1987,10,1
libaig01,1988,6,
foligmi01,1990,1,
lawtobr01,1988,4,
franclo01,1990,1,1
macdepa01,1989,2,
