orderid,productid,unitprice,quantity,discount
10717,21,10.0,32,0.0
10577,77,13.0,18,0.0
10296,11,16.8,12,0.0
10285,1,14.4,45,0.0
10343,76,14.4,15,0.0
10380,60,27.2,6,0.0
11063,41,9.65,30,0.0
10819,43,46.0,7,0.0
11068,43,46.0,36,0.0
10463,42,11.2,50,0.0
10503,65,21.05,20,0.0
10542,54,7.45,24,0.0
10487,19,7.3,5,0.0
11046,32,32.0,15,0.0
11077,14,23.25,1,0.0
10424,35,14.4,60,0.0
10580,65,21.05,30,0.0
10364,71,17.2,5,0.0
11077,8,40.0,2,0.0
11039,49,20.0,60,0.0
10461,21,8.0,40,0.0
10879,76,18.0,10,0.0
10643,28,45.6,15,0.0
10590,77,13.0,60,0.0
10837,76,18.0,21,0.0
10535,40,18.4,10,0.0
10533,72,34.8,24,0.0
10762,51,53.0,28,0.0
10265,17,31.2,30,0.0
10342,31,10.0,56,0.0
10611,2,19.0,10,0.0
10464,4,17.6,16,0.0
10918,1,18.0,60,0.0
11038,71,21.5,30,0.0
10739,36,19.0,6,0.0
11034,61,28.5,6,0.0
10327,2,15.2,25,0.0
11036,59,55.0,30,0.0
10465,45,7.6,30,0.0
11069,39,18.0,20,0.0
10317,1,14.4,20,0.0
10821,35,18.0,20,0.0
10618,68,12.5,15,0.0
10931,57,19.5,30,0.0
10429,63,35.1,35,0.0
10830,39,18.0,28,0.0
10646,10,31.0,18,0.0
10474,75,6.2,10,0.0
10510,75,7.75,36,0.0
10564,55,24.0,25,0.0
10638,65,21.05,21,0.0
10492,25,11.2,60,0.0
10915,54,7.45,10,0.0
10249,51,42.4,40,0.0
10315,34,11.2,14,0.0
10283,15,12.4,20,0.0
10379,65,16.8,20,0.0
11031,71,21.5,16,0.0
10430,56,30.4,30,0.0
10686,17,39.0,30,0.0
11055,57,19.5,20,0.0
10802,55,24.0,60,0.0
10583,29,123.79,10,0.0
10883,24,4.5,8,0.0
10487,54,5.9,24,0.0
10855,65,21.05,15,0.0
10909,16,17.45,15,0.0
10563,52,7.0,70,0.0
10824,70,15.0,9,0.0
10273,33,2.0,20,0.0
10623,35,18.0,30,0.0
10342,2,15.2,24,0.0
10781,56,38.0,20,0.0
10767,42,14.0,2,0.0
10528,72,34.8,9,0.0
10523,37,26.0,18,0.0
10255,16,13.9,35,0.0
10726,11,21.0,5,0.0
10275,59,44.0,6,0.0
10941,31,12.5,44,0.0
10421,53,26.2,15,0.0
10940,7,30.0,8,0.0
10400,35,14.4,35,0.0
10645,18,62.5,20,0.0
