File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
tourney_slots.csv,24,strongseed,4,117,2825.0,R5WX,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,29,weakseed,4,107,2575.0,R2W3,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,30,slot,4,107,2575.0,R2W3,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,45,weakseed,4,107,2575.0,R2W3,"I'm sorry, I don't understand your request. Could ..."
tourney_slots.csv,54,strongseed,4,117,2825.0,R5WX,"I'm sorry, but I don't understand your request. Co..."
tourney_slots.csv,55,slot,4,58,1350.0,R1Y4,"R1Y4 — это последовательность из четырех букв R, I..."
tourney_seeds.csv,44,seed,4,74,1750.0,Z14b,"Я не вижу запроса на перевод. Пожалуйста, предоста..."
tourney_seeds.csv,52,seed,4,113,2725.0,Y16b,"I'm sorry, I don't understand your request. Could ..."
teams.csv,4,team_name,10,38,280.0,Arizona St,Аризонский государственный университет
teams.csv,7,team_name,12,55,358.3,Cal Poly SLO,Калифорниский политехнический институт в Сан-Луисо...
