charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1545865,7529,468,6,1999-07-26T10:47:09,551.0,7529,
799297,7986,390,8,1999-07-10T10:51:17,2995.0,7986,
1347753,4032,492,6,1999-09-20T10:47:17,4140.0,24032,
45159,8483,490,10,1999-08-10T10:47:06,3600.0,8483,
517132,7512,445,5,1999-08-02T10:44:54,3711.0,7512,
643024,7260,492,6,1999-10-08T10:46:56,511.0,27260,
593961,3613,492,8,1999-06-21T10:50:52,1033.0,3613,
696228,8844,412,3,1999-07-12T10:51:03,1086.0,8844,
1074445,9616,463,6,1999-07-01T10:49:21,239.0,9616,
530077,9972,354,2,1999-08-16T10:45:55,4722.0,19972,
1661101,8195,464,10,1999-07-20T10:48:18,4641.0,8195,
1918851,7561,389,10,1999-09-05T10:45:02,4330.0,17561,
505941,9519,499,7,1999-08-27T10:44:04,3607.0,19519,
1616773,5830,403,6,1999-07-24T10:44:53,887.0,5830,
910142,8560,414,5,1999-07-09T10:44:22,2145.0,8560,
1443694,9307,377,7,1999-09-06T10:46:59,3060.0,19307,
1443302,8025,388,3,1999-08-20T10:46:57,4368.0,18025,
1131383,5585,435,9,1999-07-06T10:46:01,3035.0,5585,
1696096,1943,390,6,1999-06-28T10:51:02,3540.0,1943,
39393,9542,496,10,1999-10-05T10:46:39,1008.0,29542,
1729250,5762,482,10,1999-10-09T10:45:51,4830.0,25762,
988072,3549,500,5,1999-08-23T10:50:25,228.0,13549,
809645,6359,409,3,1999-09-22T10:44:20,3093.0,26359,
1370075,6848,232,3,1999-07-29T10:49:00,4154.0,6848,
547224,9516,264,3,1999-06-27T10:47:15,4085.0,9516,
518547,4551,500,3,1999-06-26T10:45:01,3896.0,4551,
1675460,9510,499,6,1999-08-19T10:49:25,4013.0,19510,
1106938,9189,408,6,1999-08-12T10:44:08,2869.0,9189,
946998,6141,461,10,1999-08-25T10:47:14,3991.0,16141,
1425388,7935,499,10,1999-08-09T10:45:34,50.0,7935,
1090773,3665,112,5,1999-08-12T10:50:37,2966.0,3665,
1263041,9162,448,4,1999-07-24T10:48:27,3607.0,9162,
1754058,9360,391,8,1999-07-29T10:47:47,564.0,9360,
518358,9696,490,3,1999-09-02T10:45:00,1601.0,19696,
63413,9784,500,3,1999-07-20T10:48:29,4924.0,9784,
924578,5816,463,2,1999-08-06T10:45:30,1842.0,5816,
1824196,7587,446,5,1999-09-19T10:45:28,2786.0,27587,
547839,7116,487,4,1999-07-14T10:47:18,3003.0,7116,
1635088,2430,497,8,1999-09-05T10:46:19,1115.0,12430,
951603,8217,498,7,1999-07-15T10:47:35,2649.0,8217,
1551763,4780,398,2,1999-08-29T10:47:36,4156.0,14780,
813838,7913,419,9,1999-07-08T10:44:39,4856.0,7913,
619539,7589,486,6,1999-08-30T10:45:05,4113.0,17589,
836729,5074,404,10,1999-09-29T10:46:27,1114.0,25074,
886043,9170,472,3,1999-10-13T10:50:15,77.0,0,
516600,5633,480,9,1999-09-02T10:44:52,1556.0,15633,
1974037,9873,386,8,1999-10-10T10:49:19,2670.0,29873,
1200556,8466,335,10,1999-06-17T10:43:40,1216.0,8466,
947407,9243,487,5,1999-08-16T10:47:16,297.0,19243,
1205264,9458,436,5,1999-09-18T10:44:01,453.0,29458,
1801442,1437,460,3,1999-09-22T10:43:44,2963.0,21437,
1720992,9325,253,6,1999-08-13T10:45:12,4589.0,19325,
1281502,9140,397,9,1999-09-17T10:49:54,683.0,29140,
536060,3693,477,2,1999-08-07T10:46:24,1255.0,3693,
15702,9463,378,6,1999-10-08T10:44:47,3942.0,29463,
1396599,8851,276,6,1999-09-04T10:51:05,4854.0,18851,
997639,5771,498,3,1999-07-09T10:51:09,4467.0,5771,
55574,8897,436,5,1999-09-12T10:47:53,2215.0,18897,
531123,9359,347,4,1999-07-06T10:46:00,2700.0,9359,
1188483,4933,458,3,1999-07-29T10:50:27,600.0,4933,
1962980,9633,239,4,1999-07-13T10:48:27,2134.0,9633,
1358006,6695,495,6,1999-08-05T10:48:04,57.0,6695,
1752803,8231,489,8,1999-09-16T10:47:41,2473.0,28231,
1249773,9108,282,8,1999-07-29T10:47:27,825.0,9108,
1757568,9236,497,6,1999-07-25T10:48:02,403.0,9236,
510026,7314,349,9,1999-09-07T10:44:22,3633.0,17314,
1427720,7266,500,5,1999-08-29T10:45:44,4583.0,17266,
86471,6118,468,10,1999-10-05T10:50:17,4864.0,26118,
869781,5800,494,8,1999-10-10T10:48:59,4076.0,25800,
1067278,9345,477,6,1999-09-14T10:48:47,3843.0,29345,
830001,3185,434,2,1999-06-19T10:45:55,2685.0,3185,
508179,3917,424,5,1999-08-20T10:44:14,931.0,13917,
39779,9941,371,10,1999-09-10T10:46:40,1013.0,19941,
917776,7113,342,8,1999-09-20T10:44:57,867.0,27113,
1145436,9002,482,7,1999-08-05T10:47:07,2782.0,9002,
649034,8746,291,5,1999-08-22T10:47:24,3140.0,18746,
527975,8566,360,6,1999-09-12T10:45:45,1961.0,18566,
1340154,8390,343,10,1999-08-11T10:46:43,2837.0,8390,
999292,4786,328,9,1999-06-17T10:51:17,1420.0,4786,
1257680,8512,475,9,1999-10-02T10:48:03,3026.0,28512,
604117,6500,311,9,1999-08-19T10:43:56,4403.0,16500,
1786917,9060,495,10,1999-07-17T10:50:19,3477.0,9060,
1191215,9699,495,8,1999-06-16T10:50:39,3899.0,9699,
1671992,9236,412,2,1999-10-12T10:49:09,3783.0,29236,
596792,7020,454,5,1999-07-09T10:51:05,665.0,7020,
1218940,6456,479,8,1999-09-21T10:45:02,1962.0,26456,
1297646,8737,407,2,1999-07-04T10:51:09,2101.0,8737,
552476,9788,381,9,1999-07-04T10:47:40,3373.0,9788,
654035,7574,449,10,1999-09-25T10:47:47,440.0,27574,
547081,9832,477,3,1999-07-09T10:47:14,3523.0,9832,
44850,3092,496,3,1999-07-02T10:47:04,4881.0,3092,
1431711,9835,459,5,1999-10-10T10:46:03,2760.0,29835,
1796511,5518,500,9,1999-07-16T10:51:04,1146.0,5518,
538714,7195,181,3,1999-06-29T10:46:36,598.0,7195,
1694069,9951,420,4,1999-07-27T10:50:53,616.0,9951,
