charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
634884,2483,379,6,1999-08-14T10:46:18,4203.0,12483,
1487091,7677,392,4,1999-06-24T10:50:20,3335.0,7677,
601011,6400,383,8,1999-10-07T10:43:42,1086.0,26400,
1822819,5555,499,6,1999-08-28T10:45:20,1389.0,15555,
880257,6343,499,5,1999-07-15T10:49:48,3514.0,6343,
1481475,3819,388,4,1999-06-26T10:49:54,565.0,3819,
1151351,9184,478,7,1999-07-30T10:47:34,1797.0,9184,
708427,9341,500,4,1999-07-03T10:44:15,4310.0,9341,
1554181,4211,499,10,1999-07-11T10:47:47,1293.0,4211,
1896724,9591,460,5,1999-09-27T10:51:05,3001.0,29591,
1753279,5272,303,10,1999-09-23T10:47:43,3796.0,25272,
1041553,9921,479,7,1999-08-20T10:46:49,2329.0,19921,
1061857,8602,464,3,1999-07-11T10:48:22,70.0,8602,
992372,9712,491,7,1999-06-26T10:50:45,4342.0,9712,
1071945,8738,435,4,1999-07-09T10:49:09,3238.0,8738,
553750,9431,465,4,1999-09-15T10:47:45,4653.0,29431,
13256,8291,480,2,1999-09-20T10:44:36,2962.0,28291,
1030409,6639,498,8,1999-08-06T10:45:57,2471.0,6639,
1722109,4893,432,2,1999-06-20T10:45:17,3345.0,4893,
631511,9869,485,5,1999-09-02T10:46:02,3632.0,19869,
1231672,5235,245,10,1999-09-08T10:46:02,549.0,15235,
1921912,6632,477,5,1999-06-17T10:45:16,52.0,6632,
1400351,8319,446,4,1999-10-02T10:43:39,1429.0,28319,
1779250,5907,358,4,1999-06-17T10:49:43,2416.0,5907,
1337552,9848,497,10,1999-10-13T10:46:31,4734.0,0,
591068,7867,490,3,1999-07-25T10:50:38,4949.0,7867,
1467548,9699,464,9,1999-07-03T10:48:48,4652.0,9699,
1114883,8905,373,7,1999-06-17T10:44:44,1225.0,8905,
1352506,8035,365,9,1999-07-31T10:47:40,2709.0,8035,
639361,8220,499,6,1999-06-20T10:46:39,384.0,8220,
611647,5042,305,8,1999-07-16T10:44:29,3635.0,5042,
1331940,9887,457,5,1999-09-18T10:46:04,1878.0,29887,
1635436,7925,413,4,1999-07-01T10:46:21,3185.0,7925,
1311541,7214,490,4,1999-09-16T10:44:28,1280.0,27214,
1724846,7584,485,8,1999-08-23T10:45:31,387.0,17584,
1689076,4495,479,5,1999-08-29T10:50:29,426.0,14495,
1760044,5677,495,2,1999-08-10T10:48:13,4383.0,5677,
1896067,9729,424,6,1999-08-22T10:51:02,2772.0,19729,
1303237,2080,321,2,1999-07-15T10:43:52,1047.0,2080,
1925548,9435,479,3,1999-10-06T10:45:34,477.0,29435,
1201964,5703,457,10,1999-10-11T10:43:46,2956.0,25703,
929655,4241,487,7,1999-10-05T10:45:53,1533.0,24241,
886498,9149,494,5,1999-06-22T10:50:17,817.0,9149,
642509,7768,389,9,1999-06-29T10:46:53,3652.0,7768,
