raceid,driverid,lap,position,time,milliseconds
852,5,29,15,1:56.779,116779
160,65,58,11,1:29.486,89486
67,37,17,16,1:25.242,85242
340,5,53,14,1:57.847,117847
914,20,22,4,1:52.998,112998
61,30,27,3,1:16.563,76563
974,830,30,4,1:16.848,76848
50,14,34,6,1:30.550,90550
52,18,13,11,1:16.312,76312
905,807,71,5,1:23.174,83174
161,25,31,12,1:28.826,88826
181,41,54,8,1:34.832,94832
850,808,5,9,1:39.709,99709
183,64,67,6,1:13.793,73793
853,10,24,16,1:34.030,94030
88,32,51,9,1:33.700,93700
917,20,10,12,1:16.657,76657
47,16,13,19,1:31.001,91001
70,9,62,9,1:14.703,74703
105,11,7,13,1:37.944,97944
38,23,52,12,1:39.036,99036
841,3,2,7,1:35.808,95808
858,67,2,12,1:51.456,111456
38,8,29,3,1:34.920,94920
135,35,18,12,1:19.870,79870
138,18,15,10,1:27.714,87714
236,57,11,5,1:55.282,115282
51,2,18,7,1:45.755,105755
132,11,29,19,1:38.601,98601
6,12,3,11,1:20.348,80348
862,10,32,19,1:44.718,104718
913,818,41,9,1:54.757,114757
103,2,30,13,2:21.947,141947
348,10,6,21,1:31.180,91180
19,3,21,18,1:38.314,98314
909,820,25,20,1:25.074,85074
82,35,20,18,1:18.461,78461
203,71,19,2,2:11.953,131953
150,44,2,11,1:18.257,78257
902,807,14,5,1:43.554,103554
100,4,17,11,1:22.355,82355
941,826,51,7,1:41.588,101588
903,820,27,20,1:46.441,106441
866,17,16,3,1:20.992,80992
207,49,31,2,1:32.015,92015
195,35,51,6,1:27.208,87208
853,10,34,14,1:31.597,91597
114,2,56,12,1:18.379,78379
847,10,67,15,1:25.360,85360
24,15,63,5,1:19.794,79794
43,9,61,4,1:17.334,77334
110,21,49,3,1:25.410,85410
944,830,45,10,1:17.562,77562
161,56,9,12,1:31.080,91080
342,4,53,6,1:16.265,76265
140,8,6,5,1:38.795,98795
81,35,33,13,1:23.763,83763
982,154,46,9,1:48.423,108423
970,828,43,15,1:39.951,99951
353,155,23,17,2:36.053,156053
5,4,55,6,1:25.158,85158
183,15,6,12,1:17.593,77593
886,824,3,21,1:22.805,82805
179,44,2,21,1:29.229,89229
33,5,9,3,1:19.890,79890
175,30,25,4,2:25.341,145341
20,22,48,11,1:36.115,96115
181,44,41,4,1:33.967,93967
868,1,43,7,1:36.464,96464
891,820,41,19,1:57.404,117404
217,56,8,20,1:40.790,100790
147,37,15,10,1:25.849,85849
97,13,38,15,1:17.007,77007
234,83,18,16,1:52.976,112976
169,30,74,2,1:21.539,81539
158,63,1,8,1:47.177,107177
54,21,51,1,1:36.338,96338
170,64,29,12,1:55.946,115946
93,17,3,8,1:23.455,83455
213,64,11,11,1:23.870,83870
865,3,47,2,1:20.314,80314
90,11,56,9,1:27.454,87454
99,30,65,1,1:16.897,76897
156,14,67,4,1:14.938,74938
97,11,7,14,1:18.689,78689
952,13,57,8,1:29.901,89901
352,16,29,11,1:36.946,96946
73,23,46,6,1:33.882,93882
227,21,9,15,1:25.179,85179
344,22,68,14,1:19.696,79696
942,826,14,4,1:56.948,116948
888,814,27,12,2:21.899,141899
844,13,12,8,1:33.683,93683
137,15,35,6,1:51.464,111464
898,818,10,15,1:45.783,105783
55,14,2,15,2:34.825,154825
957,13,50,11,1:37.410,97410
970,835,32,16,1:38.333,98333
21,1,54,3,1:23.013,83013
862,813,31,8,1:43.530,103530
897,818,8,9,1:48.956,108956
352,67,11,12,1:39.063,99063
181,37,26,12,2:12.995,132995
35,7,34,13,1:15.507,75507
36,13,24,10,1:27.289,87289
916,4,30,6,1:45.318,105318
860,10,27,18,1:36.681,96681
873,811,11,21,2:17.764,137764
