targetid,raceid,driverid,win
22538,480,177,1
58736,521,136,0
46458,798,612,0
3108,160,48,0
57146,527,231,0
54710,654,341,0
43236,834,776,0
44048,831,675,0
19945,404,102,0
50030,752,386,0
58157,554,239,0
63888,342,17,1
22758,483,110,0
21019,436,110,0
18618,367,112,0
65410,875,154,0
17424,315,94,0
10883,217,64,0
18538,365,122,0
47134,779,529,0
53676,672,346,0
48923,697,360,0
65505,879,811,0
20467,421,118,0
55678,600,187,0
59242,508,152,0
53244,635,339,0
63727,728,340,0
66635,901,3,0
52071,807,528,0
47150,779,526,0
13697,40,21,0
19656,394,117,0
11431,143,58,0
230,29,8,0
46628,787,427,0
17147,307,95,0
240,29,11,0
47065,778,597,0
58479,512,224,0
55779,602,304,0
13801,44,26,0
51503,800,674,0
49563,774,510,0
21276,444,137,0
48375,745,493,0
20875,432,84,0
43473,838,741,0
6966,295,128,0
66405,268,71,1
64054,349,1,1
4532,203,57,0
51897,805,449,0
11999,136,31,0
45271,815,713,0
6960,295,100,0
11380,190,35,0
11348,189,71,0
66137,260,81,0
66343,266,50,0
48259,743,431,0
53000,661,321,0
68275,974,817,0
65663,885,820,0
47342,782,592,0
50280,755,484,0
66805,908,828,0
18442,363,129,0
16284,332,90,0
56878,570,255,0
20472,421,102,1
11329,188,65,1
57713,542,223,0
10815,214,56,0
17549,318,95,1
4330,193,73,0
11802,126,35,0
12596,99,4,0
66903,913,18,0
55511,596,251,0
63417,721,278,0
58446,559,259,0
57217,529,178,0
11127,179,14,0
21668,455,110,0
64754,854,3,0
54146,627,223,0
20294,415,145,0
10869,216,22,0
49060,768,427,0
16438,336,105,0
44947,812,615,0
43422,837,501,0
21913,463,181,0
