constructorresultsid,raceid,constructorid,points,status
14464,869,9,14.0,
14017,346,205,0.0,
3596,324,35,0.0,
12606,579,202,1.5,
12294,615,1,4.0,
2822,274,17,0.0,
4213,367,22,0.0,
4490,382,39,0.0,
40,21,7,1.0,
1687,178,6,16.0,
5277,436,50,0.0,
14928,910,207,0.0,
10762,713,176,0.0,
5956,480,53,0.0,
14513,873,6,19.0,
15135,939,6,40.0,
2632,261,6,3.0,
2581,257,33,0.0,
10782,716,170,6.0,
14304,855,5,0.0,
3050,292,22,6.0,
1767,185,24,2.0,
13207,548,58,1.0,
4688,394,18,0.0,
1989,205,15,0.0,
15138,939,3,10.0,
3335,310,1,4.0,
13539,535,6,0.0,
1248,137,4,0.0,
12883,589,6,9.0,
12233,611,63,0.0,
3213,302,18,0.0,
13071,571,57,0.0,
13132,575,67,0.0,
5439,447,21,3.0,
15559,980,15,0.0,
5029,419,25,5.0,
5539,454,34,6.0,
11254,689,187,0.0,
557,69,8,0.0,
6042,485,45,0.0,
15324,958,10,1.0,
4890,408,25,0.0,
2240,228,22,5.0,
6367,506,3,10.0,
14592,879,207,0.0,
11723,644,37,9.0,
15085,933,3,25.0,
3024,290,35,0.0,
1518,162,19,0.0,
11856,633,63,0.0,
1917,198,25,0.0,
14429,866,15,17.0,
661,80,16,5.0,
4613,389,45,0.0,
6487,514,21,0.0,
2317,235,27,2.0,
905,104,7,0.0,
6123,490,37,0.0,
15268,953,5,4.0,
3115,296,32,4.0,
3367,311,39,0.0,
2092,214,21,0.0,
13942,340,3,0.0,
1183,131,21,0.0,
707,84,3,0.0,
2538,254,3,10.0,
12646,581,32,0.0,
1611,171,1,6.0,
3345,310,35,0.0,
9664,775,118,9.0,
1275,140,15,0.0,
10747,712,183,9.0,
15454,970,10,3.0,
5556,455,1,2.0,
15400,965,3,6.0,
3390,313,1,3.0,
4352,374,44,0.0,
13014,567,64,0.0,
13407,528,34,4.0,
6421,509,57,0.0,
12074,622,82,0.0,
206,37,12,0.0,
4233,368,27,0.0,
14518,873,15,1.0,
12485,600,37,0.0,
5187,430,6,3.0,
2681,264,27,0.0,
4295,371,35,0.0,
5095,423,45,0.0,
13836,523,21,1.0,
4918,410,26,0.0,
3036,291,6,5.0,
15029,927,208,0.0,
2166,221,25,0.0,
870,101,4,6.0,
10195,738,95,2.0,
