qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
756,53,15,7,8,14,1:33.987,1:33.066,
2795,265,110,15,29,18,1:47.235,,
5190,869,817,5,16,11,1:16.516,1:39.789,
1431,109,49,15,10,13,1:38.291,,
627,47,11,8,22,17,1:28.953,,
1685,192,23,17,10,8,1:18.735,,
466,40,18,11,7,10,1:17.297,1:16.457,1:17.939
1220,81,8,1,9,2,1:19.932,,
18,18,7,5,14,18,1:27.446,,
1755,200,50,24,19,12,1:32.099,,
6721,949,828,15,9,17,1:32.840,,
2454,251,55,6,27,5,1:25.707,,
5912,902,825,1,20,9,1:35.288,1:34.904,1:34.712
6651,944,817,9,3,9,1:12.639,1:12.825,1:12.417
7255,974,839,10,31,16,1:14.101,,
5931,853,13,6,6,6,1:24.523,1:23.681,1:23.188
6188,913,824,206,17,19,1:49.440,,
1468,140,21,17,9,8,1:33.276,,
2374,247,92,30,16,21,1:36.076,,
1274,83,17,3,7,16,1:23.495,,
4280,99,47,18,21,20,1:18.247,,
3897,114,52,17,12,16,1:17.452,,
3720,353,807,3,10,11,1:38.115,1:37.620,
6393,930,13,3,19,9,1:27.165,1:26.147,1:26.757
1299,85,8,1,9,1,1:20.878,,
5016,862,30,131,7,3,1:36.797,1:35.794,1:35.691
7110,967,832,5,55,15,1:12.950,1:12.920,
73,21,17,9,10,7,1:21.494,1:20.984,1:22.429
5598,887,20,9,1,3,1:31.559,1:30.990,1:30.211
1232,81,2,3,8,14,1:22.117,,
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490
2443,250,89,29,10,18,2:00.990,,
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505
4683,847,17,9,2,4,1:14.375,1:13.654,1:13.429
3039,3,10,7,10,14,1:36.364,1:36.066,
1471,140,15,4,14,11,1:33.547,,
5055,863,30,131,7,18,1:34.865,,
6344,927,4,1,14,18,1:41.746,,
3131,8,18,23,22,6,1:18.957,1:18.663,1:20.289
3132,8,3,3,16,7,1:19.228,1:18.591,1:20.361
1967,214,56,6,6,5,1:14.860,,
5624,888,13,6,4,7,1:30.547,1:29.825,1:31.126
1030,66,30,6,5,2,1:27.385,1:25.850,1:27.284
4365,105,23,3,4,5,1:34.891,,
1388,89,17,3,7,10,1:35.739,,
1453,125,11,17,10,15,1:38.141,,
2013,216,23,17,11,7,1:42.498,,
2666,259,110,17,15,21,1:25.234,,
2207,241,55,6,27,6,1:54.637,,
4982,860,815,15,15,17,1:26.596,,
5814,897,819,207,20,21,1:43.528,,
388,36,24,5,18,20,1:29.267,,
5140,867,807,10,12,8,1:39.009,1:38.689,1:38.752
4726,848,816,166,25,23,1:43.735,,
4136,92,45,17,19,16,1:34.105,,
1544,160,60,18,21,20,1:28.161,,
2400,248,85,30,17,23,1:53.492,,
2659,259,94,18,23,14,1:24.078,,
4409,107,4,4,8,9,1:11.454,,
4732,849,18,1,4,5,1:34.230,1:32.273,1:31.898
560,44,24,5,18,16,1:21.160,1:20.823,
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919
4315,101,43,7,16,15,1:15.454,,
6127,911,1,131,44,2,2:07.280,2:06.609,2:05.819
1358,87,38,18,20,20,,,
2784,265,87,25,4,7,1:45.474,,
2463,251,96,15,29,14,1:28.741,,
5969,903,828,207,9,20,2:00.646,,
1113,69,26,5,21,19,1:32.867,,
6388,930,822,3,77,4,1:27.262,1:26.197,1:25.694
2817,266,112,1,7,14,1:21.498,,
5143,867,4,6,5,11,1:39.409,1:38.707,
529,43,2,2,9,7,1:15.783,1:15.149,1:15.900
7060,965,822,3,77,8,1:37.456,1:37.202,1:37.116
7026,963,831,15,12,18,1:35.949,,
2627,258,22,17,14,8,1:12.409,,
5395,878,1,1,4,2,1:37.058,1:36.795,1:35.766
4478,73,39,17,19,18,1:33.190,1:36.953,
2562,255,83,18,23,17,1:43.102,,
2703,262,71,3,0,4,1:27.094,,
2782,265,79,25,3,5,1:44.718,,
4739,849,815,15,17,12,1:34.145,1:32.624,
