resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
195,27,9,2,4,7,7.0,7,7,2.0,67,+22.682,5503556.0,17.0,6.0,1:16.610,214.937,1
22776,939,20,6,5,1,1.0,1,1,25.0,61,2:01:22.118,7282118.0,53.0,2.0,1:50.069,165.659,1
21765,882,807,15,11,10,10.0,10,10,1.0,56,+56.598,5843543.0,31.0,12.0,1:40.630,195.007,1
22579,928,8,6,7,6,4.0,4,4,12.0,56,+3.835,5985843.0,48.0,6.0,1:43.026,190.472,1
8645,376,114,33,29,0,,F,29,0.0,0,,,,,,,81
5577,272,115,33,19,23,,R,23,0.0,18,,,,,,,44
16440,670,376,195,15,12,6.0,6,6,1.0,26,,,,,,,12
16259,659,341,66,14,12,9.0,9,9,0.0,87,,,,,,,13
20423,341,18,1,1,5,5.0,5,5,10.0,66,+1:03.728,5807829.0,64.0,4.0,1:25.166,196.768,1
8386,369,118,21,9,16,9.0,9,9,0.0,71,,,,,,,12
17000,699,347,183,11,7,,R,17,0.0,42,,,,,,,8
1717,100,22,6,2,2,3.0,3,3,6.0,60,+3.114,5085814.0,8.0,2.0,1:19.296,233.398,1
4054,209,65,15,16,8,4.0,4,4,3.0,72,+29.919,6751634.0,,,,,1
11714,488,110,1,8,11,,R,19,0.0,0,,,,,,,4
4875,246,30,22,1,2,1.0,1,1,10.0,72,1:38:28.429,5908429.0,,,,,1
4581,233,57,1,7,4,3.0,3,3,4.0,61,+50.830,5631704.0,,,,,1
4627,235,79,25,18,14,7.0,7,7,0.0,74,,,,,,,13
936,61,31,1,4,7,,R,18,0.0,13,,,5.0,15.0,1:18.493,200.012,3
14823,600,231,64,24,10,,R,17,0.0,10,,,,,,,6
8079,361,122,37,16,21,,R,13,0.0,28,,,,,,,20
19455,809,518,110,4,27,,R,24,0.0,94,,,,,,,80
19922,828,642,51,2,2,5.0,5,5,2.0,73,,,,,,,14
7145,324,127,41,15,0,,F,29,0.0,0,,,,,,,81
2456,135,37,19,17,20,,R,21,0.0,0,,,,,,,7
7730,9,15,7,9,14,17.0,17,17,0.0,60,+1:30.970,5894280.0,52.0,2.0,1:33.654,197.885,1
3565,186,65,24,17,10,,R,20,0.0,27,,,,,,,23
18236,753,373,32,14,8,3.0,3,3,4.0,55,+1:53.23,8453260.0,,,,,1
9234,397,156,25,3,24,14.0,14,14,0.0,47,,,,,,,15
2960,159,37,21,18,16,8.0,8,8,0.0,70,,,,,,,11
15811,640,238,200,25,6,2.0,2,2,6.0,55,+0.01,4692610.0,,,,,1
688,50,29,12,21,22,12.0,12,12,0.0,66,,,33.0,20.0,1:32.130,178.300,11
1402,84,32,9,15,10,8.0,8,8,1.0,58,+1:11.622,5146076.0,58.0,8.0,1:26.374,222.483,1
1338,81,21,4,6,6,4.0,4,4,5.0,60,+17.9,5087488.0,43.0,3.0,1:21.159,228.041,1
23471,973,13,3,19,9,13.0,13,13,0.0,64,,,64.0,13.0,1:26.472,193.796,12
11747,489,137,34,5,9,,R,21,0.0,43,,,,,,,3
19235,800,526,113,34,11,4.0,4,4,1.5,200,+2:52.68,13929950.0,,,,,1
17646,729,458,95,16,0,,W,21,0.0,0,,,,,,,54
15250,617,243,34,9,9,12.0,12,12,0.0,54,,,,,,,11
20107,836,501,154,44,18,8.0,8,8,0.0,39,,,,,,,13
2378,132,15,4,14,7,8.0,8,8,0.0,59,,,,,,,11
4287,219,65,15,16,12,,R,17,0.0,38,,,,,,,4
13350,547,258,37,27,22,12.0,12,12,0.0,71,,,,,,,14
20946,848,17,9,2,2,3.0,3,3,15.0,57,+27.255,6003424.0,39.0,4.0,1:42.534,190.262,1
12831,528,232,60,37,0,,F,25,0.0,0,,,,,,,81
4249,218,30,6,5,3,1.0,1,1,10.0,44,1:33:46.717,5626717.0,,,,,1
19611,816,642,6,6,3,2.0,2,2,6.0,80,+1.4,10187300.0,,,,,1
5238,260,101,31,31,22,,R,16,0.0,45,,,,,,,5
9422,404,140,6,28,8,,R,15,0.0,26,,,,,,,23
9077,391,169,39,14,24,13.0,13,13,0.0,71,,,,,,,17
19931,828,741,154,38,10,,R,14,0.0,37,,,,,,,5
7654,6,18,23,22,1,1.0,1,1,10.0,78,1:40:44.282,6044282.0,49.0,2.0,1:15.190,159.914,1
21164,857,30,131,7,11,5.0,5,5,10.0,60,+1:05.421,5500423.0,48.0,5.0,1:28.549,208.359,1
6440,303,136,37,16,23,,R,20,0.0,27,,,,,,,8
10341,440,117,1,7,5,7.0,7,7,0.0,78,,,,,,,11
15377,622,328,25,1,4,,R,12,0.0,69,,,,,,,3
9053,390,102,32,12,3,,R,15,0.0,17,,,,,,,3
16144,653,280,82,24,8,7.0,7,7,0.0,87,,,,,,,13
1887,108,42,19,15,18,,R,13,0.0,52,,,,,,,22
3047,163,64,15,16,15,7.0,7,7,0.0,65,,,,,,,12
19173,797,651,105,46,16,8.0,8,8,0.0,79,,,,,,,45
21230,859,813,3,12,18,,R,23,0.0,26,,,26.0,21.0,1:19.706,194.620,31
6061,291,81,18,24,23,7.0,7,7,0.0,69,,,,,,,12
2307,129,31,3,6,4,3.0,3,3,4.0,71,+17.730,5649292.0,,,,,1
19312,803,501,105,3,16,12.0,12,12,0.0,83,,,,,,,17
7245,327,133,21,10,22,,R,24,0.0,22,,,,,,,22
19695,819,642,6,2,2,2.0,2,2,6.0,36,+1:55.2,11141500.0,,,,,1
13637,556,230,63,19,10,,R,21,0.0,5,,,,,,,3
15453,625,199,34,20,17,12.0,12,12,0.0,37,,,,,,,11
22014,894,820,206,23,21,17.0,17,17,0.0,55,+1:12.898,6266599.0,48.0,21.0,1:45.408,191.769,1
3435,180,25,22,10,11,,R,22,0.0,0,,,,,,,7
277,31,8,6,1,14,9.0,9,9,0.0,53,+39.468,5246962.0,53.0,1.0,1:28.047,236.859,1
12328,510,197,25,3,15,7.0,7,7,0.0,69,,,,,,,11
8483,371,92,48,39,0,,F,29,0.0,0,,,,,,,81
355,35,5,1,23,5,7.0,7,7,2.0,71,+55.074,5706509.0,36.0,6.0,1:14.207,209.042,1
22397,912,13,3,19,4,3.0,3,3,15.0,53,+25.026,4775262.0,46.0,3.0,1:28.342,236.068,1
10228,436,173,32,11,1,3.0,3,3,4.0,61,+59.128,6213620.0,,,,,1
5903,285,112,33,19,16,9.0,9,9,0.0,51,,,,,,,12
22406,912,807,10,27,13,12.0,12,12,0.0,53,+1:12.606,4822842.0,35.0,13.0,1:29.366,233.363,1
1446,86,27,18,21,18,12.0,12,12,0.0,42,,,6.0,20.0,2:01.627,206.480,12
11737,489,192,56,21,21,11.0,11,11,0.0,79,,,,,,,11
9845,421,102,32,12,1,1.0,1,1,9.0,67,2:00:28.006,7228006.0,,,,,1
13877,565,231,1,11,14,,R,17,0.0,24,,,,,,,5
11506,481,172,27,26,21,,R,22,0.0,5,,,,,,,6
19950,829,627,154,22,9,10.0,10,10,0.0,83,,,,,,,17
3001,161,18,3,10,6,5.0,5,5,2.0,60,+57.759,5387867.0,,,,,1
20443,342,17,9,6,1,1.0,1,1,25.0,78,1:50:13.355,6613355.0,63.0,2.0,1:15.318,159.643,1
11912,495,197,45,32,18,9.0,9,9,0.0,50,,,,,,,12
20364,338,16,10,14,10,,R,18,0.0,9,,,6.0,19.0,1:43.223,184.947,5
17868,738,376,99,10,0,,F,20,0.0,0,,,,,,,81
2136,121,31,3,3,2,2.0,2,2,8.0,53,+5.294,4465132.0,,,,,1
15491,626,320,66,12,16,,R,25,0.0,5,,,,,,,5
4366,223,65,15,16,14,8.0,8,8,0.0,69,+1:12.961,6010732.0,,,,,1
3095,165,60,18,21,22,12.0,12,12,0.0,68,,,,,,,11
10289,438,156,50,10,26,10.0,10,10,0.0,64,,,,,,,12
8677,377,160,49,9,0,,F,30,0.0,0,,,,,,,81
7,18,7,5,14,17,7.0,7,7,2.0,55,,,22.0,12.0,1:29.534,213.224,5
20329,337,18,1,1,8,7.0,7,7,6.0,49,+45.280,6005676.0,45.0,9.0,1:59.970,189.017,1
20665,351,9,4,11,8,7.0,7,7,6.0,61,+1:26.559,7160138.0,56.0,3.0,1:49.255,167.157,1
4295,220,49,3,4,4,3.0,3,3,4.0,71,+3.962,5259961.0,,,,,1
13076,537,187,34,2,5,7.0,7,7,0.0,45,+1:39.53,5380430.0,,,,,1
2661,145,22,6,2,4,,R,17,0.0,49,,,,,,,22
16160,654,317,32,23,9,3.0,3,3,4.0,108,+45.17,7097960.0,,,,,1
22353,910,3,131,6,1,4.0,4,4,12.0,70,+6.361s,6791419.0,64.0,1.0,1:25.724,183.981,1
17764,734,356,34,16,24,,R,19,0.0,9,,,,,,,37
16961,697,385,6,9,3,,R,15,0.0,34,,,,,,,5
10714,454,158,4,16,2,3.0,3,3,4.0,54,+40.232,5694145.0,,,,,1
8533,373,118,21,17,14,9.0,9,9,0.0,58,,,,,,,12
16826,690,358,167,10,7,,R,9,0.0,56,,,,,,,5
14508,589,233,37,10,13,8.0,8,8,0.0,58,,,,,,,11
19411,807,680,6,30,19,,R,18,0.0,16,,,,,,,5
12030,499,177,56,21,15,9.0,9,9,0.0,39,,,,,,,11
5409,266,111,31,32,26,,R,23,0.0,9,,,,,,,64
12750,526,203,6,12,3,1.0,1,1,9.0,59,1:52:17.734,6737734.0,,,,,1
3181,169,63,15,17,9,10.0,10,10,0.0,76,,,,,,,11
20907,846,3,131,8,7,11.0,11,11,0.0,76,,,56.0,10.0,1:18.699,152.784,12
12199,505,163,4,16,16,,N,14,0.0,67,,,,,,,62
