coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
adamsja01c,1927,DTC,NHL,1,,44,19,19,6,,,,
adamsja01c,1928,DTC,NHL,1,,44,19,16,9,2.0,0.0,2.0,0.0
adamsja01c,1929,DTC,NHL,1,,44,14,24,6,,,,
adamsja01c,1930,DTF,NHL,1,,44,16,21,7,,,,
adamsja01c,1931,DTF,NHL,1,,48,18,20,10,2.0,0.0,1.0,1.0
adamsja01c,1932,DET,NHL,1,,48,25,15,8,4.0,2.0,2.0,0.0
adamsja01c,1933,DET,NHL,1,,48,24,14,10,9.0,4.0,5.0,0.0
adamsja01c,1934,DET,NHL,1,,48,19,22,7,,,,
adamsja01c,1935,DET,NHL,1,,48,24,16,8,7.0,6.0,1.0,0.0
adamsja01c,1936,DET,NHL,1,,48,25,14,9,10.0,6.0,4.0,0.0
adamsja01c,1937,DET,NHL,1,,48,12,25,11,,,,
adamsja01c,1938,DET,NHL,1,,48,18,24,6,6.0,3.0,3.0,0.0
adamsja01c,1939,DET,NHL,1,,48,16,26,6,5.0,2.0,3.0,0.0
adamsja01c,1940,DET,NHL,1,,48,21,16,11,9.0,4.0,5.0,0.0
adamsja01c,1941,DET,NHL,1,,48,19,25,4,12.0,7.0,5.0,0.0
adamsja01c,1942,DET,NHL,1,,50,25,14,11,10.0,8.0,2.0,0.0
adamsja01c,1943,DET,NHL,1,,50,26,18,6,5.0,1.0,4.0,0.0
adamsja01c,1944,DET,NHL,1,,50,31,14,5,14.0,7.0,7.0,0.0
adamsja01c,1945,DET,NHL,1,,50,20,20,10,5.0,1.0,4.0,0.0
adamsja01c,1946,DET,NHL,1,,60,22,27,11,5.0,1.0,4.0,0.0
arboual01c,1970,STL,NHL,1,,50,21,15,14,,,,
arboual01c,1971,STL,NHL,3,,44,19,19,6,11.0,4.0,7.0,0.0
arboual01c,1972,STL,NHL,1,,13,2,6,5,,,,
arboual01c,1973,NYI,NHL,1,,78,19,41,18,,,,
arboual01c,1974,NYI,NHL,1,,80,33,25,22,17.0,9.0,8.0,0.0
arboual01c,1975,NYI,NHL,1,,80,42,21,17,13.0,7.0,6.0,0.0
arboual01c,1976,NYI,NHL,1,,80,47,21,12,12.0,8.0,4.0,0.0
arboual01c,1977,NYI,NHL,1,,80,48,17,15,7.0,3.0,4.0,0.0
arboual01c,1978,NYI,NHL,1,,80,51,15,14,10.0,6.0,4.0,0.0
arboual01c,1979,NYI,NHL,1,,80,39,28,13,21.0,15.0,6.0,0.0
arboual01c,1980,NYI,NHL,1,,80,48,18,14,18.0,15.0,3.0,0.0
arboual01c,1981,NYI,NHL,1,,80,54,16,10,19.0,15.0,4.0,0.0
arboual01c,1982,NYI,NHL,1,,80,42,26,12,20.0,15.0,5.0,0.0
arboual01c,1983,NYI,NHL,1,,80,50,26,4,21.0,12.0,9.0,0.0
arboual01c,1984,NYI,NHL,1,,80,40,34,6,10.0,4.0,6.0,0.0
arboual01c,1985,NYI,NHL,1,,80,39,29,12,3.0,0.0,3.0,0.0
arboual01c,1988,NYI,NHL,2,,53,21,29,3,,,,
arboual01c,1989,NYI,NHL,1,,80,31,38,11,5.0,1.0,4.0,0.0
arboual01c,1990,NYI,NHL,1,,80,25,45,10,,,,
arboual01c,1991,NYI,NHL,1,,80,34,35,11,,,,
arboual01c,1992,NYI,NHL,1,,84,40,37,7,18.0,9.0,9.0,0.0
arboual01c,1993,NYI,NHL,1,,84,36,36,12,4.0,0.0,4.0,0.0
arboual01c,2007,NYI,NHL,2,interim,1,1,0,0,,,,
barbebi01c,2000,PHI,NHL,2,,54,31,16,7,6.0,2.0,4.0,0.0
