playerid,award,year,lgid,note,pos
howelha01,Norris,1966,NHL,,
goulemi01,First Team All-Star,1986,NHL,,LW
malakvl01,All-Rookie,1992,NHL,,D
froesbo01,Jennings,1985,NHL,shared,
hallgl01,First Team All-Star,1959,NHL,,G
bowerjo01,First Team All-Star,1960,NHL,,G
nasluma01,All-Rookie,1982,NHL,,LW
cechmro01,Second Team All-Star,2000,NHL,,G
hadfivi01,Second Team All-Star,1971,NHL,,LW
gretzwa01,Hart,1982,NHL,,
whitebi01,Second Team All-Star,1972,NHL,,D
dionnma01,First Team All-Star,1976,NHL,,C
prongch01,Second Team All-Star,2003,NHL,,D
friesje01,All-Rookie,1994,NHL,,F
hasekdo01,First Team All-Star,1996,NHL,,G
sakicjo01,First Team All-Star,2003,NHL,,C
nabokev01,All-Rookie,2000,NHL,,G
gretzwa01,Pearson,1983,NHL,,
thomati01,Vezina,2008,NHL,,
vickest01,Calder,1972,NHL,,
samsose01,All-Rookie,1997,NHL,,F
conacch01,Second Team All-Star,1932,NHL,,RW
backsni02,All-Rookie,2007,NHL,,F
lumleha01,Vezina,1953,NHL,,
cloutre01,First Team All-Star,1978,WHA,,RW
francro01,Selke,1994,NHL,,
gretzwa01,Art Ross,1989,NHL,,
pecami01,Selke,1996,NHL,,
messima01,Pearson,1991,NHL,,
lukowmo01,Second Team All-Star,1978,WHA,,LW
belivje01,Art Ross,1955,NHL,,
mooredi01,Second Team All-Star,1960,NHL,,LW
brodatu01,Second Team All-Star,1941,NHL,,G
laflegu01,Pearson,1975,NHL,,
sedinda01,Lindsay,2010,NHL,,
breweca01,Second Team All-Star,1964,NHL,,D
smithge01,All-Rookie,1989,NHL,,D
lemiema01,Second Team All-Star,1991,NHL,,C
belfoed01,First Team All-Star,1990,NHL,,G
jackmba01,Calder,2002,NHL,,
wentwcy01,Second Team All-Star,1934,NHL,,D
esposph01,Art Ross,1970,NHL,,
howego01,Art Ross,1952,NHL,,
bellbr01,All-Rookie,1984,NHL,,D
howego01,First Team All-Star,1962,NHL,,RW
huetcr01,Crozier,2005,NHL,,
