playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
gagnear01,,,Art,Gagne,,Arthur Edward,,67.0,160.0,R,12662,18932.0,gagnear01,1926.0,1931.0,,,R,1897.0,10.0,11.0,Canada,ON,Ottawa,1988.0,10.0,6.0,,,
jonsske01,,,Kenny,Jonsson,,Kenny,,75.0,217.0,L,14904,2591.0,jonsske01,1994.0,2003.0,,,D,1974.0,10.0,6.0,Sweden,,Angelholm,,,,,,
pronocl01,,,Claude,Pronovost,,Claude,Suitcase,69.0,190.0,L,18664,11143.0,pronocl01,1955.0,1958.0,,,G,1935.0,7.0,22.0,Canada,QC,Shawinigan Falls,,,,,,
wilsoal01,,,Allan,Wilson,,Allan,,,,,,,,,,,,,,,,,,,,,,,,
roachjo01,,,John Ross,Roach,,John Ross,Little Napoleon,65.0,130.0,L,18678,4585.0,roachjo01,1921.0,1934.0,,,G,1900.0,6.0,23.0,Canada,ON,Port Perry,1973.0,7.0,9.0,,,
glovefr01,glovefr01c,,Fred,Glover,,Frederick Austin,,69.0,170.0,R,12733,1934.0,glovefr01,1948.0,1952.0,,,C,1928.0,1.0,5.0,Canada,ON,Toronto,2001.0,8.0,16.0,,,
stumpjo01,,,Jozef,Stumpel,,Jozef,,75.0,222.0,R,11587,5233.0,stumpjo01,1991.0,2007.0,,,C,1972.0,7.0,20.0,Slovakia,,Nitra,,,,,,
farkaje01,,,Jeff,Farkas,,Jeffrey Thomas,,72.0,185.0,L,17800,24460.0,farkaje01,1999.0,2002.0,,,C,1978.0,1.0,24.0,USA,NY,Williamsville,,,,,,
atchebl01,,,Blair,Atcheynum,,Blair,,74.0,198.0,R,10042,125.0,atchebl01,1992.0,2000.0,,,R,1969.0,4.0,20.0,Canada,SK,Estevan,,,,,,
krogja01,,,Jason,Krog,,Jason,,71.0,185.0,R,19272,27657.0,krogja01,1999.0,2008.0,,,C,1975.0,10.0,9.0,Canada,BC,Fernie,,,,,,
odrowge01,,,Gerry,Odrowski,,Gerald Bernard,Snowy/The Hook,70.0,185.0,L,13880,4062.0,odrowge01,1960.0,1971.0,1972.0,1975.0,D,1938.0,10.0,4.0,Canada,ON,Trout Creek,,,,,,
macdoke01,,,Kevin,MacDonald,,Kevin Scott,,72.0,200.0,L,10069,15329.0,macdoke01,1993.0,1993.0,,,D,1966.0,2.0,24.0,Canada,ON,Prescott,,,,,,
richate01,,,Terry,Richardson,,Terrance Paul,,73.0,190.0,R,18672,4557.0,richate01,1973.0,1978.0,,,G,1953.0,5.0,7.0,Canada,BC,New Westminster,,,,,,
vyshese01,,,Sergei,Vyshedkevich,,Sergei,,72.0,195.0,L,11145,22706.0,vyshese01,1999.0,2000.0,,,D,1975.0,1.0,3.0,Russia,,Dedovsk,,,,,,
schinke01,schinke01c,,Ken,Schinkel,,Kenneth Calvin,,70.0,172.0,R,14238,4802.0,schinke01,1959.0,1972.0,,,R,1932.0,11.0,27.0,Canada,SK,Jansen,,,,,,
lindrbr01,,,Brett,Lindros,,Brett,,76.0,215.0,R,10840,3157.0,lindrbr01,1994.0,1995.0,,,R,1975.0,12.0,2.0,Canada,ON,Toronto,,,,,,
molinla01,,,Lars,Molin,,Lars,,72.0,180.0,L,13758,3766.0,molinla01,1981.0,1983.0,,,L,1956.0,5.0,7.0,Sweden,,Ornskoldsvik,,,,,,
poapsst01,,,Steve,Poapst,,Steven Ray,,72.0,199.0,L,10700,4322.0,poapsst01,1995.0,2005.0,,,D,1969.0,1.0,3.0,Canada,ON,Cornwall,,,,,,
cuttaja01,,,Jakub,Cutta,,,,75.0,214.0,L,19616,45228.0,cuttaja01,2000.0,2003.0,,,D,1981.0,12.0,29.0,Czech Republic,,Jablonec Nad Nisou,,,,,,
vandeji01,,,Jim,Vandermeer,,,,73.0,211.0,L,20273,31072.0,vandeji01,2002.0,2011.0,,,D,1980.0,2.0,21.0,Canada,AB,Red Deer,,,,,,
sandefr01,,,Frank,Sanders,,Franklin,,75.0,220.0,R,,11899.0,sandefr01,,,1972.0,1972.0,D,1949.0,3.0,8.0,USA,MN,St. Paul,,,,,,
,,rankifr01h,Frank,Rankin,,,,65.0,145.0,,P196107,,rankifr01,,,,,D,1884.0,4.0,1.0,Canada,ON,Stratford,9999.0,,,,,
carrlo01,,,Lorne,Carr,,Lorne William Bell,,68.0,161.0,R,12219,840.0,carrlo01,1933.0,1945.0,,,R,1910.0,7.0,2.0,Canada,SK,Stoughton,2007.0,6.0,9.0,,,
brasape01,,,Per-Olov,Brasar,,Per-Olov,Ollie,68.0,172.0,L,12089,548.0,brasape01,1977.0,1981.0,,,L,1950.0,9.0,30.0,Sweden,,Falun,,,,,,
hardyma01,,,Mark,Hardy,,Mark Lea,Harpo,71.0,195.0,L,10608,2151.0,hardyma01,1979.0,1993.0,,,D,1959.0,2.0,1.0,Switzerland,,Semaden,,,,,,
bowneri01,bowneri01c,,Rick,Bowness,,Richard Gary,,73.0,185.0,R,12077,529.0,bowneri01,1975.0,1981.0,,,R,1955.0,1.0,25.0,Canada,NB,Moncton,,,,,,
eavesmi01,,,Mike,Eaves,,Michael Gordon,,70.0,180.0,R,12530,1524.0,eavesmi01,1978.0,1985.0,,,C,1956.0,6.0,10.0,USA,CO,Denver,,,,,,
highthe01,,,Hec,Highton,,Hector Salisbury,,72.0,175.0,R,18550,13695.0,highthe01,1943.0,1943.0,,,G,1923.0,12.0,10.0,Canada,AB,Medicine Hat,1985.0,,,,,
tradela01,,,Larry,Trader,,Larry J.,,73.0,180.0,L,14561,5447.0,tradela01,1982.0,1987.0,,,D,1963.0,7.0,7.0,Canada,ON,Barry's Bay,,,,,,
parroda01,,,Dave,Parro,,David E.,,71.0,165.0,L,18654,4159.0,parroda01,1980.0,1983.0,,,G,1957.0,4.0,30.0,Canada,SK,Saskatoon,,,,,,
allenbr01,,,Bryan,Allen,,,,76.0,220.0,L,16626,25877.0,allenbr01,2000.0,2011.0,,,D,1980.0,8.0,21.0,Canada,ON,Kingston,,,,,,
hortona01,,,Nathan,Horton,,,,74.0,229.0,R,20891,59739.0,hortona01,2003.0,2011.0,,,C,1985.0,5.0,29.0,Canada,ON,Welland,,,,,,
butensv01,,,Sven,Butenschon,,Sven,,76.0,215.0,L,10484,22895.0,butensv01,1997.0,2005.0,,,D,1976.0,3.0,22.0,Germany,,Itzehoe,,,,,,
kopitan01,,,Anze,Kopitar,,,,76.0,220.0,L,21630,83457.0,kopitan01,2006.0,2011.0,,,C,1987.0,8.0,24.0,Slovenia,,Jesenice,,,,,,
flockro02,,,Ron,Flockhart,,Ronald E.,Flockey,71.0,190.0,L,12610,1717.0,flockro02,1980.0,1988.0,,,F,1960.0,10.0,10.0,Canada,BC,Smithers,,,,,,
martiri01,,,Rick,Martin,,Richard Lionel,,71.0,179.0,L,13552,3431.0,martiri01,1971.0,1981.0,,,L,1951.0,7.0,26.0,Canada,QC,LaSalle,2011.0,3.0,13.0,USA,NY,Buffalo
embered01,,,Eddie,Emberg,,Edward,,70.0,160.0,L,12546,23569.0,embered01,1944.0,1944.0,,,C,1921.0,11.0,18.0,Canada,QC,Montreal,2007.0,3.0,28.0,Canada,QC,Pointe Claire
corbemi01,,,Mike,Corbett,,Michael Charles,,74.0,195.0,L,12329,10596.0,corbemi01,1967.0,1967.0,,,R,1942.0,10.0,4.0,Canada,ON,Toronto,2003.0,1.0,9.0,Canada,ON,Burlington
koivusa01,,,Saku,Koivu,,Saku,,70.0,187.0,L,14901,2771.0,koivusa01,1995.0,2011.0,,,C,1974.0,11.0,23.0,Finland,,Turku,,,,,,
