constructorid,constructorref,name,nationality,url
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
36,fondmetal,Fondmetal,Italian,http://en.wikipedia.org/wiki/Fondmetal
55,theodore,Theodore,Hong Kong,http://en.wikipedia.org/wiki/Theodore_Racing
61,kauhsen,Kauhsen,German,http://en.wikipedia.org/wiki/Kauhsen
62,rebaque,Rebaque,Mexican,http://en.wikipedia.org/wiki/Rebaque
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
69,mcguire,McGuire,Australian,http://en.wikipedia.org/wiki/McGuire_(Formula_One)
76,lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar
86,tomaso,De Tomaso,Italian,http://en.wikipedia.org/wiki/De_Tomaso
87,cooper,Cooper,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
99,emeryson,Emeryson,British,http://en.wikipedia.org/wiki/Emeryson
101,jbw,JBW,British,http://en.wikipedia.org/wiki/JBW
104,behra-porsche,Behra-Porsche,Italian,http://en.wikipedia.org/wiki/Behra-Porsche
134,schroeder,Schroeder,American,http://en.wikipedia.org/wiki/Schroeder_(constructor)
136,pankratz,Pankratz,American,http://en.wikipedia.org/wiki/Pankratz
141,simca,Simca,French,http://en.wikipedia.org/wiki/Simca
145,bmw,BMW,German,http://en.wikipedia.org/wiki/BMW
149,sherman,Sherman,American,http://en.wikipedia.org/wiki/Sherman_(constructor)
156,marchese,Marchese,American,http://en.wikipedia.org/wiki/Marchese_(constructor)
161,adams,Adams,American,http://en.wikipedia.org/wiki/Adams_(constructor)
176,lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
180,lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
203,shadow-matra,Shadow-Matra,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
