city_id,city,country_id,last_update
3,Абудаби,101,2006-02-15 03:45:25
6,Аддис-Абеба,31,2006-02-15 03:45:25
15,Аль-Кадариф,89,2006-02-15 03:45:25
29,Апелдорн,67,2006-02-15 03:45:25
30,Араату́ба,15,2006-02-15 03:45:25
32,Арекибо,77,2006-02-15 03:45:25
36,Ашкелон,48,2006-02-15 03:45:25
39,Афинск,80,2006-02-15 03:45:25
51,Балургахат,44,2006-02-15 03:45:25
63,БChar,2,2006-02-15 03:45:25
66,Белм,15,2006-02-15 03:45:25
69,Бе́нин-Сити,69,2006-02-15 03:45:25
96,Буэнавентура,24,2006-02-15 03:45:25
104,Кавите,75,2006-02-15 03:45:25
139,Даксиан,23,2006-02-15 03:45:25
159,Энши,23,2006-02-15 03:45:25
169,Фирозабад,44,2006-02-15 03:45:25
171,Фонтана,103,2006-02-15 03:45:25
179,Гатино,20,2006-02-15 03:45:25
180,Гезире́,97,2006-02-15 03:45:25
186,Граз,9,2006-02-15 03:45:25
187,Гринсборо,103,2006-02-15 03:45:25
193,Хэйнинг,23,2006-02-15 03:45:25
209,Хсичух,92,2006-02-15 03:45:25
210,Хуаин,23,2006-02-15 03:45:25
216,Идфу,29,2006-02-15 03:45:25
231,Джайпур,44,2006-02-15 03:45:25
236,Ястровие-Зドルе,76,2006-02-15 03:45:25
244,Джохансбург,85,2006-02-15 03:45:25
248,Суд за пределами,15,2006-02-15 03:45:25
272,Китве,109,2006-02-15 03:45:25
273,Клерксдропт,85,2006-02-15 03:45:25
274,Кольпино,80,2006-02-15 03:45:25
275,Конотоп,100,2006-02-15 03:45:25
282,Кучинг,59,2006-02-15 03:45:25
288,Ла-Пас,60,2006-02-15 03:45:25
292,Ланкастер,103,2006-02-15 03:45:25
299,Лешань,23,2006-02-15 03:45:25
304,Лилонгве,58,2006-02-15 03:45:25
312,Лондон,102,2006-02-15 03:45:25
313,Лондон,20,2006-02-15 03:45:25
315,Любамбаши,25,2006-02-15 03:45:25
324,Манди Бхаттаун,72,2006-02-15 03:45:25
329,Маскат,71,2006-02-15 03:45:25
330,Мата-Морос,60,2006-02-15 03:45:25
335,Мексикали,60,2006-02-15 03:45:25
341,Монклова,60,2006-02-15 03:45:25
348,Мвене-Диту,25,2006-02-15 03:45:25
358,Нахон-Саоен,94,2006-02-15 03:45:25
363,Нджамна,21,2006-02-15 03:45:25
366,Нха-Тхань,105,2006-02-15 03:45:25
367,Нижнекамск,80,2006-02-15 03:45:25
368,Нови-Сад,108,2006-02-15 03:45:25
369,Новотеркский,80,2006-02-15 03:45:25
385,остка,100,2006-02-15 03:45:25
393,Пачука де Сото,60,2006-02-15 03:45:25
404,Пеоурия,103,2006-02-15 03:45:25
407,Пингсиань,23,2006-02-15 03:45:25
409,Плок,76,2006-02-15 03:45:25
416,Пудуккоттай,44,2006-02-15 03:45:25
421,Кальюб,29,2006-02-15 03:45:25
425,Рае-Барали,44,2006-02-15 03:45:25
431,Рио-Кларо,15,2006-02-15 03:45:25
436,Ру́са,17,2006-02-15 03:45:25
437,Рустенбург,85,2006-02-15 03:45:25
440,Сагамеха,50,2006-02-15 03:45:25
446,Салинас,103,2006-02-15 03:45:25
451,Сан-Фелипе-дель-Програсо,60,2006-02-15 03:45:25
460,Сантьяго-де-лос-Кабайерос,27,2006-02-15 03:45:25
466,Сербухов,80,2006-02-15 03:45:25
472,Шикарпур,72,2006-02-15 03:45:25
478,Шилорги,44,2006-02-15 03:45:25
487,Согамосо,24,2006-02-15 03:45:25
511,Сиракузы,49,2006-02-15 03:45:25
519,Тальявера,75,2006-02-15 03:45:25
529,Тарсус,97,2006-02-15 03:45:25
531,Тебоксар,80,2006-02-15 03:45:25
533,Тель-Авив-Яффо,48,2006-02-15 03:45:25
534,Тет,63,2006-02-15 03:45:25
543,Тулон,34,2006-02-15 03:45:25
548,Тугуэгарао,75,2006-02-15 03:45:25
559,Утарпарат-Котрунг,44,2006-02-15 03:45:25
563,Долина Сантьяго,60,2006-02-15 03:45:25
568,Вишакхапатнам,44,2006-02-15 03:45:25
577,Вроцлав,76,2006-02-15 03:45:25
581,Цинань,23,2006-02-15 03:45:25
586,Ереван,7,2006-02-15 03:45:25
591,Яцзе,23,2006-02-15 03:45:25
597,Зеленогорск,80,2006-02-15 03:45:25
