inventory_id,film_id,store_id,last_update
94,19,1,"15 февраля 2006 года, среда"
95,19,1,"15 февраля 2006 года, среда"
97,19,2,"15 февраля 2006 года, среда"
98,19,2,"15 февраля 2006 года, среда"
102,21,1,"15 февраля 2006 года, среда"
103,21,1,"15 февраля 2006 года, среда"
104,21,2,"15 февраля 2006 года, среда"
105,21,2,"15 февраля 2006 года, среда"
106,21,2,"15 февраля 2006 года, среда"
107,21,2,"15 февраля 2006 года, среда"
142,29,1,"15 февраля 2006 года, среда"
143,29,1,"15 февраля 2006 года, среда"
248,56,1,"15 февраля 2006 года, среда"
249,56,1,"15 февраля 2006 года, среда"
250,56,1,"15 февраля 2006 года, среда"
251,56,2,"15 февраля 2006 года, среда"
252,56,2,"15 февраля 2006 года, среда"
294,67,1,"15 февраля 2006 года, среда"
295,67,1,"15 февраля 2006 года, среда"
296,67,2,"15 февраля 2006 года, среда"
297,67,2,"15 февраля 2006 года, среда"
298,67,2,"15 февраля 2006 года, среда"
299,67,2,"15 февраля 2006 года, среда"
436,97,1,"15 февраля 2006 года, среда"
437,97,1,"15 февраля 2006 года, среда"
438,97,1,"15 февраля 2006 года, среда"
439,97,1,"15 февраля 2006 года, среда"
440,97,2,"15 февраля 2006 года, среда"
441,97,2,"15 февраля 2006 года, среда"
476,105,1,"15 февраля 2006 года, среда"
478,105,2,"15 февраля 2006 года, среда"
479,105,2,"15 февраля 2006 года, среда"
480,105,2,"15 февраля 2006 года, среда"
497,111,2,"15 февраля 2006 года, среда"
498,111,2,"15 февраля 2006 года, среда"
499,111,2,"15 февраля 2006 года, среда"
500,111,2,"15 февраля 2006 года, среда"
520,115,1,"15 февраля 2006 года, среда"
522,115,2,"15 февраля 2006 года, среда"
523,115,2,"15 февраля 2006 года, среда"
577,126,2,"15 февраля 2006 года, среда"
578,126,2,"15 февраля 2006 года, среда"
579,126,2,"15 февраля 2006 года, среда"
594,130,1,"15 февраля 2006 года, среда"
595,130,1,"15 февраля 2006 года, среда"
596,130,2,"15 февраля 2006 года, среда"
597,130,2,"15 февраля 2006 года, среда"
599,130,2,"15 февраля 2006 года, среда"
739,162,1,"15 февраля 2006 года, среда"
740,162,1,"15 февраля 2006 года, среда"
741,162,2,"15 февраля 2006 года, среда"
742,162,2,"15 февраля 2006 года, среда"
743,162,2,"15 февраля 2006 года, среда"
744,162,2,"15 февраля 2006 года, среда"
881,194,1,"15 февраля 2006 года, среда"
882,194,1,"15 февраля 2006 года, среда"
883,194,2,"15 февраля 2006 года, среда"
884,194,2,"15 февраля 2006 года, среда"
922,205,1,"15 февраля 2006 года, среда"
923,205,1,"15 февраля 2006 года, среда"
924,205,1,"15 февраля 2006 года, среда"
945,210,2,"15 февраля 2006 года, среда"
946,210,2,"15 февраля 2006 года, среда"
947,210,2,"15 февраля 2006 года, среда"
950,212,1,"15 февраля 2006 года, среда"
951,212,1,"15 февраля 2006 года, среда"
952,212,1,"15 февраля 2006 года, среда"
953,212,2,"15 февраля 2006 года, среда"
954,212,2,"15 февраля 2006 года, среда"
1024,229,1,"15 февраля 2006 года, среда"
1025,229,2,"15 февраля 2006 года, среда"
1026,229,2,"15 февраля 2006 года, среда"
1127,250,2,"15 февраля 2006 года, среда"
1128,250,2,"15 февраля 2006 года, среда"
1129,250,2,"15 февраля 2006 года, среда"
1130,250,2,"15 февраля 2006 года, среда"
1136,252,1,"15 февраля 2006 года, среда"
1137,252,1,"15 февраля 2006 года, среда"
1138,252,1,"15 февраля 2006 года, среда"
1139,252,2,"15 февраля 2006 года, среда"
1140,252,2,"15 февраля 2006 года, среда"
1141,252,2,"15 февраля 2006 года, среда"
1142,253,1,"15 февраля 2006 года, среда"
1143,253,1,"15 февраля 2006 года, среда"
1144,253,1,"15 февраля 2006 года, среда"
1145,253,1,"15 февраля 2006 года, среда"
1146,253,2,"15 февраля 2006 года, среда"
1147,253,2,"15 февраля 2006 года, среда"
1221,271,1,"15 февраля 2006 года, среда"
1222,271,1,"15 февраля 2006 года, среда"
