film_id,title,description
124,КASПЕР ДРАЙОНФЛИ,"Вот перевод на русский язык:

""Бессмертный рассказ о лодке и крокодиле, которые должны преследовать робота в пустыне Сахара."""
213,ДАТА СПЕЕД,"Трогательная сага о композиторе и лосе, которые должны найти стоматолога на конференции MySQL"
259,ДУКА РЕЙСЕР,"Отвратительная история о учителе и белке, которые должны преодолеть собаку в ""Шарке-пите"""
338,ФРИСКО ФОРРЕСТ,"Удивительный документальный фильм о женщине-предпринимателе, которая должна преследовать сумасшедшего ученого в ловушке акул."
388,Стальная луна,"Эпическая размышляющая пастуше и исследователю, которые должны добраться до стоматолога в Сахаре"
465,"Интерв’ю с лицами, занимающими ключевые посты:","А наивыпуклое отражение студента и повара, которые должны раскрыть базу данных в мансардном apartamento в Манхэттене"
517,Урок Клеопатра,"Эмоциональная демонстрация мужчины и исследователя, которые должны построить мальчика в мюнхинском пентхаусе"
532,ЛОВЧИК-УБИЙКА,"Удивительная драма о роботе и феминистке, которые должны посоревноваться с домашним управляющим в Нигерии."
597,Лунный походник-бесхребетный,"Эпическая драма о феминистке и пионере, которая должна погрузить композитора в Новом Орлеане"
647,Масса́да на заграже́нии,"Мрачная драма о муже и тайном агенте, которые должны преследовать администратора базы данных в древней Индии."
729,Райдер Кадышак,"Тавтологическое отражение обезьяны и жених, который должен гоняться за олень в Нигерии"
734,РОД РОКСАНН,"Бо́рная карикатурная характеристика о официантке и астронавте, которые должны сразиться с крокодилом в древнем Японии."
738,РОКЕТЕР МАННЕР,"Аудобный характер исследования робота и сумоистского борца, который должен найти в акуле танк женщину"
747,Роксана Rebelle,"А удивительная история о кондитере и администраторе базы данных, которые должны сразиться с мужчиной в австралийском буше"
812,Курили Барабареллу,"Несдачивая сага о сумасшедшей корове и безумном ученом, который должен утонуть в конвенции MySQL кошки"
825,Спеакейси дэт,"Унылое драма о судебно-психиатрическом эксперте и машине, которые должны спасти человека в мансардном квартире Манхэттена."
841,"Операция ""Звезда""","Вдумчивое исследование характера девушки и ее машины, которые должны преследовать сумасшедшую корову в акулийом резервуаре."
936,УБЫВАЮЩИЙ ΣΤАНДART,"Блистательное отражение мужчины и женщины, которые должны покорить первоапрельщика на конвенции MySQL"
942,Поцелуй Вьетнама,"Отсутствие тщательности в демонстрации ноунешен и человека, который должен погрузиться в исследователя в советской Грузии"
972,Шепчущий Гигант,"Безотговорная история стоматолога и охотника, которые должны столкнуться с обезьяной в древней Японии"
994,Ураган Вайтвотер,"Удивительный панорама робота и лодки, которые должны преодолеть феминистку в подводной лодке, чтобы достичь своей цели."
