orderid,productid,unitprice,quantity,discount
10706,16,17.45,20,0.0
10528,72,34.8,9,0.0
10461,21,8.0,40,0.0
10718,12,38.0,36,0.0
10809,52,7.0,20,0.0
10829,13,6.0,10,0.0
10530,43,46.0,25,0.0
10269,72,27.8,20,0.0
10833,53,32.8,9,0.0
11034,61,28.5,6,0.0
10278,73,12.0,25,0.0
10531,59,55.0,2,0.0
10632,33,2.5,20,0.0
10712,53,32.8,3,0.0
10933,53,32.8,2,0.0
10507,48,12.75,15,0.0
10964,38,263.5,5,0.0
10857,29,123.79,10,0.0
10481,60,27.2,40,0.0
10620,52,7.0,5,0.0
10682,66,17.0,4,0.0
11053,64,33.25,25,0.0
10708,36,19.0,5,0.0
10538,70,15.0,7,0.0
10267,40,14.7,50,0.0
10913,58,13.25,15,0.0
10288,68,10.0,3,0.0
10266,12,30.4,12,0.0
10647,19,9.2,30,0.0
10368,21,8.0,5,0.0
10977,47,9.5,30,0.0
10998,74,10.0,20,0.0
10343,68,10.0,4,0.0
10338,17,31.2,20,0.0
10559,41,9.65,12,0.0
10958,5,21.35,20,0.0
10696,17,39.0,20,0.0
10769,62,49.3,15,0.0
10265,70,12.0,20,0.0
10652,42,14.0,20,0.0
10514,56,38.0,70,0.0
11052,61,28.5,10,0.0
10267,59,44.0,70,0.0
11072,41,9.65,40,0.0
10666,29,123.79,36,0.0
11039,49,20.0,60,0.0
11045,51,53.0,24,0.0
10441,27,35.1,50,0.0
10993,41,9.65,35,0.0
10549,45,9.5,100,0.0
10638,72,34.8,60,0.0
10319,17,31.2,8,0.0
10265,17,31.2,30,0.0
10948,51,53.0,40,0.0
10670,67,14.0,25,0.0
10514,20,81.0,39,0.0
10814,43,46.0,20,0.0
10611,2,19.0,10,0.0
10335,2,15.2,7,0.0
10523,20,81.0,15,0.0
11077,75,7.75,4,0.0
10772,29,123.79,18,0.0
10459,46,9.6,20,0.0
10815,33,2.5,16,0.0
10790,56,38.0,20,0.0
10808,56,38.0,20,0.0
10881,73,15.0,10,0.0
10348,1,14.4,15,0.0
10393,2,15.2,25,0.0
10749,59,55.0,6,0.0
10684,47,9.5,40,0.0
10589,35,18.0,4,0.0
11000,24,4.5,30,0.0
10968,64,33.25,4,0.0
11066,19,9.2,42,0.0
10255,59,44.0,30,0.0
10780,77,13.0,15,0.0
10655,41,9.65,20,0.0
10264,41,7.7,25,0.0
10701,59,55.0,42,0.0
11075,46,12.0,30,0.0
10522,30,25.89,20,0.0
10956,21,10.0,12,0.0
11062,70,15.0,12,0.0
10574,62,49.3,10,0.0
10574,64,33.25,6,0.0
10773,31,12.5,70,0.0
10400,35,14.4,35,0.0
10326,57,15.6,16,0.0
10521,68,12.5,6,0.0
10590,77,13.0,60,0.0
10930,21,10.0,36,0.0
10458,71,17.2,50,0.0
10910,49,20.0,10,0.0
10745,18,62.5,24,0.0
10664,65,21.05,15,0.0
10637,56,38.0,60,0.0
10698,70,15.0,8,0.0
