corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
4,Корпорация &lt; &lt; Апекс игл &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
9,Корпорация Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
10,Корпорация Apex TransitInc., , ,,,,,2004-10-12T10:41:26,1,
11,Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
17,Компания &quot; Бостон квестсИнч &quot; ., , ,,,,,2004-10-12T10:41:26,1,
28,Компьютерные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
32,Корпоративная компания &quot; LightingInc &quot; ., , ,,,,,2004-10-12T10:41:26,1,
52,Компания &quot; Знаменитый свет инстинк &quot; ., , ,,,,,2004-10-12T10:41:26,7,
66,Компания &quot; Gigant PetroleumInc &quot; ., , ,,,,,2004-10-12T10:41:26,8,
73,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,3,
74,Компьютерная компания &quot; Скромные иглы &quot;, , ,,,,,2004-10-12T10:41:26,7,
75,Компьютерная опера Inc., , ,,,,,2004-10-12T10:41:26,1,
79,Корпоративная компания Summble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
81,Компания &quot; Империал Кей Стоунс Инк &quot; ., , ,,,,,2004-10-12T10:41:26,6,
94,"Корп. ""Просто иглл-рабочий инк.""", , ,,,,,2004-10-12T10:41:26,4,
95,Просто опера Инч., , ,,,,,2004-10-12T10:41:26,2,
102,Компания Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
108,"Корпорация ""Апекс РесторансКо"".", , ,,,,,2004-10-12T10:41:26,2,
111,"""Бостон Кей СтоунсКо"".", , ,,,,,2004-10-12T10:41:26,2,
115,Компания &lt; &lt; Бостон оперКо &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
123,Компания &quot; Компьютер механикКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
128,Компьютерная ресторанная компания., , ,,,,,2004-10-12T10:41:26,2,
131,Корп. Key StonesCo., , ,,,,,2004-10-12T10:41:26,8,
132,Корпоративная компания LightingCo., , ,,,,,2004-10-12T10:41:26,8,
136,"Компания ""Корпайн петролеумКо"".", , ,,,,,2004-10-12T10:41:26,3,
154,Известная компания &lt; &lt; ИглевордКо &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
173,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,5,
174,Компьютерная компания &quot; Хамбл идлвордКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
181,"Корпорация ""Имперский ключ СтоунсКо"".", , ,,,,,2004-10-12T10:41:26,4,
187,"""Корп. КвестсКо"".", , ,,,,,2004-10-12T10:41:26,2,
194,"Корпорация, просто иглл-рабочая компания.", , ,,,,,2004-10-12T10:41:26,4,
204,Корп. Apex HidleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
210,Корпорация Apex TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
212,"""Бостон Лайтингкорп"".", , ,,,,,2004-10-12T10:41:26,1,
213,"""Бостон Машиностроительный Корп"".", , ,,,,,2004-10-12T10:41:26,4,
217,"""Бостон КвестсКорп"".", , ,,,,,2004-10-12T10:41:26,6,
229,Компьютерная компания SailMakersCorp., , ,,,,,2004-10-12T10:41:26,8,
234,Корп. Ведущий игллворккорп., , ,,,,,2004-10-12T10:41:26,7,
236,"Корп. ""Драйвн петролеумкорп"".", , ,,,,,2004-10-12T10:41:26,2,
238,Корп. Ресторанный Корп., , ,,,,,2004-10-12T10:41:26,4,
241,Группа экспертов Key StonesCorp., , ,,,,,2004-10-12T10:41:26,1,
242,Группа экспертов &quot; LightingCorp &quot; ., , ,,,,,2004-10-12T10:41:26,3,
250,Компания &quot; Эквивалент Транз Корп &quot; ., , ,,,,,2004-10-12T10:41:26,2,
252,Знаменитый LightingCorp., , ,,,,,2004-10-12T10:41:26,5,
255,Известная оперная корпорация., , ,,,,,2004-10-12T10:41:26,2,
263,"""Гигантская машина-корп"".", , ,,,,,2004-10-12T10:41:26,4,
269,Корпорация Gigant SailMakersCorp., , ,,,,,2004-10-12T10:41:26,2,
273,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,2,
281,"Корпорация ""Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,1,
287,"Имперская компания ""КвестсКорп"".", , ,,,,,2004-10-12T10:41:26,1,
291,"Корп, просто ""Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,3,
301,Корпорация Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
304,"Корпорация ""Апекс иглеворд Лтд"".", , ,,,,,2004-10-12T10:41:26,4,
310,Корпорация Apex TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
316,Компания &quot; Бостон петролеумлд &quot; ., , ,,,,,2004-10-12T10:41:26,7,
320,"""Бостон Транзельд"".", , ,,,,,2004-10-12T10:41:26,3,
327,Компьютерная компания QuestsLtd., , ,,,,,2004-10-12T10:41:26,7,
350,Коллегия экспертов Транзельд., , ,,,,,2004-10-12T10:41:26,8,
358,Знаменитый ресторан Ltd., , ,,,,,2004-10-12T10:41:26,1,
365,"Компания ""Гигант операльд"".", , ,,,,,2004-10-12T10:41:26,6,
373,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,4,
376,Компьютерная компания &lt; &lt; Скромная нефть &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
387,"Корпорация ""КвестсЛтд"".", , ,,,,,2004-10-12T10:41:26,8,
390,"""Империя Транзельд"".", , ,,,,,2004-10-12T10:41:26,3,
393,"""Корп"". ""Просто машиналетд"".", , ,,,,,2004-10-12T10:41:26,1,
404,Корпорация Apex HidleworkAg., , ,,,,,2004-10-12T10:41:26,2,
410,Корпорация Apex TransitAg., , ,,,,,2004-10-12T10:41:26,3,
411,Boston Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
414,Компания &quot; Бостон идлвордэгэг &quot; ., , ,,,,,2004-10-12T10:41:26,6,
417,Boston QuestsAg., , ,,,,,2004-10-12T10:41:26,6,
429,Corp. Computer Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
435,Корпоративная операга., , ,,,,,2004-10-12T10:41:26,3,
439,Корпоративная компания &lt; &lt; Мастерз ФейлзАг &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,1,
445,Группа экспертов &lt; &lt; Операг &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
456,Известная компания &lt; &lt; Нефтяник &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
477,"Компьютерная компания ""КвестсАг"".", , ,,,,,2004-10-12T10:41:26,5,
480,Компьютерная Транзитная Ag., , ,,,,,2004-10-12T10:41:26,1,
484,"Корпорация ""Иглеворка"".", , ,,,,,2004-10-12T10:41:26,2,
488,"""Имперская ресторанная компания"".", , ,,,,,2004-10-12T10:41:26,2,
493,"Корп. ""Просто машина"".", , ,,,,,2004-10-12T10:41:26,4,
496,"Корп. ""Просто ""Петролеумэг"".", , ,,,,,2004-10-12T10:41:26,3,
500,Просто Транзит Эг., , ,,,,,2004-10-12T10:41:26,3,
