playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
eriksth01,,,Томас,Эрикссон,,Томас Б.,,74.0,182.0,L,12556,1580.0,eriksth01,1980.0,1985.0,,,D,1959.0,10.0,16.0,Франция,,Стокгольм,,,,,,
zingedw01,,,Дуэйн,Зингер,,,,76.0,216.0,L,20103,26148.0,zingedw01,2003.0,2003.0,,,D,1976.0,7.0,5.0,Канада,AB,Коронатура,,,,,,
brimaar01,,,Арис,Бримани,,Арис Алдис,,75.0,215.0,Р,10166,575.0,brimaar01,1993.0,2003.0,,,D,1972.0,3.0,14.0,США,Ооо.,Шейкер Хайтс,,,,,,
blackda01,,,Дэн,Блэкбёрн,,,,72.0,180.0,L,20221,50619.0,blackda01,2001.0,2002.0,,,G,1983.0,5.0,20.0,Канада,QC,Монреаль,,,,,,
romanru01,,,Рассел,Романюк,,Рассел Джеймс,,72.0,195.0,L,11402,4647.0,romanru01,1991.0,1995.0,,,L,1970.0,6.0,9.0,Канада,БМ,Виннипег,,,,,,
prentbi01,,,Билл,Аренда,,Уильям Джон,,73.0,195.0,L,,8508.0,prentbi01,,,1972.0,1977.0,D,1950.0,8.0,3.0,Канада,ВО ВСТРЕЧЕ,Линдси,,,,,,
macarcl01,,,Кларк,МакАртур,,,,72.0,190.0,L,20952,69005.0,macarcl01,2006.0,2011.0,,,L,1985.0,4.0,6.0,Канада,AB,Ллойдинстер,,,,,,
neuvimi01,,,Михал,Нойвирт,,,,72.0,174.0,L,21957,95383.0,neuvimi01,2008.0,2011.0,,,G,1988.0,3.0,23.0,Чешская Республика,,Усти-Над-Лабем,,,,,,
fredrfr01,fredrfr01c,fredrfr01h,Фрэнк,Фредриксон,,Фрэнк Сигудор,,71.0,180.0,L,P195807,1779.0,fredrfr01,1926.0,1930.0,,,C,1895.0,6.0,11.0,Канада,БМ,Виннипег,1979.0,5.0,28.0,,,
kluzago01,,,Горд,Клузак,,Гордон Глен,,76.0,220.0,L,13211,2758.0,kluzago01,1982.0,1990.0,,,D,1964.0,3.0,4.0,Канада,SK,Климакс,,,,,,
,filioma01c,,Морис,Фильон,,Морис,,,,,,68338.0,filioma99c,,,,,,1932.0,2.0,12.0,Канада,QC,Монреаль,,,,,,
berubcr01,,,Крейг,Берубе,,Крейг,Начальник,73.0,210.0,L,10107,370.0,berubcr01,1986.0,2002.0,,,L,1965.0,12.0,17.0,Канада,AB,Калаху,,,,,,
ferrape01,,,Питер,Ферраро,,Питер Джозеф,,70.0,180.0,Р,10466,1656.0,ferrape01,1995.0,2001.0,,,Р,1973.0,1.0,24.0,США,Нью-Йорк,Порт-Джефферсон,,,,,,
boikoal01,,,Александр,Бойков,,Александр,,72.0,200.0,L,10015,23007.0,boikoal01,1999.0,2000.0,,,D,1975.0,2.0,7.0,Россия,,Челябинск,,,,,,
sandlji01,,,Джим,Сэндлак,,Джеймс Дж. (Дж.),Дом,76.0,219.0,Р,11446,4755.0,sandlji01,1985.0,1995.0,,,Р,1966.0,12.0,12.0,Канада,ВО ВСТРЕЧЕ,Кухня,,,,,,
roy01,,,,Рой,,,,,,,,,,,,,,,,,,,,,,,,,,
modryja01,,,Ярослав,Модри,,Ярослав,,74.0,220.0,L,11132,3757.0,modryja01,1993.0,2007.0,,,D,1971.0,2.0,27.0,Чешская Республика,,Сеске Будеховица,,,,,,
crossco01,,,Кори,Кросс,,Кори Джеймс,,77.0,225.0,L,15049,1168.0,crossco01,1993.0,2005.0,,,D,1971.0,1.0,3.0,Канада,AB,Ллойдинстер,,,,,,
brasape01,,,Пер-Олов,Брасар,,Пер-Олов,Олли,68.0,172.0,L,12089,548.0,brasape01,1977.0,1981.0,,,L,1950.0,9.0,30.0,Франция,,Фалунь,,,,,,
sabouos01,,,Оскар,Сабурин,,Оскар,,,,,,60194.0,,,,,,D,,,,,,,,,,,,
