name,id,award,year,lgid,note
Пэт Лафонтен,lafonpa01,Патрик,1996,NHL,
Лен Сегларски,,Патрик,1989,NHL,
Билл Чедвик,chadwbi01h,Патрик,1974,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,посмертно
Джордж Лидер,,Патрик,1975,NHL,
Джон Майасич,,Патрик,1997,NHL,
Боб Негеле,,Патрик,2007,NHL,
Стив Езерман,yzermst01,Патрик,2005,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Фил Хоузли,houslph01,Патрик,2007,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Тони Росси,,Патрик,2010,NHL,
Джерри Йорк,,Патрик,2009,NHL,
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Бад Пойл,poilebu01,Патрик,1988,NHL,
Терри Савчук,sawchte01,Патрик,1970,NHL,посмертно
Марио Лемиё,lemiema01,Патрик,1999,NHL,
Дэвид Пойл,,Патрик,2000,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Гил Штейн,,Патрик,1992,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Ларри Плео,pleaula01,Патрик,2001,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Вилли О'Ри,oreewi01,Патрик,2002,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
