playerid,award,year,lgid,note,pos
berarbr01,Колдер,1996,NHL,,
howego01,Первая команда всех звезд,1953,NHL,,RW
prestri01,Воспроизведение MVP,1978,WHA,,
giacoed01,Вторая команда всех звезд,1968,NHL,,G
macouja01,Все новички,1983,NHL,,D
sloanto01,Вторая команда всех звезд,1955,NHL,,C
thomati01,Везина,2008,NHL,,
granato01,Мастертон,1996,NHL,,
colvine01,Вторая команда всех звезд,1947,NHL,,D
lacroan01,Охотник,1974,WHA,Скручивание,
lidstni01,Первая команда всех звезд,2006,NHL,,D
karlser01,Норрис,2011,NHL,,
kiprumi01,Везина,2005,NHL,,
rayro01,Король Клэнси,1998,NHL,,
nedomva01,Дено,1975,WHA,Самый джентльменский,
pilotpi01,Норрис,1962,NHL,,
heatlda01,Колдер,2001,NHL,,
gretzwa01,Харт,1986,NHL,,
friesje01,Все новички,1994,NHL,,F
kennete01,Вторая команда всех звезд,1950,NHL,галстук,C
mikitst01,Вторая команда всех звезд,1964,NHL,,C
bourqra01,Вторая команда всех звезд,1994,NHL,,D
hasekdo01,Первая команда всех звезд,1994,NHL,,G
baileac01,Арт Росс,1928,NHL,,
kovalil01,Вторая команда всех звезд,2003,NHL,,ЛВ
jagrja01,Вторая команда всех звезд,1996,NHL,,RW
prongch01,Норрис,1999,NHL,,
jarrega01,Вторая команда всех звезд,1972,WHA,,ЛВ
lachel01,Вторая команда всех звезд,1945,NHL,,C
samsose01,Все новички,1997,NHL,,F
gretzwa01,Леди Бинг,1991,NHL,,
yzermst01,Селке,1999,NHL,,
burepa01,Первая команда всех звезд,1993,NHL,,RW
mcfadji01,Колдер,1947,NHL,,
larocmi01,Везина,1980,NHL,Совместное использование,
lilesjo01,Все новички,2003,NHL,,D
iginlja01,Ричард,2003,NHL,Совместное использование,
blakero01,Вторая команда всех звезд,2001,NHL,,D
drillgo01,Арт Росс,1937,NHL,,
hawerda01,Вторая команда всех звезд,1984,NHL,,C
bouchbr01,Все новички,1999,NHL,,G
lemiema01,Первая команда всех звезд,1992,NHL,,C
bouchfr01,Первая команда всех звезд,1933,NHL,,C
lafonpa01,Мастертон,1994,NHL,,
gainebo01,Селке,1979,NHL,,
chelich01,Вторая команда всех звезд,1990,NHL,,D
bournbo01,Мастертон,1987,NHL,,
bourqra01,Первая команда всех звезд,1987,NHL,,D
bourqra01,Норрис,1987,NHL,,
carbogu01,Селке,1987,NHL,,
duncaia01,Все новички,1987,NHL,,ЛВ
fuhrgr01,Первая команда всех звезд,1987,NHL,,G
fuhrgr01,Везина,1987,NHL,,
goulemi01,Вторая команда всех звезд,1987,NHL,,ЛВ
gretzwa01,Конн Смайт,1987,NHL,,
gretzwa01,Вторая команда всех звезд,1987,NHL,,C
haywabr01,Дженнингс,1987,NHL,Совместное использование,
johanca01,Все новички,1987,NHL,,D
lemiema01,Арт Росс,1987,NHL,,
lemiema01,Первая команда всех звезд,1987,NHL,,C
