year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1909,NHA,HAI,MTL,,,5,,12,4,8,0.0,,8,,,77,83,Haileybury Hockey Club,,,,,,,,
1909,NHA,LES,TBS,,,7,,12,2,10,0.0,,4,,,59,100,Les Canadiens,,,,,,,,
1909,NHA,MOS,MOS,,,6,,12,3,8,1.0,,7,,,52,95,Montreal Shamrocks,,,,,,,,
1909,NHA,MOW,MTW,,,1,,12,11,1,0.0,,22,,,91,41,Montreal Wanderers,,,,,,,,
1909,NHA,OT1,STE,,,2,,12,9,3,0.0,,18,,,89,66,Ottawa Senators,,,,,,,,
1909,NHA,REN,REN,,,3,,12,8,3,1.0,,17,,,96,54,Renfrew Creamery Kings,,,,,,,,
1910,NHA,MOC,MTL,,,2,,16,8,8,0.0,,16,,,66,62,Montreal Canadiens,,,,,,,,
1910,NHA,MOW,MTW,,,4,,16,7,9,0.0,,14,,,73,88,Montreal Wanderers,,,,,,,,
1910,NHA,OT1,STE,,,1,,16,13,3,0.0,,26,,,122,69,Ottawa Senators,,,,,,,,
1910,NHA,QU1,BKN,,,5,,16,4,12,0.0,,8,,,65,97,Quebec Bulldogs,,,,,,,,
1910,NHA,REN,REN,,,3,,16,8,8,0.0,,16,,,91,101,Renfrew Creamery Kings,,,,,,,,
1911,NHA,MOC,MTL,,,4,,18,8,10,0.0,,16,,,59,66,Montreal Canadiens,,,,,,,,
1911,NHA,MOW,MTW,,,3,,18,9,9,0.0,,18,,,95,96,Montreal Wanderers,,,,,,,,
1911,PCHA,NWR,PO1,,,1,,15,9,6,0.0,,18,,,78,77,New Westminster Royals,,,,,,,,
1911,NHA,OT1,STE,,,2,,18,9,9,0.0,,18,,,99,93,Ottawa Senators,,,,,,,,
1911,NHA,QU1,BKN,,,1,,18,10,8,0.0,,20,,,81,79,Quebec Bulldogs,,,,,,,,
1911,PCHA,VA1,SPO,,,3,,16,7,9,0.0,,14,,,81,90,Victoria Aristocrats,,,,,,,,
1911,PCHA,VML,VMR,,,2,,15,7,8,0.0,,14,,,102,94,Vancouver Millionaires,,,,,,,,
1912,NHA,MOC,MTL,,,5,,20,9,11,0.0,,18,,,83,81,Montreal Canadiens,,,,,,,,
1912,NHA,MOW,MTW,,,2,,20,10,10,0.0,,20,,,93,90,Montreal Wanderers,,,,,,,,
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1912,NHA,OT1,STE,,,3,,20,9,11,0.0,,18,,,87,81,Ottawa Senators,,,,,,,,
1912,NHA,QU1,BKN,,,1,LCS,20,16,4,0.0,,32,,,112,75,Quebec Bulldogs,,,,,,,,
1912,NHA,TBS,TBS,,,4,,20,9,11,0.0,,18,,,86,95,Toronto Blueshirts,,,,,,,,
1912,NHA,TO1,TOO,,,6,,20,7,13,0.0,,14,,,59,98,Toronto Tecumsehs,,,,,,,,
1912,PCHA,VA1,SPO,,,1,WCS,15,10,5,0.0,,20,,,68,56,Victoria Aristocrats,,,,,,,,
1912,PCHA,VML,VMR,,,2,,14,7,7,0.0,,14,,,71,68,Vancouver Millionaires,,,,,,,,
1913,NHA,MOC,MTL,,,2,NHAF,20,13,7,0.0,,26,,,85,65,Montreal Canadiens,,,,,,,,
1913,NHA,MOW,MTW,,,5,,20,7,13,0.0,,14,,,102,125,Montreal Wanderers,,,,,,,,
1913,PCHA,NWR,PO1,,,3,,16,7,9,0.0,,14,,,75,81,New Westminster Royals,,,,,,,,
1913,NHA,OT1,STE,,,4,,20,11,9,0.0,,22,,,65,71,Ottawa Senators,,,,,,,,
1913,NHA,QU1,BKN,,,3,,20,12,8,0.0,,24,,,111,73,Quebec Bulldogs,,,,,,,,
1913,NHA,TBS,TBS,,,1,SC,20,13,7,0.0,,26,,,93,65,Toronto Blueshirts,,,,,,,,
1913,NHA,TOO,TOO,,,6,,20,4,16,0.0,,8,,,61,118,Toronto Ontarios,,,,,,,,
1913,PCHA,VA1,SPO,,,1,F,16,10,6,0.0,,20,,,86,80,Victoria Aristocrats,,,,,,,,
1913,PCHA,VML,VMR,,,2,,16,7,9,0.0,,14,,,89,89,Vancouver Millionaires,,,,,,,,
1914,NHA,MOC,MTL,,,6,,20,6,14,0.0,,12,,,65,81,Montreal Canadiens,,,,,,,,
1914,NHA,MOW,MTW,,,2,NHAF,20,14,6,0.0,,28,,,127,82,Montreal Wanderers,,,,,,,,
1914,NHA,OT1,STE,,,1,F,20,14,6,0.0,,28,,,74,65,Ottawa Senators,,,,,,,,
1914,PCHA,PO1,PO1,,,2,,18,9,9,0.0,,18,,,91,83,Portland Rosebuds,,,,,,,,
1914,NHA,QU1,BKN,,,3,,20,11,9,0.0,,22,,,85,85,Quebec Bulldogs,,,,,,,,
1914,NHA,TBS,TBS,,,4,,20,8,12,0.0,,16,,,66,84,Toronto Blueshirts,,,,,,,,
1914,NHA,TOO,TOO,,,5,,20,7,13,0.0,,14,,,76,96,Toronto Ontarios/Shamrocks,,,,,,,,
1914,PCHA,VA1,SPO,,,3,,17,4,13,0.0,,8,,,64,116,Victoria Aristocrats,,,,,,,,
1914,PCHA,VML,VMR,,,1,SC,17,13,4,0.0,,26,,,115,71,Vancouver Millionaires,,,,,,,,
1915,NHA,MOC,MTL,,,1,SC,24,16,7,1.0,,33,,,104,76,Montreal Canadiens,,,,,,,,
1915,NHA,MOW,MTW,,,4,,24,10,14,0.0,,20,,,90,116,Montreal Wanderers,,,,,,,,
1915,NHA,OT1,STE,,,2,,24,13,11,0.0,,26,,,78,72,Ottawa Senators,,,,,,,,
1915,PCHA,PO1,PO1,,,1,F,18,13,5,0.0,,26,,,71,50,Portland Rosebuds,,,,,,,,
1915,NHA,QU1,BKN,,,3,,24,10,12,2.0,,22,,,91,98,Quebec Bulldogs,,,,,,,,
1915,PCHA,SEA,SEA,,,3,,18,9,9,0.0,,18,,,68,67,Seattle Metropolitans,,,,,,,,
1917,NHL,MTL,MTL,,,1,NHLF,22,13,9,0.0,,26,,,115,84,Montreal Canadiens,336.0,,,,,,,
1918,NHL,MTL,MTL,,,2,ND,18,10,8,0.0,,20,,,88,78,Montreal Canadiens,253.0,,,,,,,
1919,NHL,MTL,MTL,,,2,,24,13,11,0.0,,26,,,129,113,Montreal Canadiens,297.0,,,,,,,
1919,NHL,TRS,TOR,,,3,,24,12,12,0.0,,24,,,119,106,Toronto St. Patricks,253.0,,,,,,,
1920,NHL,MTL,MTL,,,3,,24,13,11,0.0,,26,,,112,99,Montreal Canadiens,325.0,,,,,,,
1920,NHL,TRS,TOR,,,1,NHLF,24,15,9,0.0,,30,,,105,100,Toronto St. Patricks,287.0,,,,,,,
1921,NHL,MTL,MTL,,,3,,24,12,11,1.0,,25,,,88,94,Montreal Canadiens,206.0,,,,,,,
1921,NHL,TRS,TOR,,,2,SC,24,13,10,1.0,,27,,,98,97,Toronto St. Patricks,160.0,,,,,,,
1922,NHL,MTL,MTL,,,2,NHLF,24,13,9,2.0,,28,,,73,61,Montreal Canadiens,193.0,,,,,,,
1922,NHL,TRS,TOR,,,3,,24,13,10,1.0,,27,,,82,88,Toronto St. Patricks,241.0,,,,,,,
1923,NHL,MTL,MTL,,,2,SC,24,13,11,0.0,,26,,,59,48,Montreal Canadiens,187.0,,,,,,,
1923,NHL,TRS,TOR,,,3,,24,10,14,0.0,,20,,,59,85,Toronto St. Patricks,242.0,,,,,,,
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Boston Bruins,231.0,,,,,,,
1924,NHL,MTL,MTL,,,3,F,30,17,11,2.0,,36,,,93,56,Montreal Canadiens,406.0,,,,,,,
1924,NHL,TRS,TOR,,,2,SF,30,19,11,0.0,,38,,,90,84,Toronto St. Patricks,274.0,,,,,,,
1925,NHL,BOS,BOS,,,4,,36,17,15,4.0,,38,,,92,85,Boston Bruins,292.0,,,,,,,
1925,NHL,MTL,MTL,,,7,,36,11,24,1.0,,23,,,79,108,Montreal Canadiens,458.0,,,,,,,
1925,NHL,TRS,TOR,,,6,,36,12,21,3.0,,27,,,92,114,Toronto St. Patricks,325.0,,,,,,,
1926,NHL,BOS,BOS,,AM,2,F,44,21,20,3.0,,45,,,97,89,Boston Bruins,499.0,,,,,,,
1926,NHL,CHI,CHI,,AM,3,QF,44,19,22,3.0,,41,,,115,116,Chicago Black Hawks,436.0,,,,,,,
1926,NHL,MTL,MTL,,CA,2,SF,44,28,14,2.0,,58,,,99,67,Montreal Canadiens,409.0,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,New York Rangers,385.0,,,,,,,
1926,NHL,TRS,TOR,,CA,5,,44,15,24,5.0,,35,,,79,94,Toronto St. Patricks,546.0,,,,,,,
1927,NHL,BOS,BOS,,AM,1,SF,44,20,13,11.0,,51,,,77,70,Boston Bruins,557.0,,,,,,,
1927,NHL,CHI,CHI,,AM,5,,44,7,34,3.0,,17,,,68,134,Chicago Black Hawks,377.0,,,,,,,
1927,NHL,MTL,MTL,,CA,1,SF,44,26,11,7.0,,59,,,116,48,Montreal Canadiens,496.0,,,,,,,
1927,NHL,NYR,NYR,,AM,2,SC,44,19,16,9.0,,47,,,94,79,New York Rangers,463.0,,,,,,,
1927,NHL,TOR,TOR,,CA,4,,44,18,18,8.0,,44,,,89,88,Toronto Maple Leafs,522.0,,,,,,,
1928,NHL,BOS,BOS,,AM,1,SC,44,26,13,5.0,,57,,,89,52,Boston Bruins,474.0,,,,,,,
1928,NHL,CHI,CHI,,AM,5,,44,7,29,8.0,,22,,,33,85,Chicago Black Hawks,363.0,,,,,,,
1928,NHL,MTL,MTL,,CA,1,SF,44,22,7,15.0,,59,,,71,43,Montreal Canadiens,465.0,,,,,,,
1928,NHL,NYR,NYR,,AM,2,F,44,21,13,10.0,,52,,,72,65,New York Rangers,382.0,,,,,,,
1928,NHL,TOR,TOR,,CA,3,SF,44,21,18,5.0,,47,,,85,69,Toronto Maple Leafs,540.0,,,,,,,
1929,NHL,BOS,BOS,,AM,1,F,44,38,5,1.0,,77,,,179,98,Boston Bruins,447.0,,,,,,,
1929,NHL,CHI,CHI,,AM,2,QF,44,21,18,5.0,,47,,,117,111,Chicago Black Hawks,573.0,,,,,,,
1929,NHL,MTL,MTL,,CA,2,SC,44,21,14,9.0,,51,,,142,114,Montreal Canadiens,596.0,,,,,,,
1929,NHL,NYR,NYR,,AM,3,SF,44,17,17,10.0,,44,,,136,143,New York Rangers,437.0,,,,,,,
1929,NHL,TOR,TOR,,CA,4,,44,17,21,6.0,,40,,,116,124,Toronto Maple Leafs,607.0,,,,,,,
1930,NHL,BOS,BOS,,AM,1,SF,44,28,10,6.0,,62,,,143,90,Boston Bruins,460.0,,,,,,,
1930,NHL,CHI,CHI,,AM,2,F,44,24,17,3.0,,51,,,108,78,Chicago Black Hawks,407.0,,,,,,,
1930,NHL,MTL,MTL,,CA,1,SC,44,26,10,8.0,,60,,,129,89,Montreal Canadiens,602.0,,,,,,,
1930,NHL,NYR,NYR,,AM,3,SF,44,19,16,9.0,,47,,,106,87,New York Rangers,516.0,,,,,,,
1930,NHL,TOR,TOR,,CA,2,QF,44,22,13,9.0,,53,,,118,99,Toronto Maple Leafs,512.0,,,,,,,
1931,NHL,BOS,BOS,,AM,4,,48,15,21,12.0,,42,,,122,117,Boston Bruins,372.0,,,,,,,
1931,NHL,CHI,CHI,,AM,2,QF,48,18,19,11.0,,47,,,86,101,Chicago Black Hawks,469.0,,,,,,,
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448.0,,,,,,,
1931,NHL,NYR,NYR,,AM,1,F,48,23,17,8.0,,54,,,134,112,New York Rangers,511.0,,,,,,,
1931,NHL,TOR,TOR,,CA,2,SC,48,23,18,7.0,,53,,,155,127,Toronto Maple Leafs,625.0,,,,,,,
1996,NHL,VAN,VAN,WC,PC,4,,82,35,40,7.0,,77,,,257,273,Vancouver Canucks,1607.0,22.0,51.0,303.0,8.0,66.0,344.0,12.0
2007,NHL,FLO,FLO,EC,SE,3,,82,38,35,,9.0,85,5.0,6.0,216,226,Florida Panthers,1026.0,24.0,60.0,313.0,3.0,66.0,374.0,4.0
1969,NHL,MTL,MTL,,ED,5,,76,38,22,16.0,,92,,,244,201,Montreal Canadiens,892.0,18.0,57.0,281.0,1.0,48.0,263.0,8.0
1994,NHL,EDM,EDM,WC,PC,5,,48,17,27,4.0,,38,,,136,183,Edmonton Oilers,1183.0,12.0,42.0,259.0,8.0,52.0,233.0,8.0
1994,NHL,WAS,WAS,EC,AT,3,CQF,48,22,18,8.0,,52,,,136,120,Washington Capitals,1144.0,16.0,45.0,226.0,2.0,34.0,220.0,13.0
1956,NHL,BOS,BOS,,,3,F,70,34,24,12.0,,80,,,195,174,Boston Bruins,978.0,,,,,,,
1985,NHL,WIN,PHO,CC,SM,3,DSF,80,26,47,7.0,,59,,,295,372,Winnipeg Jets,1774.0,24.0,72.0,356.0,14.0,83.0,335.0,13.0
1979,NHL,QUE,COL,WA,AD,5,,80,25,44,11.0,,61,,,248,313,Quebec Nordiques,1062.0,24.0,63.0,300.0,9.0,71.0,267.0,4.0
1953,NHL,MTL,MTL,,,2,F,70,35,24,11.0,,81,,,195,141,Montreal Canadiens,1064.0,,,,,,,
1933,NHL,TOR,TOR,,CA,1,SF,48,26,13,9.0,,61,,,174,119,Toronto Maple Leafs,529.0,,,,,,,
1973,NHL,NYI,NYI,,ED,8,,78,19,41,18.0,,56,,,182,247,New York Islanders,1075.0,6.0,32.0,230.0,13.0,63.0,262.0,7.0
1993,NHL,NYI,NYI,EC,AT,4,CQF,84,36,36,12.0,,84,,,282,264,New York Islanders,1787.0,8.0,74.0,369.0,9.0,79.0,417.0,15.0
