playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
sullida01,1972,1,PHB,WHA,1,60,1,0,0,0,0,3,34,,,,,,,,,
vernomi01,1997,1,SJS,NHL,62,3564,30,22,8,2,5,146,1401,6,348,2,4,,1,1,14,138
tannejo01,1990,1,QUE,NHL,6,228,1,3,1,0,0,16,133,,,,,,,,,
simmodo01,1967,1,NYR,NHL,5,300,2,1,2,0,0,13,,,,,,,,,,
dipieri01,2009,1,NYI,NHL,8,462,2,5,0,2,1,20,201,,,,,,,,,
ranfobi01,1990,1,EDM,NHL,60,3415,27,27,3,5,0,182,1705,3,135,1,2,,0,0,8,78
lachebl01,1994,1,BOS,NHL,35,1965,19,11,2,0,4,79,805,5,283,1,4,,1,0,12,125
sawchte01,1965,1,TOR,NHL,27,1521,10,11,3,1,1,80,,2,120,0,2,,0,0,6,
vachoro01,1966,1,MTL,NHL,19,1137,11,3,4,1,1,47,,9,555,6,3,,0,0,22,
mayergi01,1949,1,TOR,NHL,1,60,0,1,0,,0,2,,,,,,,,,,
khudoan01,2010,1,MIN,NHL,4,189,2,1,0,1,1,5,86,,,,,,,,,
holdema01,1984,1,WIN,NHL,4,213,2,0,0,0,0,15,104,,,,,,,,,
heinzri01,1983,1,STL,NHL,22,1118,7,7,3,1,0,80,539,1,8,0,0,,0,0,1,2
mcelhcu01,2010,1,AND,NHL,21,996,6,9,1,0,2,57,516,,,,,,,,,
pennest01,1984,1,MTL,NHL,54,3252,26,18,8,3,1,167,1344,12,733,6,6,,0,1,40,300
parenri01,1998,1,STL,NHL,10,519,4,3,1,1,1,22,193,,,,,,,,,
valiqst01,2009,1,NYR,NHL,6,305,2,3,0,0,1,19,128,,,,,,,,,
hodgech01,1957,1,MTL,NHL,12,720,8,2,2,,1,31,,,,,,,,,,
hallgl01,1957,1,CHI,NHL,70,4200,24,39,7,,7,202,,,,,,,,,,
drydeda01,1971,1,BUF,NHL,20,1026,3,9,5,0,0,68,,,,,,,,,,
cloutja01,1988,1,BUF,NHL,36,1786,15,14,0,1,0,108,857,4,238,1,3,,1,1,10,108
kolziol01,2001,1,WAS,NHL,71,4131,31,29,8,5,6,192,1977,,,,,,,,,
cattajo01,1909,1,LES,NHA,4,240,0,4,0,,0,34,,,,,,,,,,
conklty01,2006,1,CBS,NHL,11,491,2,3,2,0,0,27,210,,,,,,,,,
edwarga01,1968,1,STL,NHL,1,4,0,0,0,0,0,0,,,,,,,,,,
hebersa01,1916,2,QU1,NHA,13,780,8,5,0,,0,92,,,,,,,,,,
curryjo01,2008,1,PIT,NHL,3,150,2,1,0,0,0,6,69,,,,,,,,,
dekanma01,2010,1,NAS,NHL,1,50,0,0,0,0,0,3,25,,,,,,,,,
burchra01,1976,1,IND,WHA,5,136,1,0,0,0,0,8,89,,,,,,,,,
riggipa01,1980,1,CAL,NHL,42,2411,21,16,4,3,0,154,,11,629,6,4,,1,0,37,
belanyv01,1975,1,STL,NHL,31,1763,11,17,1,2,0,113,,,,,,,,,,
hoganpa01,1975,1,NEW,WHA,4,224,1,2,0,0,0,16,108,,,,,,,,,
vanbijo01,1986,1,NYR,NHL,50,2656,18,20,5,6,0,161,1369,4,195,1,3,,0,1,11,110
hoganpa01,1970,1,PIT,NHL,2,57,0,1,0,0,0,7,,,,,,,,,,
valiqst01,2003,1,EDM,NHL,1,14,0,0,0,0,0,2,7,,,,,,,,,
melocgi01,1982,1,MNS,NHL,47,2689,20,13,11,2,1,160,1411,5,319,2,3,,1,0,18,
plassmi01,1977,1,COR,NHL,25,1383,3,12,8,2,0,90,,,,,,,,,,
hebencl01,1975,1,PHR,WHA,2,80,0,1,0,0,0,9,48,,,,,,,,,
sawchte01,1967,1,LAK,NHL,36,1936,11,14,6,2,2,99,,5,280,2,3,,0,1,18,
romanro01,1993,1,PIT,NHL,2,125,1,0,1,0,0,3,56,,,,,,,,,
backsni01,2008,1,MIN,NHL,71,4088,37,24,8,3,8,159,2059,,,,,,,,,
hodgech01,1964,1,MTL,NHL,53,3120,26,16,10,0,3,135,,5,300,3,2,,0,1,10,
ranfobi01,1996,1,BOS,NHL,37,2147,12,16,8,0,2,125,1102,,,,,,,,,
gigueje01,2010,1,TOR,NHL,33,1633,11,11,4,5,0,78,777,,,,,,,,,
vachoro01,1977,1,LAK,NHL,70,4107,29,27,13,4,4,196,,2,120,0,2,,0,0,11,
mccarja01,1973,1,MFS,WHA,2,42,0,0,0,0,0,5,26,,,,,,,,,
hallgl01,1958,1,CHI,NHL,70,4200,28,29,13,,1,208,,6,360,2,4,,,0,21,
lockeke01,1974,1,VAN,NHL,25,912,6,7,1,2,2,48,,1,60,0,1,,0,0,6,
wakeler01,1970,1,STL,NHL,51,2859,20,14,11,0,3,133,,3,180,2,1,,0,1,7,
