city_id,city,country_id,last_update
1,А Коруня (Ла-Корунья),87,2006-02-15 03:45:25
6,Аддис-Абеба,31,2006-02-15 03:45:25
20,Адмирал Браун,6,2006-02-15 03:45:25
28,Апарация-де-Жоа́нвиджи,15,2006-02-15 03:45:25
42,Аврора,103,2006-02-15 03:45:25
44,Сумка,15,2006-02-15 03:45:25
57,Бейт-Ям,48,2006-02-15 03:45:25
68,Бени-Меллаль,62,2006-02-15 03:45:25
70,Бергамо,49,2006-02-15 03:45:25
73,Бхаоґангар,44,2006-02-15 03:45:25
87,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",85,2006-02-15 03:45:25
111,Шарлотта Амалиэ,106,2006-02-15 03:45:25
116,Чунго,92,2006-02-15 03:45:25
123,Кларксвилл,103,2006-02-15 03:45:25
125,Кочакокос,60,2006-02-15 03:45:25
146,Доностия-Сан-Себастьян,87,2006-02-15 03:45:25
154,Форт,60,2006-02-15 03:45:25
156,Элист,80,2006-02-15 03:45:25
157,Эмешан,23,2006-02-15 03:45:25
158,Эммен,67,2006-02-15 03:45:25
161,Эскобар,6,2006-02-15 03:45:25
164,Этава,44,2006-02-15 03:45:25
167,Фааа,36,2006-02-15 03:45:25
180,Газа-а-на,97,2006-02-15 03:45:25
185,Большой Прайри,103,2006-02-15 03:45:25
187,Гринсвилл,103,2006-02-15 03:45:25
195,Хальдия,44,2006-02-15 03:45:25
198,Халле/Саєй,38,2006-02-15 03:45:25
199,Хами,23,2006-02-15 03:45:25
202,Хидальго,60,2006-02-15 03:45:25
208,Хосияпур,44,2006-02-15 03:45:25
214,Хунко,74,2006-02-15 03:45:25
224,Изесаки,50,2006-02-15 03:45:25
246,Жоз Азуета,60,2006-02-15 03:45:25
256,Камакура,50,2006-02-15 03:45:25
286,Курск,80,2006-02-15 03:45:25
294,Лапу-Лапу,75,2006-02-15 03:45:25
298,Лэньшуцзян,23,2006-02-15 03:45:25
305,Пять,74,2006-02-15 03:45:25
307,Линц,9,2006-02-15 03:45:25
309,Ливорно,49,2006-02-15 03:45:25
314,Лублин,76,2006-02-15 03:45:25
331,Мацуйе,50,2006-02-15 03:45:25
332,Мэйсиан,23,2006-02-15 03:45:25
342,Моныва,64,2006-02-15 03:45:25
344,Мусул,47,2006-02-15 03:45:25
349,Мьингган,64,2006-02-15 03:45:25
360,Намибе,4,2006-02-15 03:45:25
373,Окумаре-дель-Туй,104,2006-02-15 03:45:25
376,Окаяма,50,2006-02-15 03:45:25
379,Омдурман,89,2006-02-15 03:45:25
384,Османайе,97,2006-02-15 03:45:25
391,Озамис,75,2006-02-15 03:45:25
404,Пеория,103,2006-02-15 03:45:25
419,Пурватакарт,45,2006-02-15 03:45:25
430,Ричмонд-Хилл,20,2006-02-15 03:45:25
443,Саль,62,2006-02-15 03:45:25
455,Санна,107,2006-02-15 03:45:25
467,Шир-е-Корд,46,2006-02-15 03:45:25
485,Бернадо ди Кампо,15,2006-02-15 03:45:25
489,Сонгкхла,94,2006-02-15 03:45:25
490,Сорокаба,15,2006-02-15 03:45:25
500,Стокпорт,102,2006-02-15 03:45:25
506,Сумы,100,2006-02-15 03:45:25
512,Шкесфехрвр,43,2006-02-15 03:45:25
514,Тебриз,46,2006-02-15 03:45:25
517,Тагуиг,75,2006-02-15 03:45:25
519,Талавера,75,2006-02-15 03:45:25
521,Тама,50,2006-02-15 03:45:25
525,Тангайль,12,2006-02-15 03:45:25
532,Тегал,45,2006-02-15 03:45:25
543,Тулон,34,2006-02-15 03:45:25
546,Цаотон,92,2006-02-15 03:45:25
562,Valle де ла Паскуа,104,2006-02-15 03:45:25
579,Хсянтан,23,2006-02-15 03:45:25
585,Яунде,19,2006-02-15 03:45:25
586,Ереван,7,2006-02-15 03:45:25
587,Иньчунь,23,2006-02-15 03:45:25
592,Залантун,23,2006-02-15 03:45:25
597,Зеленогорск,80,2006-02-15 03:45:25
