film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
10,АЛДДИН КАЛЕНДРА,"В древнем Китае жил-был отважный мужчина по имени Чу Инь. Он был опытным лесорубом и мог с легкостью рубить деревья одним ударом своего магического топора. Но однажды Чу Инь столкнулся с задачей, которая поставила его под сомнение: ему нужно было доставить подарок для прекрасной принцессы-феминистки, известной своей любовью к приключениям.

Чу Инь отправился в путь, преодолевая препятствия и сражаясь с опасностями на своем пути. Он сталкивался с дикими животными, которые охраняли лес, и использовал свой топор, чтобы защитить себя от них. Но самое большое испытание ждало его впереди - он должен был преодолеть горный хребет, полный коварных ловушек и таинственных существ.

По мере того как Чу Инь приближался к своей цели, он сталкивался с все более сложными испытаниями. Он должен был решить головоломки, чтобы найти путь через лабиринт пещер, и сражаться с могущественными драконами, охраняющими сокровища принцессы. Но его решимость никогда не таяла, и он продолжал двигаться вперед, вдохновленный идеей впечатления прекрасной феминистки.

Наконец, Чу Инь достиг своего назначения - величественной крепости, где жила принцесса. Он вошел в зал, где она проводила время, и с гордостью представился. Принцесса была очарована его храбростью и мастерством, и они быстро нашли общий язык, обсуждая свои страсти к приключениям и равенству.

Чу Инь и принцесса стали близкими союзниками, вместе борясь за справедливость в королевстве. Их дружба стала легендой, вдохновляющей людей на смелые поступки и отстаивание своих прав. Благодаря своим подвигам Чу Инь стал известен как герой, чье имя навсегда осталось в истории Китая.

И так, эта захватывающая история о мужчине и лесорубе, который должен был доставить подарок феминистке, стала символом силы духа и непоколебимой решимости. Чу Инь доказал, что даже самые невероятные задачи могут быть выполнены благодаря смелости и мастерству.",2006,1,,6,4.99,63,24.99,Н/д,"Трейлеры, удалённые сцены",15 февраля 2006 года в 04:03 утра
27,Анонимный человек,"Удивительное отражение базы данных администратора и астронавта, который должен обогнать администратора базы данных в шарке танке",2006,1,,7,0.99,179,12.99,Н/д,"Удалённые сцены, закадровые кадры",15 февраля 2006 года в 04:03 утра
42,"ХОЧУ НЕВТОРКНУТСЯ С ТЫМ, КТОБЫ ВАМ ОПЯТЬ УДАЛИЛИ ВЖЕ ОБЩИЙ ПРОЕКТ, КОТОРЫЙ Я ЗАПУСТИЛ. МНЕ НЕХОЧУ ПОВТОРЯТЬ ЕШЕ ОДИН РАЗ ЕВТРЕНЬИЙ И ИГРОНЫЙ СВЁЗ ДЕСЬ.","Стереоскопическое отражение робота и лося, которые должны бросить вызов женщине в Калифорнии",2006,1,,5,2.99,170,10.99,Н/д,"Трейлеры, За кадром",15 февраля 2006 года в 04:03 утра
102,БУББЛЕ ГРОССЕ,"А впечатляющий панорама крокодила и лося, которые должны столкнуться с девушкой в воздушном шаре.",2006,1,,4,4.99,60,20.99,R,"Трейлеры, Комментарии, Удалённые сцены, За кадром",15 февраля 2006 года в 04:03 утра
113,Калифорнийские птицы,"С захватывающей историей о администраторе базы данных и роботе, который должен сразиться с администратором базы данных в древней Индии.",2006,1,,4,4.99,75,19.99,Н/д,"Трейлеры, комментарии, удаленные сцены",15 февраля 2006 года в 04:03 утра
120,Карибская свобода,"Фантазированное повествование о пионере и техническом писателе, которые должны сразиться в ""Шарке""",2006,1,,3,4.99,92,16.99,Н/д,"Комментарии, удаленные сцены",15 февраля 2006 года в 04:03 утра
135,Воскрешение Чансы,"А удивительная история о судебно-психологическом эксперте и судебно-психологическом эксперте, который должен преодолеть медведя в древнем Китае",2006,1,,3,2.99,70,22.99,R,"Комментарии, удаленные сцены, за кадром",15 февраля 2006 года в 04:03 утра
176,Совместимость (совместное происхождение),"""Эмоциональная документальная лента о кошке и кондтере, пытающемся найти лесоруба в воздушном шаре"".",2006,1,,6,0.99,87,21.99,Р,"Комментарии, за кулисами",15 февраля 2006 года в 04:03 утра
187,КРАНЫ РЕЗЕРВУАР,"""Урок в шарашковой фабрике: учитель и собака против судебно-психиатрического эксперта""",2006,1,,5,2.99,57,12.99,Н/д,Комментарии,15 февраля 2006 года в 04:03 утра
197,КРЕСТИАНСКИЙ МЕД,"Быстрая размышление о исследователе и поваре, сражающемся с безумцем в заброшенном парке развлечений.",2006,1,,4,2.99,112,27.99,R,Комментарии,15 февраля 2006 года в 04:03 утра
