film_id,title,description
6,АГЕНТ ТРУМАН,"Интрепид панорама робота и мальчика, который должен сбежать от сумоиста в древней Китае"
8,Аэропорт Поллок,"Эпическая история о лосе и девушке, которые должны сразиться с обезьяной в древней Индии"
21,Американский цирк,"""Глубокий взгляд на драму девушки и астронавта, которые должны столкнуться с администратором базы данных в ""Шарке-танк"", где они сталкиваются с трудными решениями и раскрывают тайны, скрытые в глубине океана""."
27,Анонимный человек,"Удивительное отражение базы данных администратора и астронавта, который должен обогнать администратора базы данных в шарке танке"
38,АРК РИДЖМОUNT,"Красивая нить из пионера и обезьяны, которая должна преследовать исследователя в Сахаре."
52,Баллрум Мокингберд,"""Искательница: История о композиторе и обезьяне в поисках феминистки в Калифорнии"""
70,БИКИНИ БОРОТЕЛЕВО,"А поразительная драма о астронавте и кошке, которые должны найти женщину в первой пилотируемой космической станции"
94,Храброе сердце,"Вот перевод:

«Свидание в Берлине»

В одном из уютных кафе Берлина по имени Макс и Луна, любимчик среди местных жителей, встречались тайно, зная, что их отношения не одобряются обществом. Макс, страстный и импульсивный молодой человек, работал официантом, в то время как Луна, талантливая выпечница, была шеф-пекарницей в одном из самых модных ресторанов города. Их любовь была наполнена приключениями и тайными встречами, пока однажды Луна не получила неожиданное предложение от загадочной девушки по имени Лена.

Лена была красива, умна и имела таинственное прошлое. Она очаровала Луну, предложив ей присоединиться к ней в опасном предприятии - ограблении престижного ювелирного магазина в центре Берлина. Луна, очарованная преданностью и страстью Лены, поддалась искушению. Они разработали план, используя навыки Луны как пекари для создания отвлекающего маневра, в то время как Макс, используя свои знания о городе, обеспечит их доступ в магазин.

Однако, когда все было готово к осуществлению их плана, Макс, осознав потенциальные последствия своих действий, отказался участвовать. Он увидел в Лене тень своей прошлой жизни и знал, что ее методы приведут к разрушению не только их жизни, но и жизней невинных людей. В отчаянии Луна обратилась к Максу напрямую, умоляя его помочь ей и сделать то, что он делает лучше всего - доставить еду людям, нуждающимся в ней.

Макс принял задание, зная, что это его шанс исправить свои прошлые ошибки. Он начал доставлять еду в неблагополучные районы Берлина, где люди редко видели радость и заботу. Его доброта и щедрость быстро распространились по городу, и вскоре он стал известен как герой среди тех, кто нуждался в помощи.

Тем временем Луна и Лена осуществили свой план ограбления. Они проникли в ювелирный магазин, используя навыки Луны в выпечке, чтобы создать отвлекающий маневр с помощью ароматных булочек, которые привлекли внимание охраны. Однако их план не удался, потому что Макса, который следил за ними на расстоянии, предупредил полицию.

Они были арестованы, и их дело привлекло внимание всего города. Многие поддерживали Лену, думая, что она была жертвой обстоятельств, в то время как другие осудили ее действия, зная о последствиях для тех, кто нарушал закон. Луна и Лена были приговорены к тюремному заключению, но их история не осталась незамеченной.

Макс продолжал свою миссию по доставке еды тем, кто в ней нуждался, и вскоре стал известным как «Пекарь надежды». Его добрые дела вдохновили других следовать его примеру, и вскоре весь Берлин был наполнен актами доброты. Люди начали видеть свет в конце туннеля, и город стал более сплоченным благодаря усилиям Макса.

В тюрьме Луна осознала свои ошибки и погрузилась в самоанализ. Она поняла, что ее страсть к приключениям затмила ее инстинкты заботы и сострадания. Она написала письмо Максу, извинившись за свое прошлое поведение и выразив надежду на то, что он сможет принять ее извинения.

Макс, чье сердце было наполнено добротой и состраданием, не мог отказаться от просьбы Луны. Он написал ей ответное письмо, в котором сказал, что их история была как rollercoaster - полна приключений и неожиданных поворотов. Он простил ее и предложил свою помощь в том, чтобы помочь ей исправить ошибки прошлого.

Вместе они начали новую главу своей жизни. Луна вышла на свободу и присоединилась к Максом в его миссии по доставке еды. Они путешествовали по городу, принося радость и надежду тем, кто в ней нуждался. Их история стала легендой в Берлине, вдохновляя других следовать своим страстям и использовать свои таланты для помощи другим.

В конце концов, их любовь стала символом силы и сострадания. Макс и Луна доказали, что даже в самых темных обстоятельствах всегда есть надежда на лучшее будущее. Их история стала напоминанием о том, что доброта и щедрость могут изменить мир, один акт заботы за раз."
99,Приводить в негодование; вызывать раздражение или вспышки гнева.,"Бесчудная сага о акуле и техническом писателе, которые должны найти женщину в плывущей на реактивном катере."
108,БУЧ КАНЦЕЛЕР,"Отчаянная история феминистки и администратора базы данных, который должен столкнуться с охотником в Новом Орлеане."
116,КАНДИДАТ ПЕРИОДОН,"Блистательное письмо от композитора и администратора базы данных, которые должны победить сумасшедшего ученого в первой пилотируемой космической станции."
123,Каса-Бланка Супер,"А удивительное панорама крокодила и судебно-психологической экспертизы, которая должна преследовать тайного агента в первой пилотируемой космической станции."
146,Читти Лок,"Тяжелое письмо скучного администратора базы данных, который должен убить сумоиста в первой пилотируемой космической станции."
150,СИДРЖА ЖЕЛАНИЕ,"Яркое исследование характера композитора и сумасшедшей коровы, которая должна уступить кота в советской Грузии."
164,Прибрежный радуга,"Удивительный документальный фильм о сумасшедшей корове и пионере, который должен бросить вызов повару в пустыне Сахара."
190,Крейперы Кейн,"Удивительное отражение орехового сородича и лодки, которые должны обогнать машину в джет-лодке"
194,КРОВАВОЕ СМЕНЯ ИЗ ПТИЦЫ,"""Удивительная документальная лента о женщине и ее муже, которые должны погрузить администратора базы данных в первую пилотируемую космическую станцию""."
243,ДООРС ПРЕДСЕДАТЕЛЬ,Зажигательное представление: лесная лиса и женщина должны победить мальчика в Мексиканском заливе
258,ДРАМБЛЕТЫ ДИНАМИТ,"Эпический поединок крокодила и крокодила, который должен сразиться с собакой в заброшенном парке развлечений"
270,Землепокрытие,"Удивительная драма о поваре и сумасшедшем, которые должны опередить жених в древней Индии"
282,Встретить занавес,"Мудрая эпистола повара пирожных и женильщика, который должен построить лодку в Новом Орлеане"
293,Екзорцист-стинг,"Трогательная драма о собаке и сумоисте, которые должны победить безумного ученого в Берлине."
298,Глазный контроль,"Удивительная история о кошке и официантке, которым приходится сражаться с исследователем в австралийском буше."
302,Фантазия Парк,"Документарий о сумасшедшем ученом и акуле, которые должны обогнать феминистку в Австралии."
313,ФИДЕЛЬНЫЙ ДЕВИЛ,"Авансцена: подлодка

Драма: технический писатель и композитор

Задача: достичь кондитера-любителя в подлодке

Действие: они должны найти способ доставить торт кондитеру, который живет в подлодке, в то время как они сами находятся в подлодке.

Технический писатель (TP): О, мой дорогой друг, я так рад, что нашел тебя здесь! Я должен срочно доставить этот торт кондитеру-любителю, который, как я понимаю, живет в этой подлодке.

 композитор (ком): О, это прекрасно! Я всегда любил десерты, и возможность доставить торт человеку, который его любит, звучит как идеальный план! Но как мы сможем добраться до него?

TP: Хорошо, давай сделаем следующее... (Он раскрывает план, полный креативных и смелых идей)

(Они успешно выполняют миссию, доставляя торт кондитеру, и наслаждаются триумфом и сладкой наградой.)"
377,ГРИЗИЗЕ Молодость,"Эмоциональная панорама секретного агента и официантки, которые должны сбежать от композитора в Советской Грузии."
413,Хедвиг Альтер,"Действительная история о женщиноразвертывателе и лесорубе, которым приходится гоняться за сумоистом в монастыре."
427,Домой кедр,"Тотальный отражение астронавта и белки, которые должны побороть белку в мансанском пентхаусе"
467,Ужасно!,"Фантазовый портретный рассказ об исследователе и безумном ученом, которые должны победить белку на лодке-птице"
486,ЖЕТ ПОСЕДИНКИ,"Удивительное представление лесоруба и учителя, которые должны опередить женщину в подводной лодке"
535,Любовные самоубийства,"Бесцельный панорама охотника и исследователя, преследующих дантиста в заброшенном парке развлечений."
542,Жажда замка,"Фанатичный панорама охотника и стоматолога, которые должны встретиться с тайным агентом в пустыне Сахара."
549,Магнолия Форрестер,"""Ученик: Документальный фильм о композиторе и исследователе, которые должны покорить зубного врача в Новом Орлеане""."
556,Мальтийская надежда,"""Быстрый крокодил и сумоист: битва за калифорнийского искателя приключений"""
566,Мудэ Мод,"""Прекрасный документальный фильм о судебно-психиатрическом эксперте и кошке, которые должны найти астронавта в Нигерии""."
581,МЕНСЧИНСТВО ПРИКАСНЫЙ,"Убеждение лесоруба и борца сумо, которые должны встретиться с человеком в австралийском буше"
597,Луну-пешка,"Эпическая драма о феминистке и пионере, которые должны потопить композитора в Новом Орлеане."
610,МУЗЫКА БООНДОК,"Бесстрашный рассказ о поваре и астронавте, которые должны сразиться с исследователем в первой пилотируемой космической станции"
611,Musкетёры ждут,"Сочная история о студенте и лосе, который должен сразиться с сумасшедшим коровом в Австралии."
612,Муссолини спойлеры,"захватывающее представление лодки и обезьяны, которые должны встретиться с композитором в древней Китае"
671,Перпетация Фарго,"Скоростная история машины и кошки, которым нужно опередить охотника в Берлине."
