orderid,productid,unitprice,quantity,discount
10272,72,27.8,24,0.0
10573,17,39.0,18,0.0
10749,76,18.0,10,0.0
10941,31,12.5,44,0.0
10438,34,11.2,20,0.0
10490,75,6.2,36,0.0
10562,62,49.3,10,0.0
10745,18,62.5,24,0.0
10790,56,38.0,20,0.0
10597,24,4.5,35,0.0
10560,62,49.3,15,0.0
10627,73,15.0,35,0.0
10997,46,12.0,20,0.0
10532,66,17.0,24,0.0
11077,14,23.25,1,0.0
10865,38,263.5,60,0.0
10439,16,13.9,16,0.0
10825,26,31.23,12,0.0
11007,42,14.0,14,0.0
10583,60,34.0,24,0.0
10773,75,7.75,7,0.0
10555,19,9.2,35,0.0
10946,77,13.0,40,0.0
10965,51,53.0,16,0.0
10982,7,30.0,20,0.0
11055,51,53.0,20,0.0
10502,45,9.5,21,0.0
10536,33,2.5,30,0.0
10465,40,14.7,20,0.0
10522,30,25.89,20,0.0
10654,54,7.45,6,0.0
10574,64,33.25,6,0.0
10357,10,24.8,30,0.0
10601,59,55.0,35,0.0
10276,10,24.8,15,0.0
10606,62,49.3,10,0.0
10400,35,14.4,35,0.0
10437,53,26.2,15,0.0
10426,64,26.6,7,0.0
10910,61,28.5,5,0.0
10570,56,38.0,60,0.0
10628,1,18.0,25,0.0
10360,54,5.9,28,0.0
11062,53,32.8,10,0.0
11035,1,18.0,10,0.0
10863,1,18.0,20,0.0
11072,64,33.25,130,0.0
10257,77,10.4,15,0.0
10658,60,34.0,55,0.0
10732,76,18.0,20,0.0
10526,56,38.0,30,0.0
10836,60,34.0,60,0.0
10902,55,24.0,30,0.0
10301,40,14.7,10,0.0
10531,59,55.0,2,0.0
10949,6,25.0,12,0.0
10964,18,62.5,6,0.0
10935,18,62.5,4,0.0
10687,29,123.79,10,0.0
10829,13,6.0,10,0.0
10318,41,7.7,20,0.0
10456,21,8.0,40,0.0
10400,29,99.0,21,0.0
10842,11,21.0,15,0.0
10624,29,123.79,6,0.0
10838,36,19.0,50,0.0
10500,15,15.5,12,0.0
11022,19,9.2,35,0.0
10537,51,53.0,6,0.0
10665,76,18.0,10,0.0
10577,39,18.0,10,0.0
