playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
harribi02,1976,1,NYI,NHL,R,80,24,43,67,44,18,5,,1,,3,1,160,12,7,7,14,8,,2,,0,,1,
brownce01,1927,1,CHI,NHL,L,13,2,0,2,4,,,,,,,,,,,,,,,,,,,,
boogade01,2009,1,MIN,NHL,L,57,0,4,4,105,-12,0,0,0,0,0,,26,,,,,,,,,,,,
jovaned01,2007,1,PHO,NHL,D,80,12,39,51,73,-13,8,19,0,1,2,,240,,,,,,,,,,,,
doratke01,1937,1,DET,NHL,R,2,0,1,1,2,,,,,,,,,,,,,,,,,,,,
malongr01,1980,1,PIT,NHL,C,62,21,29,50,68,-14,5,,0,,2,2,144,5,2,3,5,16,,0,,0,,0,
robergo01,1979,1,HAR,NHL,D,80,8,28,36,89,6,1,,0,,1,0,107,3,1,1,2,2,,0,,0,,0,
leblajp01,1976,1,DET,NHL,C,74,7,11,18,40,-16,0,,0,,2,0,77,,,,,,,,,,,,
suttoan01,2001,2,ATL,NHL,D,24,0,4,4,46,0,0,0,0,0,0,0,20,,,,,,,,,,,,
perrona01,2001,1,NAS,NHL,R,22,1,2,3,74,-1,0,0,0,0,1,0,7,,,,,,,,,,,,
harloda01,1993,1,TOR,NHL,D,6,0,0,0,0,-2,0,0,0,0,0,0,2,,,,,,,,,,,,
caronja01,1971,1,STL,NHL,G,28,0,1,1,0,0,0,,0,,0,0,0,9,0,0,0,2,,0,,0,,0,
roulemi01,1974,1,QUN,WHA,C,19,1,7,8,63,,,,,,,,21,,,,,,,,,,,,
mannobo01,1976,1,VAN,NHL,D,2,0,0,0,0,-2,0,,0,,0,0,0,,,,,,,,,,,,
poescru01,1993,1,TBL,NHL,D,71,3,6,9,118,3,0,0,0,0,1,1,46,,,,,,,,,,,,
marshbr01,1981,2,PHI,NHL,D,66,2,22,24,106,17,0,,0,,1,0,58,4,0,0,0,2,,0,,0,,0,
bicanra01,1998,2,CHI,NHL,D,7,0,0,0,6,-3,0,0,0,0,0,0,7,,,,,,,,,,,,
crashba01,1973,1,LAS,WHA,D,78,4,26,30,16,,2,,0,,1,,,,,,,,,,,,,,
shanabr01,2003,1,DET,NHL,L,82,25,28,53,117,15,8,11,0,1,7,0,280,12,1,5,6,20,4,0,1,1,0,0,41
bellma01,2000,1,CHI,NHL,C/L,13,0,1,1,4,0,0,0,0,0,0,0,14,,,,,,,,,,,,
dunlobl01,1976,1,MNS,NHL,C,3,0,1,1,0,-2,0,,0,,0,0,8,,,,,,,,,,,,
greggra01,1983,1,EDM,NHL,D,80,13,27,40,56,40,2,,1,,2,0,91,19,3,7,10,21,16,0,,0,,1,32
prodggo01,1915,1,MOC,NHA,,24,8,3,11,86,,,,,,,,,,,,,,,,,,,,
nylanmi01,2006,1,NYR,NHL,C,79,26,57,83,42,12,14,23,0,0,4,,193,10,6,7,13,0,9,2,2,0,0,2,23
harribi02,1981,2,TOR,NHL,R,20,2,0,2,4,-16,0,,0,,0,0,21,,,,,,,,,,,,
sandede01,1973,1,BOS,NHL,C,29,8,12,20,48,17,0,,0,,1,1,64,,,,,,,,,,,,
doreyji01,1974,2,TOT,WHA,D,43,11,23,34,69,18,3,,0,,,,114,6,2,6,8,2,,,,,,0,
smolibr01,2005,1,OTT,NHL,C,81,17,31,48,46,8,4,12,0,0,5,,178,10,3,3,6,2,3,1,0,0,0,0,23
parsoge01,1938,1,TOR,NHL,R,43,7,7,14,14,,,,,,,,,,,,,,,,,,,,
