year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
2009,NHL,VAN,12,6,6,0,43,41,175,6,11,50,2,17,54,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1960,NHL,CHI,12,8,4,0,35,27,162,,,,,,,
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1935,NHL,MTM,3,0,3,0,1,6,22,,,,,,,
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1938,NHL,NYA,2,0,2,0,0,6,50,,,,,,,
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
1983,NHL,MTL,15,9,6,0,42,32,450,6,9,70,1,8,58,1
1988,NHL,PIT,11,7,4,0,43,42,452,2,16,70,,17,69,1
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1920,NHL,TRS,2,0,2,0,0,7,24,,,,,,,
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
1981,NHL,BUF,4,1,3,0,11,17,104,0,6,17,0,4,15,0
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
1999,NHL,COL,17,11,6,0,43,32,178,2,15,86,1,12,68,1
1982,NHL,EDM,16,11,5,0,80,50,372,0,14,72,2,18,74,10
1978,NHL,NYR,18,11,7,0,66,42,286,2,14,72,1,8,67,6
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1982,NHL,PHI,3,0,3,0,9,18,75,0,3,17,0,4,16,0
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1973,NHL,MTL,6,2,4,0,17,21,91,,2,,0,3,,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1980,NHL,BOS,3,0,3,0,13,20,90,0,2,8,1,5,19,3
1990,NHL,WAS,11,5,6,0,29,35,328,2,8,50,0,9,59,1
1977,NHL,NYR,3,1,2,0,6,11,62,0,2,10,0,2,11,0
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1967,NHL,CHI,11,5,6,0,28,34,96,,5,,1,8,,1
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
1949,NHL,DET,14,8,6,0,32,28,148,,,,,,,
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
1936,NHL,MTL,5,2,3,0,8,13,15,,,,,,,
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1959,NHL,TOR,10,4,6,0,25,31,104,,,,,,,
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
2003,NHL,PHI,18,11,7,0,50,43,272,8,8,61,0,14,71,3
1996,NHL,ANA,11,4,7,0,25,30,163,2,10,39,0,6,45,0
2002,NHL,ANA,21,15,6,0,45,40,166,8,8,70,1,9,70,3
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1933,NHL,NYR,2,0,1,1,1,2,18,,,,,,,
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1985,NHL,WAS,9,5,4,0,36,24,209,0,9,40,1,7,36,2
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1931,NHL,CHI,2,1,1,0,2,6,18,,,,,,,
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
2009,NHL,NJD,5,1,4,0,9,15,92,4,4,32,0,8,29,1
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1989,NHL,NYR,10,5,5,0,37,35,291,2,15,63,2,11,54,4
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
2010,NHL,PHI,11,4,7,0,29,38,173,4,7,49,0,9,47,0
1982,NHL,NYI,20,15,5,0,94,53,329,0,20,81,3,13,100,3
1948,NHL,BOS,5,1,4,0,10,16,50,,,,,,,
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1973,WHA,MFS,11,6,5,0,39,40,,,,,,,,
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1977,WHA,BIR,5,1,4,0,12,29,,,,,,,,
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
1972,NHL,CHI,16,10,6,0,60,53,155,,14,,1,9,,3
1993,NHL,DAL,9,5,4,0,27,28,149,4,10,49,1,7,41,0
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
1973,WHA,HOU,14,12,2,0,71,35,,,,,,,,
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
1990,NHL,CHI,6,2,4,0,16,23,278,4,6,31,0,15,54,0
1964,NHL,DET,7,3,4,0,19,23,124,,,,,,,
1982,NHL,STL,4,1,3,0,10,16,116,0,5,22,0,3,23,0
2011,NHL,STL,9,4,5,0,20,23,212,0,6,35,2,3,38,0
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1944,NHL,MTL,6,2,4,0,21,15,45,,,,,,,
