name,id,award,year,lgid,note
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Art Berglund,,Patrick,1991,NHL,
Ray Miron,,Patrick,2003,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Dave Andrews,,Patrick,2009,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Fred Cusick,,Patrick,1987,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Lou Vairo,,Patrick,1999,NHL,
Jerry York,,Patrick,2009,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
John Halligan,,Patrick,2006,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
George Gund,,Patrick,1995,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Stan Fischler,,Patrick,2006,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Bobby Orr,orrbo01,Patrick,1978,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Robert Ridder,,Patrick,1993,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Gary Bettman,,Patrick,2000,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
John Davidson,davidjo01,Patrick,2003,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
