year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2009,CSF,J,PHI,NHL,BOS,NHL,4,3,0,22,20,
2007,CSF,K,DET,NHL,COL,NHL,4,0,0,21,9,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1978,Pre,A,PHI,NHL,VAN,NHL,2,1,0,15,9,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1979,Pre,E,NYI,NHL,LAK,NHL,3,1,0,21,10,
1979,QF,J,BUF,NHL,CHI,NHL,4,0,0,16,7,
1934,SF,D,MTM,NHL,NYR,NHL,1,0,1,5,4,TG
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
1990,CF,N,MNS,NHL,EDM,NHL,4,1,0,20,14,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1993,CSF,K,TOR,NHL,SJS,NHL,4,3,0,26,21,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1926,QF,B,BOS,NHL,CHI,NHL,1,0,1,10,5,TG
1983,DF,J,NYI,NHL,WAS,NHL,4,1,0,20,13,
2006,CQF,A,BUF,NHL,NYI,NHL,4,1,0,17,11,
1959,SF,B,TOR,NHL,DET,NHL,4,2,0,20,16,
1993,CQF,B,WAS,NHL,PIT,NHL,4,2,0,20,12,
1975,Pre,,NEW,WHA,CLC,WHA,3,0,0,14,6,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1989,DSF,C,NYR,NHL,NYI,NHL,4,1,0,22,13,
1985,DSF,F,STL,NHL,MNS,NHL,3,2,0,18,20,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
2003,CQF,E,DET,NHL,NAS,NHL,4,2,0,12,9,
1995,CQF,G,CHI,NHL,CAL,NHL,4,0,0,16,7,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
1925,F,,VIC,WCHL,EDE,WCHL,1,0,1,5,3,TG
