playerid,award,year,lgid,note,pos
richama01,Second Team All-Star,1943,NHL,,RW
leetcbr01,First Team All-Star,1991,NHL,,D
coultar01,Second Team All-Star,1939,NHL,,D
kariypa01,All-Rookie,1994,NHL,,F
datsypa01,Lady Byng,2007,NHL,,
bodnagu01,Calder,1943,NHL,,
macinal01,First Team All-Star,1990,NHL,,D
redmomi01,First Team All-Star,1972,NHL,,RW
ratelje01,Lady Byng,1971,NHL,,
backsni01,Jennings,2006,NHL,shared,
howema01,First Team All-Star,1985,NHL,,D
bathgan01,First Team All-Star,1958,NHL,,RW
vanbijo01,Second Team All-Star,1993,NHL,,G
selbybr01,Calder,1965,NHL,,
jacksbu01,First Team All-Star,1936,NHL,,LW
ramsacr01,Selke,1984,NHL,,
robinla01,Second Team All-Star,1985,NHL,,D
gardihe01,Hart,1926,NHL,,
belivje01,Conn Smythe,1964,NHL,,
stamkst01,Richard,2011,NHL,,
langwro01,First Team All-Star,1982,NHL,,D
chabolo01,First Team All-Star,1934,NHL,,G
thomati01,Vezina,2008,NHL,,
doughdr01,Second Team All-Star,2009,NHL,,D
quackbi01,Second Team All-Star,1952,NHL,,D
stastpe01,Calder,1980,NHL,,
kellyre01,First Team All-Star,1950,NHL,,D
millery01,First Team All-Star,2009,NHL,,G
nighbfr01,Lady Byng,1925,NHL,,
brodema01,Vezina,2003,NHL,,
hullbr01,Lady Byng,1989,NHL,,
bourqra01,Norris,1993,NHL,,
hextabr01,Second Team All-Star,1942,NHL,,RW
kellyre01,Lady Byng,1960,NHL,,
brindro01,Selke,2005,NHL,,
litzeed01,Second Team All-Star,1956,NHL,,C
tkachke01,Second Team All-Star,1997,NHL,,LW
mullejo01,Plus-Minus,1988,NHL,,
mahovfr01,Second Team All-Star,1968,NHL,,LW
howelha01,First Team All-Star,1966,NHL,,D
staaljo01,All-Rookie,2006,NHL,,F
esposph01,First Team All-Star,1969,NHL,,C
morenho01,Second Team All-Star,1932,NHL,,C
mcdonla01,King Clancy,1987,NHL,,
gardich01,Vezina,1933,NHL,,
lindste01,Art Ross,1949,NHL,,
leyri01,First Team All-Star,1978,WHA,,D
berarbr01,Masterton,2003,NHL,,
crosbsi01,Hart,2006,NHL,,
hasekdo01,Vezina,1994,NHL,,
rinnepe01,Second Team All-Star,2010,NHL,,G
robitlu01,First Team All-Star,1989,NHL,,LW
dyeba01,Art Ross,1924,NHL,,
blakero01,Second Team All-Star,1999,NHL,,D
selante01,First Team All-Star,1996,NHL,,RW
hortoti01,Second Team All-Star,1966,NHL,,D
mosiebi01,Lady Byng,1944,NHL,,
macouja01,All-Rookie,1983,NHL,,D
lindbpe01,All-Rookie,1982,NHL,,G
lumleha01,Vezina,1953,NHL,,
pronoma01,First Team All-Star,1960,NHL,,D
lachel01,Art Ross,1947,NHL,,
bathgan01,Second Team All-Star,1957,NHL,,RW
lemiema01,Hart,1987,NHL,,
havlama01,All-Rookie,2000,NHL,,F
cheevge01,Second Team All-Star,1973,WHA,,G
malkiev01,Art Ross,2011,NHL,,
schenlu01,All-Rookie,2008,NHL,,D
croziro01,First Team All-Star,1964,NHL,,G
robinla01,Norris,1976,NHL,,
geoffbe01,Hart,1960,NHL,,
karlser01,Norris,2011,NHL,,
mosiebi01,Second Team All-Star,1945,NHL,,RW
popiepo01,Second Team All-Star,1974,WHA,,D
delzomi01,All-Rookie,2009,NHL,,D
hawerda01,Calder,1981,NHL,,
tardima01,Howe,1975,WHA,MVP,
