playerid,year,stint,tmid,s,g,gdg
segalbr01,2010,1,DAL,1,0,0
littlbr01,2007,1,ATL,1,1,0
hortona01,2005,1,FLO,7,2,0
reasoma01,2005,2,BOS,1,0,0
konopze01,2006,1,CBS,1,0,0
cullema01,2007,1,CAR,3,2,0
staplti01,2011,1,WPG,0,1,0
gaborma01,2005,1,MIN,6,0,0
shanabr01,2006,1,NYR,8,3,2
shanabr01,2007,1,NYR,15,5,4
sullist01,2008,1,NAS,6,1,1
wingeto01,2011,1,SJS,0,1,0
osullpa01,2010,1,CAR,1,0,0
mcdonan01,2009,1,STL,9,4,1
lupuljo01,2010,2,TOR,2,0,0
franzjo01,2010,1,DET,2,0,0
marlepa01,2010,1,SJS,3,0,0
filppva01,2006,1,DET,2,0,0
krugema01,2011,1,CHI,0,1,0
galiatj01,2009,1,COL,2,0,0
karlser01,2010,1,OTT,3,1,1
shanabr01,2008,1,NJD,1,1,1
fleisto01,2007,1,WAS,1,0,0
paveljo01,2007,1,SJS,11,7,0
langeja01,2009,1,NJD,9,3,2
brulegi01,2007,1,CBS,3,0,0
hodgsco01,2011,1,VAN,3,7,2
jokinol01,2006,1,FLO,6,1,0
mitchjo02,2011,1,NYR,0,4,0
fosteku01,2010,1,EDM,1,0,0
gilbeto01,2007,1,EDM,1,0,0
torrera01,2006,1,EDM,1,1,1
wolskwo01,2011,1,NYR,0,1,0
kobasch01,2006,1,CAL,1,0,0
maddejo01,2007,1,NJD,2,0,0
hechtjo01,2007,1,BUF,1,0,0
miettan01,2010,1,MIN,4,0,0
boyesbr01,2007,1,STL,8,4,2
samsose01,2009,1,CAR,5,1,1
eliaspa01,2005,1,NJD,5,2,0
recchma01,2008,1,TBL,1,0,0
filppva01,2009,1,DET,4,1,0
stemple01,2005,1,STL,3,2,2
richabr01,2005,1,TBL,9,6,4
voracja01,2011,1,PHI,0,1,0
oshietj01,2008,1,STL,6,2,2
clearda01,2007,1,DET,1,0,0
poulima01,2010,1,TBL,1,0,0
kovalal01,2009,1,OTT,9,5,2
boothda01,2007,1,FLO,1,0,0
macarcl01,2009,2,ATL,1,0,0
bergepa01,2006,1,BOS,11,6,1
gueribi01,2006,1,STL,2,1,1
heatlda01,2008,1,OTT,3,0,0
ponikal01,2005,1,TOR,5,1,0
lilesjo01,2007,1,COL,1,1,0
shannry01,2006,1,AND,5,1,0
macarcl01,2006,1,BUF,1,0,0
huselkr01,2007,1,CAL,5,4,2
frolimi01,2009,1,FLO,5,1,0
lupuljo01,2011,1,TOR,2,3,2
royde01,2008,1,BUF,9,4,1
bochebr01,2006,2,BOS,3,0,0
letankr01,2011,1,PIT,2,9,1
zidlima01,2010,1,MIN,1,0,0
oshietj01,2011,1,STL,5,14,2
sturmma01,2005,2,BOS,4,0,0
prospva01,2007,1,TBL,1,1,1
sullist01,2006,1,NAS,4,2,1
markoan01,2008,1,MTL,7,3,1
recchma01,2005,2,CAR,1,0,0
vermean01,2007,1,OTT,8,2,0
modanmi01,2010,1,DET,2,0,0
hortona01,2008,1,FLO,7,2,1
mcdonan01,2006,1,AND,10,1,0
tkachke01,2009,1,STL,1,0,0
oreilca01,2010,1,NAS,6,3,1
upshasc01,2010,2,CBS,2,0,0
gomezsc01,2006,1,NJD,1,0,0
vermean01,2008,1,OTT,4,0,0
peverri01,2010,2,BOS,1,0,0
jokinju01,2011,1,CAR,2,6,0
setogde01,2007,1,SJS,3,1,1
belaner01,2010,1,PHO,3,1,1
vermean01,2006,1,OTT,8,3,1
kanepa01,2007,1,CHI,9,7,3
sharppa01,2007,1,CHI,5,1,1
nasluma02,2005,1,VAN,7,2,1
lundmja01,2009,1,CAL,4,2,2
kostian01,2008,1,MTL,5,0,0
perryco01,2007,1,AND,7,4,3
simjo01,2006,1,ATL,2,1,1
staaler01,2008,1,CAR,2,0,0
winchbr01,2008,1,STL,1,1,1
maddejo01,2011,1,FLO,0,2,0
stpiema01,2008,1,BOS,1,1,0
visnolu01,2009,1,EDM,1,1,1
holmqmi01,2006,1,CHI,3,0,0
richabr01,2008,1,DAL,7,2,1
letesma01,2011,2,CBS,2,5,0
bertuto01,2010,1,DET,7,2,1
alfreda01,2006,1,OTT,2,0,0
spezzja01,2011,1,OTT,6,10,3
mackede01,2010,1,CBS,1,0,0
sharppa01,2005,2,CHI,2,0,0
carcida01,2007,1,PHO,3,0,0
vanekth01,2005,1,BUF,6,2,1
chimeja01,2009,1,CBS,1,0,0
armstco01,2010,1,TOR,2,2,1
clowery01,2008,1,SJS,5,3,2
hallad01,2008,1,TBL,1,1,0
alfreda01,2010,1,OTT,3,0,0
kovalil01,2005,1,ATL,10,1,0
