playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
camerha01,1913,TBS,NHA,D,2,1,0,1,4
camerha01,1921,TRS,NHL,D,4,0,2,2,11
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
stackte01,1921,TRS,NHL,D,4,0,0,0,0
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
grahale01,1914,OT1,NHA,L,3,1,0,1,0
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
marshja02,1913,TBS,NHA,D,3,1,0,1,2
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
gerared01,1921,TRS,NHL,D,1,0,0,0,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
halljo01,1918,MTL,NHL,D,5,0,0,0,6
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
davidal01,1913,TBS,NHA,R,2,1,0,1,7
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
