coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
hitchke01c,2005,PHI,NHL,1,,82,45,26,11,6,2,4,0
abelsi01c,1964,DET,NHL,1,,70,40,23,7,7,3,4,0
wilsoro02c,2001,WAS,NHL,1,,82,36,35,11,,,,
malonph01c,1976,VAN,NHL,1,,35,9,23,3,,,,
youngwe02c,1909,HAI,NHA,1,,12,4,8,0,,,,
francbo01c,2003,PHO,NHL,1,,62,20,27,15,,,,
therrmi01c,2002,MTL,NHL,1,,46,18,23,5,,,,
laviope01c,2002,NYI,NHL,1,,82,35,36,11,5,1,4,0
mactacr01c,2000,EDM,NHL,1,,82,39,31,12,6,2,4,0
lemaija01c,2008,MIN,NHL,1,,82,40,33,9,,,,
francem01c,1972,NYR,NHL,1,,78,47,23,8,10,5,5,0
arboual01c,1979,NYI,NHL,1,,80,39,28,13,21,15,6,0
ruelcl01c,1969,MTL,NHL,1,,76,38,22,16,,,,
murrabr01c,1981,WAS,NHL,3,,66,25,28,13,,,,
ruffli01c,2002,BUF,NHL,1,,82,27,45,10,,,,
bylsmda01c,2011,PIT,NHL,1,,82,51,25,6,6,2,4,0
stevejo01c,2011,LAK,NHL,2,,4,2,2,0,,,,
sindeha01c,1979,BOS,NHL,2,,7,6,1,0,10,4,6,0
mactacr01c,2002,EDM,NHL,1,,82,36,35,11,6,2,4,0
smithfl01c,1976,BUF,NHL,1,,80,48,24,8,6,2,4,0
gretzwa01c,2007,PHO,NHL,1,,82,38,37,7,,,,
dayha01c,1941,TOR,NHL,1,,48,27,18,3,13,8,5,0
dugalju01c,1938,MTL,NHL,2,,18,9,6,3,3,1,2,0
ruffli01c,2006,BUF,NHL,1,,82,53,22,7,16,9,7,0
adamsja01c,1936,DET,NHL,1,,48,25,14,9,10,6,4,0
dayha01c,1942,TOR,NHL,1,,50,22,19,9,6,2,4,0
mcvieto01c,1990,NJD,NHL,2,,13,4,5,4,7,3,4,0
martija02c,2000,OTT,NHL,1,,82,48,25,9,4,0,4,0
maclepa01c,2011,OTT,NHL,1,,82,41,31,10,7,3,4,0
sullire01c,1967,PIT,NHL,1,,74,27,34,13,,,,
primejo01c,1952,TOR,NHL,1,,70,27,30,13,,,,
martija02c,1987,STL,NHL,1,,80,34,38,8,10,5,5,0
neilsro01c,1981,VAN,NHL,2,,5,4,0,1,17,11,6,0
plageba01c,1982,STL,NHL,2,,48,15,21,12,4,1,3,0
sutteda01c,1998,SJS,NHL,1,,82,31,33,18,6,2,4,0
hillmla01c,1977,WIJ,WHA,1,,80,50,28,2,9,8,1,0
demerja01c,1992,MTL,NHL,1,,84,48,30,6,20,16,4,0
irvindi01c,1936,TOR,NHL,1,,48,22,21,5,2,0,2,0
smithfl01c,1975,BUF,NHL,1,,80,46,21,13,9,4,5,0
patrile01c,1922,VC1,PCHA,1,,30,16,14,0,2,1,1,0
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
blaketo01c,1962,MTL,NHL,1,,70,28,19,23,5,1,4,0
blaketo01c,1960,MTL,NHL,1,,70,41,19,10,6,2,4,0
schinke01c,1976,PIT,NHL,1,,80,34,33,13,3,1,2,0
bergemi03c,1985,QUE,NHL,1,,80,43,31,6,3,0,3,0
babcomi01c,2008,DET,NHL,1,,82,51,21,10,23,15,8,0
cleghod01c,1926,PIP,NHL,1,,44,15,26,3,,,,
geoffbe01c,1968,NYR,NHL,1,,43,22,18,3,,,,
melroba01c,1994,LAK,NHL,1,,41,13,21,7,,,,
shawbr01c,2005,NYI,NHL,2,,40,18,18,4,,,,
sathegl01c,1979,EDM,NHL,1,,80,28,39,13,3,0,3,0
holmgpa01c,1991,PHI,NHL,1,,24,8,14,2,,,,
hartlbo01c,1999,COL,NHL,1,,82,42,29,11,17,11,6,0
blaketo01c,1956,MTL,NHL,1,,70,35,23,12,10,8,2,0
bergemi03c,1988,NYR,NHL,1,,78,37,33,8,,,,
tobinbi01c,1929,CHI,NHL,2,,23,11,10,2,2,0,1,1
lowro01c,1994,EDM,NHL,2,,13,5,7,1,,,,
lalonne01c,1923,SAC,WCHL,1,,30,15,12,3,,,,
mclelto01c,2009,SJS,NHL,1,,82,51,20,11,15,8,7,0
ivanto01c,1957,CHI,NHL,1,,33,10,17,6,,,,
lemaija01c,2003,MIN,NHL,1,,82,30,32,20,,,,
cheevge01c,1984,BOS,NHL,1,,56,25,24,7,,,,
adamsja01c,1943,DET,NHL,1,,50,26,18,6,5,1,4,0
lemaija01c,2000,MIN,NHL,1,,82,25,44,13,,,,
dayha01c,1943,TOR,NHL,1,,50,23,23,4,5,1,4,0
abelsi01c,1960,DET,NHL,1,,70,25,29,16,11,6,5,0
watsoph01c,1957,NYR,NHL,1,,70,32,25,13,6,2,4,0
bouchgu01c,2010,TBL,NHL,1,,82,46,25,11,18,11,7,0
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
laviope01c,2007,CAR,NHL,1,,82,43,33,6,,,,
juliecl01c,2006,NJD,NHL,1,,79,47,24,8,,,,
crispte01c,1995,TBL,NHL,1,,82,38,32,12,6,2,4,0
arniesc01c,2010,CBS,NHL,1,,82,34,35,13,,,,
hartscr01c,2008,OTT,NHL,1,,48,17,24,7,,,,
slatete01c,1976,CIN,WHA,1,,81,39,37,5,4,0,4,0
