qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1211,80,17,3,7,13,1:15.885,,
2544,254,85,30,17,23,1:20.093,,
6356,928,813,208,13,11,1:38.563,1:38.134,
3610,348,15,205,18,21,1:24.199,,
4069,123,18,16,17,9,1:33.474,,
1956,213,64,21,2,16,1:20.175,,
1788,203,14,1,7,2,1:48.845,,
6124,910,1,131,44,21,,,
4886,856,813,3,12,16,1:39.436,1:39.189,
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714
7210,972,832,5,55,11,1:35.827,1:35.948,
6420,931,831,15,12,16,1:18.101,,
4476,73,35,15,11,16,1:32.318,1:35.665,
268,30,21,10,21,20,1:48.447,,
2327,245,89,29,10,22,1:32.995,,
6680,945,828,15,9,18,1:43.838,,
2569,255,87,1,7,24,16:42.640,,
5863,900,825,1,20,4,1:30.949,1:43.247,1:45.745
3358,338,9,4,11,9,1:25.588,1:25.122,1:25.372
6291,918,3,131,6,1,1:41.308,1:41.459,1:40.480
7158,969,840,3,18,19,1:27.143,,
4489,74,2,3,8,9,1:20.807,1:24.389,
6868,956,821,210,21,11,1:07.660,1:07.578,
3637,349,808,4,12,24,,,
7315,977,835,4,30,16,1:06.345,,
4171,94,43,7,16,11,1:17.038,,
7138,968,832,5,55,21,1:42.393,,
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944
1609,175,41,16,23,19,1:34.412,,
5399,878,30,131,7,6,1:37.927,1:37.102,1:36.794
6047,907,807,10,27,10,1:10.389,1:09.624,
589,46,4,1,1,1,1:20.425,1:19.661,1:19.674
2081,226,49,15,15,11,1:32.130,,
1780,201,68,25,21,15,1:44.961,,
3720,353,807,3,10,11,1:38.115,1:37.620,
2908,270,30,22,5,1,1:22.762,,
123,23,22,11,17,15,1:16.208,1:16.537,
1693,192,76,24,19,16,1:19.375,,
3,18,5,1,23,3,1:25.664,1:25.452,1:27.079
4793,851,67,5,18,18,1:24.070,,
2894,269,56,17,15,13,1:22.294,,
4652,845,10,166,24,20,1:27.315,,
5816,898,20,9,1,1,1:38.516,1:37.065,1:36.338
534,43,18,11,7,12,1:16.113,1:15.584,
2210,241,49,15,30,9,1:55.583,,
4352,103,18,16,9,12,2:00.237,,
3156,9,2,2,6,11,1:31.771,1:42.310,
2646,259,102,3,2,1,1:21.548,,
1657,191,14,1,7,2,1:30.053,,
2978,272,104,29,9,19,1:19.061,,
6924,959,1,131,44,2,1:15.243,1:14.748,1:14.470
4034,121,49,15,10,14,1:23.216,,
315,33,15,7,11,7,1:18.501,1:17.541,1:19.026
4525,76,14,9,14,7,1:15.329,1:18.538,
2021,216,76,24,23,15,1:43.927,,
1735,199,15,20,12,14,1:26.808,,
4892,856,816,166,25,22,1:43.483,,
1976,214,65,15,16,14,1:16.018,,
4379,105,46,18,20,19,,,
899,60,30,6,5,3,1:22.096,1:20.659,1:20.574
6445,933,3,131,6,2,1:10.976,1:08.634,1:08.655
4976,860,818,5,17,11,1:26.493,1:26.429,
7309,977,832,5,55,10,1:05.675,1:05.544,1:05.726
1509,158,56,19,7,7,1:31.514,,
3453,342,18,1,1,8,1:15.623,1:15.150,1:14.637
2596,257,55,6,27,3,1:17.385,,
6148,912,1,131,44,1,1:25.363,1:24.560,1:24.109
7017,963,18,1,22,9,1:35.267,1:34.431,1:34.518
1741,199,73,25,20,20,1:28.608,,
2997,1,4,4,7,12,1:26.026,1:25.605,
4573,842,67,5,18,12,1:37.693,1:37.160,
1017,65,2,2,16,11,1:21.437,1:20.623,
7055,965,817,9,3,3,1:36.759,1:36.255,1:35.509
5070,864,30,131,7,9,1:23.757,1:22.904,
1057,67,37,1,4,7,1:22.422,1:21.878,1:22.280
725,52,17,9,15,5,1:13.081,1:12.683,1:12.928
5853,899,16,10,15,16,1:26.874,1:28.586,
1845,208,75,20,15,15,1:17.999,,
5520,883,817,5,19,13,1:34.120,1:33.974,
1409,104,41,7,16,11,1:21.520,,
3674,351,808,4,12,13,1:48.906,1:48.165,
6752,951,8,6,7,4,1:36.976,1:36.741,1:36.663
893,59,11,8,22,19,1:17.276,,
442,39,5,4,4,8,1:21.790,1:21.623,1:22.568
2261,243,22,17,14,8,1:23.705,,
884,59,23,7,7,10,1:14.412,1:14.398,
1274,83,17,3,7,16,1:23.495,,
