constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
21368,664,183,0.0,10,10,0
25304,895,10,62.0,6,6,0
5861,130,6,72.0,1,1,5
24564,844,9,148.0,1,1,3
9278,379,1,102.0,1,1,8
26041,910,131,393.0,1,1,9
5575,187,21,1.0,9,9,0
3340,294,27,0.0,11,11,0
24016,514,57,0.0,13,13,0
1542,166,1,82.0,2,2,4
11169,491,3,67.0,1,1,3
19043,748,101,0.0,8,8,0
7738,327,1,60.0,1,1,3
10650,463,34,41.0,3,3,1
22278,595,34,10.0,5,5,1
2483,230,22,24.0,3,3,0
5934,136,15,11.0,5,5,0
21653,654,34,35.0,4,4,1
5621,141,21,0.0,8,8,0
2482,230,6,35.0,2,2,1
23091,573,37,17.0,7,7,1
6006,110,7,0.0,9,9,0
25771,39,7,5.0,5,5,0
5081,244,22,46.0,1,1,3
20909,689,187,0.0,12,12,0
20398,702,176,0.0,10,10,0
24023,514,27,27.0,1,1,2
19511,729,172,6.0,2,2,0
2481,230,3,69.0,1,1,5
24867,866,131,69.0,5,5,1
25103,877,208,288.0,4,4,1
9275,378,49,0.0,18,18,0
21709,635,200,9.0,4,4,0
22989,567,64,0.0,18,18,0
2484,230,1,18.0,4,4,0
10030,425,52,0.0,16,16,0
10372,445,45,2.0,11,11,0
23984,512,59,0.0,10,10,0
23454,528,6,9.0,3,3,1
4716,280,1,48.0,2,2,3
6153,91,19,0.0,8,8,0
8927,363,18,3.0,13,13,0
11461,508,6,6.0,10,10,0
25516,257,17,3.0,4,4,0
24404,350,10,58.0,6,6,0
22338,598,78,0.0,16,16,0
5801,124,3,6.0,2,2,0
23,20,6,29.0,2,2,2
5473,178,3,7.0,5,5,0
5198,253,22,122.0,1,1,9
25115,878,208,302.0,4,4,1
8412,314,41,1.0,10,10,0
23989,512,58,0.0,5,5,0
19074,750,105,0.0,7,7,0
5092,244,18,0.0,9,9,0
23398,558,59,55.0,3,3,3
7837,332,34,2.0,10,10,0
6505,69,8,0.0,11,11,0
11058,484,4,0.0,11,11,0
24553,843,1,85.0,2,2,1
26155,927,5,12.0,5,5,0
7908,335,42,0.0,18,18,0
22121,612,6,12.0,4,4,0
7694,324,32,0.0,9,9,0
11431,506,6,6.0,10,10,0
21615,651,66,13.0,7,7,1
6384,59,6,63.0,2,2,2
23063,571,27,16.0,5,5,0
10624,461,53,0.0,11,11,0
21554,645,6,0.0,8,8,0
3489,304,17,1.0,11,11,0
5749,153,16,16.0,5,5,0
6046,114,7,3.0,9,9,0
11236,493,53,0.0,17,17,0
2090,194,21,0.0,9,9,0
26569,958,6,224.0,2,2,0
9786,410,49,0.0,11,11,0
5997,109,7,0.0,9,9,0
