raceid,year,round,circuitid,name,date,time,url
5,2009,5,4,Spanish Grand Prix,2009-05-10,12:00:00,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix
14,2009,14,15,Singapore Grand Prix,2009-09-27,12:00:00,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix
21,2008,4,4,Spanish Grand Prix,2008-04-27,12:00:00,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix
43,2007,8,8,French Grand Prix,2007-07-01,12:00:00,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
58,2006,6,4,Spanish Grand Prix,2006-05-14,14:00:00,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix
90,2004,1,1,Australian Grand Prix,2004-03-07,,http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix
101,2004,12,10,German Grand Prix,2004-07-25,,http://en.wikipedia.org/wiki/2004_German_Grand_Prix
124,2002,1,1,Australian Grand Prix,2002-03-03,,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix
129,2002,6,23,Austrian Grand Prix,2002-05-12,,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix
131,2002,8,7,Canadian Grand Prix,2002-06-09,,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix
156,2001,16,19,United States Grand Prix,2001-09-30,,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix
159,2000,2,18,Brazilian Grand Prix,2000-03-26,,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
179,1999,5,4,Spanish Grand Prix,1999-05-30,,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix
185,1999,11,11,Hungarian Grand Prix,1999-08-15,,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix
186,1999,12,13,Belgian Grand Prix,1999-08-29,,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix
188,1999,14,20,European Grand Prix,1999-09-26,,http://en.wikipedia.org/wiki/1999_European_Grand_Prix
189,1999,15,2,Malaysian Grand Prix,1999-10-17,,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix
221,1997,15,20,Luxembourg Grand Prix,1997-09-28,,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix
253,1995,14,20,European Grand Prix,1995-10-01,,http://en.wikipedia.org/wiki/1995_European_Grand_Prix
265,1994,9,10,German Grand Prix,1994-07-31,,http://en.wikipedia.org/wiki/1994_German_Grand_Prix
279,1993,7,7,Canadian Grand Prix,1993-06-13,,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
281,1993,9,9,British Grand Prix,1993-07-11,,http://en.wikipedia.org/wiki/1993_British_Grand_Prix
287,1993,15,22,Japanese Grand Prix,1993-10-24,,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
304,1992,16,29,Australian Grand Prix,1992-11-08,,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
323,1990,3,21,San Marino Grand Prix,1990-05-13,,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
325,1990,5,7,Canadian Grand Prix,1990-06-10,,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix
327,1990,7,34,French Grand Prix,1990-07-08,,http://en.wikipedia.org/wiki/1990_French_Grand_Prix
335,1990,15,22,Japanese Grand Prix,1990-10-21,,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
385,1988,14,26,Spanish Grand Prix,1988-10-02,,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
386,1988,15,22,Japanese Grand Prix,1988-10-30,,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
394,1987,7,9,British Grand Prix,1987-07-12,,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
402,1987,15,22,Japanese Grand Prix,1987-11-01,,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix
409,1986,6,7,Canadian Grand Prix,1986-06-15,,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
425,1985,6,37,Detroit Grand Prix,1985-06-23,,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
440,1984,5,41,French Grand Prix,1984-05-20,,http://en.wikipedia.org/wiki/1984_French_Grand_Prix
451,1984,16,27,Portuguese Grand Prix,1984-10-21,,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix
471,1982,5,40,Belgian Grand Prix,1982-05-09,,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
472,1982,6,6,Monaco Grand Prix,1982-05-23,,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
477,1982,11,34,French Grand Prix,1982-07-25,,http://en.wikipedia.org/wiki/1982_French_Grand_Prix
495,1981,13,14,Italian Grand Prix,1981-09-13,,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
507,1980,10,23,Austrian Grand Prix,1980-08-17,,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
559,1977,17,16,Japanese Grand Prix,1977-10-23,,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
602,1974,13,14,Italian Grand Prix,1974-09-08,,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
629,1972,10,14,Italian Grand Prix,1972-09-10,,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix
630,1972,11,48,Canadian Grand Prix,1972-09-24,,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix
637,1971,6,9,British Grand Prix,1971-07-17,,http://en.wikipedia.org/wiki/1971_British_Grand_Prix
638,1971,7,20,German Grand Prix,1971-08-01,,http://en.wikipedia.org/wiki/1971_German_Grand_Prix
651,1970,9,23,Austrian Grand Prix,1970-08-16,,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix
654,1970,12,46,United States Grand Prix,1970-10-04,,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix
671,1968,5,39,Dutch Grand Prix,1968-06-23,,http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix
681,1967,3,39,Dutch Grand Prix,1967-06-04,,http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix
695,1966,6,20,German Grand Prix,1966-08-07,,http://en.wikipedia.org/wiki/1966_German_Grand_Prix
697,1966,8,46,United States Grand Prix,1966-10-02,,http://en.wikipedia.org/wiki/1966_United_States_Grand_Prix
703,1965,5,9,British Grand Prix,1965-07-10,,http://en.wikipedia.org/wiki/1965_British_Grand_Prix
725,1963,7,14,Italian Grand Prix,1963-09-08,,http://en.wikipedia.org/wiki/1963_Italian_Grand_Prix
730,1962,2,6,Monaco Grand Prix,1962-06-03,,http://en.wikipedia.org/wiki/1962_Monaco_Grand_Prix
736,1962,8,46,United States Grand Prix,1962-10-07,,http://en.wikipedia.org/wiki/1962_United_States_Grand_Prix
737,1962,9,56,South African Grand Prix,1962-12-29,,http://en.wikipedia.org/wiki/1962_South_African_Grand_Prix
738,1961,1,6,Monaco Grand Prix,1961-05-14,,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
743,1961,6,20,German Grand Prix,1961-08-06,,http://en.wikipedia.org/wiki/1961_German_Grand_Prix
771,1958,7,9,British Grand Prix,1958-07-19,,http://en.wikipedia.org/wiki/1958_British_Grand_Prix
