resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
16654,681,387,6,4,10,5.0,5,5,2.0,89,,,,,,,11
7338,330,105,21,9,22,12.0,12,12,0.0,75,,,,,,,12
3419,180,64,15,12,18,6.0,6,6,1.0,69,+3.711,6099438.0,,,,,1
3122,166,37,21,18,13,,R,17,0.0,45,,,,,,,7
15349,621,338,32,9,19,10.0,10,10,0.0,78,,,,,,,11
8248,365,163,27,25,0,,F,27,0.0,0,,,,,,,81
13630,556,233,34,8,11,,R,14,0.0,31,,,,,,,5
17579,726,373,172,8,2,3.0,3,3,4.0,109,,,,,,,11
10782,456,158,4,16,3,,R,14,0.0,30,,,,,,,5
781,54,34,8,23,18,,R,17,0.0,33,,,18.0,21.0,1:42.833,194.050,26
12342,510,152,51,23,4,,R,21,0.0,7,,,,,,,83
1339,81,18,16,3,2,5.0,5,5,4.0,60,+40.3,5109888.0,42.0,7.0,1:21.993,225.721,1
22053,896,813,3,16,18,12.0,12,12,0.0,60,+1:18.951,5551138.0,56.0,14.0,1:29.012,207.275,1
4774,242,55,6,27,5,2.0,2,2,6.0,63,+18.510,6121032.0,,,,,1
19833,824,554,128,6,11,,R,18,0.0,42,,,,,,,5
21478,870,811,3,19,9,7.0,7,7,6.0,69,+33.899,6099402.0,65.0,16.0,1:26.248,182.863,1
3004,161,63,15,17,18,8.0,8,8,0.0,59,,,,,,,11
880,59,21,4,2,9,6.0,6,6,3.0,78,+1:02.072,6285188.0,58.0,5.0,1:15.919,158.379,1
14022,570,232,59,20,21,,R,22,0.0,17,,,,,,,3
5985,288,91,15,29,11,15.0,15,15,0.0,73,,,,,,,23
17999,743,404,172,15,6,,R,25,0.0,1,,,,,,,42
15655,633,345,66,14,5,4.0,4,4,3.0,75,+1:17.9,6621300.0,,,,,1
33,19,12,4,6,13,11.0,11,11,0.0,56,+1:32.202,5570757.0,52.0,15.0,1:36.956,205.812,1
16265,659,262,66,15,13,,R,15,0.0,9,,,,,,,6
8403,369,138,32,12,18,,R,26,0.0,0,,,,,,,4
6626,309,123,27,25,16,,R,18,0.0,27,,,,,,,5
18508,766,479,118,30,1,,R,15,0.0,22,,,,,,,5
13153,539,221,25,4,12,,R,23,0.0,13,,,,,,,5
7810,13,24,10,21,7,,R,17,0.0,22,,,22.0,17.0,1:26.041,242.382,7
4742,240,56,17,15,8,,R,22,0.0,15,,,,,,,8
