driverstandingsid,raceid,driverid,points,position,positiontext,wins
48294,744,456,2.0,16,16,0
65743,888,18,33.0,10,10,0
51373,707,358,4.0,11,11,0
4552,203,63,3.0,13,13,0
12263,116,52,1.0,17,17,0
56884,570,279,0.0,41,41,0
10594,255,77,31.0,6,6,0
51835,804,665,0.0,46,46,0
19913,403,137,73.0,1,1,3
11260,185,69,0.0,20,20,0
21333,446,118,23.0,5,5,0
43988,831,498,21.0,3,3,1
18058,13,153,0.0,23,23,0
16181,329,140,0.0,35,35,0
51507,800,675,0.0,29,29,0
43388,836,697,2.0,15,15,0
58421,559,252,0.0,43,43,0
50797,712,383,1.0,11,11,0
51756,803,690,0.0,89,89,0
17641,320,142,0.0,41,41,0
48188,742,373,8.0,7,7,0
118,24,6,7.0,11,11,0
11719,156,44,5.0,14,14,0
3456,34,13,87.0,2,2,5
56861,570,253,0.0,32,32,0
20632,425,172,2.0,15,15,0
48584,735,403,14.0,5,5,0
54303,631,337,0.0,25,25,0
62280,761,558,0.0,49,49,0
48948,698,373,16.0,6,6,1
59360,511,152,4.0,18,18,0
59165,505,211,0.0,25,25,0
12902,57,26,0.0,17,17,0
10272,244,85,0.0,21,21,0
19022,373,99,0.0,21,21,0
23311,497,219,0.0,32,32,0
11168,181,14,12.0,7,7,0
23015,491,137,26.0,2,2,2
67218,933,825,0.0,21,21,0
53809,676,289,33.0,1,1,2
54674,653,361,0.0,31,31,0
46654,787,529,0.0,54,54,0
10222,242,55,14.0,3,3,0
17496,317,138,2.0,15,15,0
66158,261,101,0.0,26,26,0
51814,804,593,0.0,40,40,0
53496,642,341,3.0,19,19,0
55447,595,305,9.0,9,9,0
12728,104,10,2.0,19,19,0
49170,769,449,0.0,49,49,0
56432,588,301,0.0,42,42,0
43284,835,762,0.0,51,51,0
3218,165,2,0.0,18,18,0
22375,475,209,0.0,36,36,0
19089,375,95,0.0,26,26,0
53484,642,223,13.0,7,7,0
49915,750,529,0.0,47,47,0
49080,768,588,0.0,62,62,0
7046,298,128,0.0,26,26,0
4341,194,21,1.0,9,9,0
65231,871,811,24.0,16,16,0
21204,442,158,3.0,12,12,0
10974,220,81,0.0,23,23,0
55478,595,313,0.0,37,37,0
10744,211,21,4.0,11,11,0
11415,143,22,10.0,3,3,0
