targetid,raceid,driverid,win
67617,951,3,1
58470,559,240,0
11900,131,66,0
16027,325,109,0
12428,90,15,0
59225,507,197,0
48239,743,482,0
63922,343,37,0
66319,265,88,0
49572,774,437,0
11130,179,63,0
64300,355,22,0
46604,786,555,0
10998,221,76,0
7229,304,109,0
68280,974,18,0
45026,813,679,0
12638,101,30,1
53304,637,320,0
19422,385,146,0
51198,703,334,0
53347,638,338,0
65055,865,815,0
63979,346,1,0
48735,737,471,0
46123,793,607,0
48420,730,341,0
16410,335,117,0
22230,471,207,0
15927,323,94,0
23227,495,214,0
48857,695,389,0
49467,773,565,0
48085,738,289,0
19441,386,99,0
54727,654,364,0
54734,654,347,0
47446,783,498,0
9470,279,30,0
54234,629,320,0
55817,602,252,0
17776,5,3,0
53643,671,278,0
13772,43,17,0
54613,651,312,0
47059,778,509,0
65077,866,155,0
9695,287,22,0
49563,774,510,0
63946,344,37,0
63535,725,408,0
11861,129,11,0
11732,156,35,0
48640,736,404,0
9524,281,70,0
67092,928,154,0
54269,630,207,0
19668,394,158,0
20632,425,172,0
11769,124,63,0
19884,402,77,1
10542,253,95,0
20081,409,170,0
22419,477,182,0
63839,341,18,0
16107,327,114,0
48911,697,289,0
12920,58,13,0
51852,804,613,0
21545,451,105,0
48661,736,397,0
18074,14,20,0
11261,185,65,0
11315,188,21,0
22243,472,181,0
23221,495,95,0
19897,402,118,0
46954,791,526,0
52558,681,384,0
11348,189,71,0
64516,847,15,0
67543,945,825,0
65031,864,815,0
68,21,16,0
11288,186,35,0
67752,955,826,0
49,21,2,0
67767,956,18,0
21158,440,170,0
3087,159,22,0
49294,771,533,0
