playerid,award,year,lgid,note,pos
jordami01,All-NBA First Team,1996,NBA,,G
dantlad01,Comeback,1983,NBA,,
vanlino01,All-NBA Second Team,1973,NBA,,G
freemdo01,All-ABA Second Team,1970,ABA,,G
nowitdi01,Most Valuable Player,2006,NBA,,
mikkeve01,All-NBA Second Team,1950,NBA,,
abdulka01,All-NBA Second Team,1969,NBA,,C
gueriri01,All-NBA Second Team,1961,NBA,,G
lovelcl01,All-NBA Second Team,1955,NBA,,C
mckeyde01,All-Defensive Second Team,1994,NBA,,
mikange01,Rookie of the Year,1945,NBL,,
abdulka01,All-NBA First Team,1972,NBA,,C
malonka01,All-NBA Second Team,1987,NBA,,F
artesro01,All-Defensive First Team,2003,NBA,,
jordami01,Rookie of the Year,1984,NBA,,
kesslbo01,Rookie of the Year,1937,NBL,,
reedwi01,All-NBA Second Team,1967,NBA,,F
gilmoar01,All-ABA First Team,1973,ABA,,C
barbole01,Sixth Man of the Year,2006,NBA,,
jamesle01,Rookie of the Year,2003,NBA,,
macaued01,All-NBA Second Team,1953,NBA,,
daviebo01,All-NBA Second Team,1952,NBA,,
bayloel01,All-NBA First Team,1967,NBA,,F
abdulka01,All-NBA Second Team,1982,NBA,,C
johnsla02,All-NBA Second Team,1992,NBA,,F
brownro01,All-ABA Second Team,1967,ABA,,F
mikange01,All-NBA First Team,1949,NBA,,
schaydo01,All-NBA Second Team,1958,NBA,,C
mcginge01,All-NBA First Team,1975,NBA,,F
barryri01,All-NBA Second Team,1972,NBA,,F
malonka01,All-Defensive First Team,1996,NBA,,
vanlino01,All-Defensive First Team,1973,NBA,,
abdulka01,All-Defensive First Team,1978,NBA,,
barklch01,All-NBA First Team,1990,NBA,,F
paulch01,Rookie of the Year,2005,NBA,,
mullich01,All-NBA Second Team,1988,NBA,,F
westppa01,All-NBA Second Team,1977,NBA,,G
garneke01,All-NBA Second Team,2001,NBA,,F
gilmoar01,Finals MVP,1974,ABA,,
bryanko01,All-Defensive First Team,2006,NBA,,
ervinju01,Most Valuable Player,1975,ABA,,
onealsh01,All-NBA Second Team,1998,NBA,,C
mchalke01,All-Defensive First Team,1986,NBA,,
parisro01,All-NBA Second Team,1981,NBA,,C
olajuha01,All-Defensive Second Team,1990,NBA,,
jonesbo01,All-Defensive Team,1974,ABA,,
schaydo01,All-NBA Second Team,1949,NBA,,
arenagi01,All-NBA Second Team,2006,NBA,,G
malonka01,All-NBA First Team,1991,NBA,,F
ginobem01,All-NBA Third Team,2007,NBA,,G
mchalke01,All-NBA First Team,1986,NBA,,F
waltobi01,All-Defensive First Team,1977,NBA,,
ewingpa01,All-NBA Second Team,1987,NBA,,C
bayloel01,All-NBA First Team,1961,NBA,,F
cunnibi01,All-NBA First Team,1969,NBA,,F
garneke01,All-Defensive First Team,1999,NBA,,
coopemi01,All-Defensive First Team,1984,NBA,,
lovebo01,All-NBA Second Team,1971,NBA,,F
