statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
16,16,13.08.1999 г.,1999-09-02 00:00:00,0.0,
47,47,13.08.1999 г.,1999-09-02 00:00:00,0.0,
48,48,13.08.1999 г.,1999-09-02 00:00:00,0.0,
49,49,13.08.1999 г.,1999-09-02 00:00:00,0.0,
57,57,13.08.1999 г.,1999-09-02 00:00:00,0.0,
93,93,13.08.1999 г.,1999-09-02 00:00:00,0.0,
136,136,13.08.1999 г.,1999-09-02 00:00:00,0.0,
147,147,13.08.1999 г.,1999-09-02 00:00:00,0.0,
170,170,13.08.1999 г.,1999-09-02 00:00:00,0.0,
173,173,13.08.1999 г.,1999-09-02 00:00:00,0.0,
205,205,13.08.1999 г.,1999-09-02 00:00:00,0.0,
222,222,13.08.1999 г.,1999-09-02 00:00:00,0.0,
236,236,13.08.1999 г.,1999-09-02 00:00:00,0.0,
259,259,13.08.1999 г.,1999-09-02 00:00:00,0.0,
277,277,13.08.1999 г.,1999-09-02 00:00:00,0.0,
293,293,13.08.1999 г.,1999-09-02 00:00:00,0.0,
331,331,13.08.1999 г.,1999-09-02 00:00:00,0.0,
333,333,13.08.1999 г.,1999-09-02 00:00:00,0.0,
346,346,13.08.1999 г.,1999-09-02 00:00:00,0.0,
358,358,13.08.1999 г.,1999-09-02 00:00:00,0.0,
359,359,13.08.1999 г.,1999-09-02 00:00:00,0.0,
360,360,13.08.1999 г.,1999-09-02 00:00:00,0.0,
363,363,13.08.1999 г.,1999-09-02 00:00:00,0.0,
377,377,13.08.1999 г.,1999-09-02 00:00:00,2160.0,
385,385,13.08.1999 г.,1999-09-02 00:00:00,0.0,
423,423,13.08.1999 г.,1999-09-02 00:00:00,0.0,
436,436,13.08.1999 г.,1999-09-02 00:00:00,0.0,
445,445,13.08.1999 г.,1999-09-02 00:00:00,0.0,
456,456,13.08.1999 г.,1999-09-02 00:00:00,0.0,
457,457,13.08.1999 г.,1999-09-02 00:00:00,3460.0,
461,461,13.08.1999 г.,1999-09-02 00:00:00,0.0,
464,464,13.08.1999 г.,1999-09-02 00:00:00,2923.0,
475,475,13.08.1999 г.,1999-09-02 00:00:00,0.0,
477,477,13.08.1999 г.,1999-09-02 00:00:00,0.0,
487,487,13.08.1999 г.,1999-09-02 00:00:00,0.0,
509,509,13.08.1999 г.,1999-09-02 00:00:00,0.0,
519,519,13.08.1999 г.,1999-09-02 00:00:00,0.0,
608,608,13.08.1999 г.,1999-09-02 00:00:00,4208.0,
622,622,13.08.1999 г.,1999-09-02 00:00:00,0.0,
659,659,13.08.1999 г.,1999-09-02 00:00:00,4552.0,
661,661,13.08.1999 г.,1999-09-02 00:00:00,0.0,
663,663,13.08.1999 г.,1999-09-02 00:00:00,0.0,
667,667,13.08.1999 г.,1999-09-02 00:00:00,622.0,
670,670,13.08.1999 г.,1999-09-02 00:00:00,0.0,
677,677,13.08.1999 г.,1999-09-02 00:00:00,0.0,
701,701,13.08.1999 г.,1999-09-02 00:00:00,0.0,
724,724,13.08.1999 г.,1999-09-02 00:00:00,0.0,
737,737,13.08.1999 г.,1999-09-02 00:00:00,0.0,
741,741,13.08.1999 г.,1999-09-02 00:00:00,3161.0,
761,761,13.08.1999 г.,1999-09-02 00:00:00,0.0,
768,768,13.08.1999 г.,1999-09-02 00:00:00,0.0,
775,775,13.08.1999 г.,1999-09-02 00:00:00,3718.0,
777,777,13.08.1999 г.,1999-09-02 00:00:00,0.0,
783,783,13.08.1999 г.,1999-09-02 00:00:00,1566.0,
804,804,13.08.1999 г.,1999-09-02 00:00:00,0.0,
812,812,13.08.1999 г.,1999-09-02 00:00:00,0.0,
831,831,13.08.1999 г.,1999-09-02 00:00:00,5815.0,
866,866,13.08.1999 г.,1999-09-02 00:00:00,2930.0,
887,887,13.08.1999 г.,1999-09-02 00:00:00,0.0,
910,910,13.08.1999 г.,1999-09-02 00:00:00,0.0,
992,992,13.08.1999 г.,1999-09-02 00:00:00,5458.0,
1007,1007,13.08.1999 г.,1999-09-02 00:00:00,601.0,
1009,1009,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1011,1011,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1014,1014,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1023,1023,13.08.1999 г.,1999-09-02 00:00:00,3433.0,
1043,1043,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1046,1046,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1058,1058,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1065,1065,13.08.1999 г.,1999-09-02 00:00:00,4005.0,
1082,1082,13.08.1999 г.,1999-09-02 00:00:00,7877.0,
1106,1106,13.08.1999 г.,1999-09-02 00:00:00,6812.0,
1111,1111,13.08.1999 г.,1999-09-02 00:00:00,403.0,
1123,1123,13.08.1999 г.,1999-09-02 00:00:00,2222.0,
1148,1148,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1154,1154,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1156,1156,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1180,1180,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1183,1183,13.08.1999 г.,1999-09-02 00:00:00,2443.0,
1261,1261,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1289,1289,13.08.1999 г.,1999-09-02 00:00:00,1018.0,
1324,1324,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1401,1401,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1423,1423,13.08.1999 г.,1999-09-02 00:00:00,2615.0,
1444,1444,13.08.1999 г.,1999-09-02 00:00:00,1830.0,
1481,1481,13.08.1999 г.,1999-09-02 00:00:00,3903.0,
1522,1522,13.08.1999 г.,1999-09-02 00:00:00,2469.0,
1527,1527,13.08.1999 г.,1999-09-02 00:00:00,2779.0,
1555,1555,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1581,1581,13.08.1999 г.,1999-09-02 00:00:00,6882.0,
1608,1608,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1648,1648,13.08.1999 г.,1999-09-02 00:00:00,4554.0,
1654,1654,13.08.1999 г.,1999-09-02 00:00:00,4203.0,
1657,1657,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1659,1659,13.08.1999 г.,1999-09-02 00:00:00,2587.0,
1666,1666,13.08.1999 г.,1999-09-02 00:00:00,778.0,
1674,1674,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1675,1675,13.08.1999 г.,1999-09-02 00:00:00,4676.0,
1676,1676,13.08.1999 г.,1999-09-02 00:00:00,4523.0,
1681,1681,13.08.1999 г.,1999-09-02 00:00:00,10525.0,
1684,1684,13.08.1999 г.,1999-09-02 00:00:00,3992.0,
1689,1689,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1713,1713,13.08.1999 г.,1999-09-02 00:00:00,6825.0,
1719,1719,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1755,1755,13.08.1999 г.,1999-09-02 00:00:00,8106.0,
1794,1794,13.08.1999 г.,1999-09-02 00:00:00,147.0,
1808,1808,13.08.1999 г.,1999-09-02 00:00:00,4885.0,
1815,1815,13.08.1999 г.,1999-09-02 00:00:00,2533.0,
1831,1831,13.08.1999 г.,1999-09-02 00:00:00,1672.0,
1832,1832,13.08.1999 г.,1999-09-02 00:00:00,3344.0,
1863,1863,13.08.1999 г.,1999-09-02 00:00:00,2322.0,
1867,1867,13.08.1999 г.,1999-09-02 00:00:00,2690.0,
1882,1882,13.08.1999 г.,1999-09-02 00:00:00,3227.0,
1913,1913,13.08.1999 г.,1999-09-02 00:00:00,75.0,
1940,1940,13.08.1999 г.,1999-09-02 00:00:00,0.0,
1992,1992,13.08.1999 г.,1999-09-02 00:00:00,3523.0,
2004,2004,13.08.1999 г.,1999-09-02 00:00:00,3176.0,
2005,2005,13.08.1999 г.,1999-09-02 00:00:00,3096.0,
2008,2008,13.08.1999 г.,1999-09-02 00:00:00,1344.0,
2010,2010,13.08.1999 г.,1999-09-02 00:00:00,7086.0,
2066,2066,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2087,2087,13.08.1999 г.,1999-09-02 00:00:00,1820.0,
2126,2126,13.08.1999 г.,1999-09-02 00:00:00,4700.0,
2139,2139,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2142,2142,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2144,2144,13.08.1999 г.,1999-09-02 00:00:00,3997.0,
2155,2155,13.08.1999 г.,1999-09-02 00:00:00,6263.0,
2160,2160,13.08.1999 г.,1999-09-02 00:00:00,3175.0,
2233,2233,13.08.1999 г.,1999-09-02 00:00:00,3901.0,
2244,2244,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2248,2248,13.08.1999 г.,1999-09-02 00:00:00,3045.0,
2258,2258,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2276,2276,13.08.1999 г.,1999-09-02 00:00:00,8347.0,
2308,2308,13.08.1999 г.,1999-09-02 00:00:00,4499.0,
2329,2329,13.08.1999 г.,1999-09-02 00:00:00,12869.0,
2362,2362,13.08.1999 г.,1999-09-02 00:00:00,3319.0,
2371,2371,13.08.1999 г.,1999-09-02 00:00:00,3311.0,
2373,2373,13.08.1999 г.,1999-09-02 00:00:00,13227.0,
2403,2403,13.08.1999 г.,1999-09-02 00:00:00,1583.0,
2470,2470,13.08.1999 г.,1999-09-02 00:00:00,6452.0,
2499,2499,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2507,2507,13.08.1999 г.,1999-09-02 00:00:00,3603.0,
2533,2533,13.08.1999 г.,1999-09-02 00:00:00,1636.0,
2558,2558,13.08.1999 г.,1999-09-02 00:00:00,2488.0,
2579,2579,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2587,2587,13.08.1999 г.,1999-09-02 00:00:00,9310.0,
2602,2602,13.08.1999 г.,1999-09-02 00:00:00,660.0,
2616,2616,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2627,2627,13.08.1999 г.,1999-09-02 00:00:00,7635.0,
2629,2629,13.08.1999 г.,1999-09-02 00:00:00,876.0,
2632,2632,13.08.1999 г.,1999-09-02 00:00:00,270.0,
2636,2636,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2661,2661,13.08.1999 г.,1999-09-02 00:00:00,4972.0,
2675,2675,13.08.1999 г.,1999-09-02 00:00:00,6098.0,
2680,2680,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2681,2681,13.08.1999 г.,1999-09-02 00:00:00,4392.0,
2684,2684,13.08.1999 г.,1999-09-02 00:00:00,1232.0,
2707,2707,13.08.1999 г.,1999-09-02 00:00:00,2451.0,
2742,2742,13.08.1999 г.,1999-09-02 00:00:00,8723.0,
2768,2768,13.08.1999 г.,1999-09-02 00:00:00,4741.0,
2773,2773,13.08.1999 г.,1999-09-02 00:00:00,3238.0,
2778,2778,13.08.1999 г.,1999-09-02 00:00:00,2455.0,
2786,2786,13.08.1999 г.,1999-09-02 00:00:00,3278.0,
2803,2803,13.08.1999 г.,1999-09-02 00:00:00,4206.0,
2805,2805,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2821,2821,13.08.1999 г.,1999-09-02 00:00:00,6653.0,
2845,2845,13.08.1999 г.,1999-09-02 00:00:00,10677.0,
2876,2876,13.08.1999 г.,1999-09-02 00:00:00,6304.0,
2917,2917,13.08.1999 г.,1999-09-02 00:00:00,6954.0,
2926,2926,13.08.1999 г.,1999-09-02 00:00:00,1322.0,
2935,2935,13.08.1999 г.,1999-09-02 00:00:00,503.0,
2938,2938,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2952,2952,13.08.1999 г.,1999-09-02 00:00:00,2626.0,
2965,2965,13.08.1999 г.,1999-09-02 00:00:00,2128.0,
2976,2976,13.08.1999 г.,1999-09-02 00:00:00,0.0,
2991,2991,13.08.1999 г.,1999-09-02 00:00:00,10479.0,
2992,2992,13.08.1999 г.,1999-09-02 00:00:00,330.0,
2996,2996,13.08.1999 г.,1999-09-02 00:00:00,2492.0,
3001,3001,13.08.1999 г.,1999-09-02 00:00:00,7378.0,
3008,3008,13.08.1999 г.,1999-09-02 00:00:00,0.0,
3069,3069,13.08.1999 г.,1999-09-02 00:00:00,10799.0,
3078,3078,13.08.1999 г.,1999-09-02 00:00:00,7366.0,
3085,3085,13.08.1999 г.,1999-09-02 00:00:00,9198.0,
3094,3094,13.08.1999 г.,1999-09-02 00:00:00,2641.0,
3123,3123,13.08.1999 г.,1999-09-02 00:00:00,4943.0,
3140,3140,13.08.1999 г.,1999-09-02 00:00:00,2899.0,
3145,3145,13.08.1999 г.,1999-09-02 00:00:00,13310.0,
3148,3148,13.08.1999 г.,1999-09-02 00:00:00,7242.0,
3196,3196,13.08.1999 г.,1999-09-02 00:00:00,4295.0,
3259,3259,13.08.1999 г.,1999-09-02 00:00:00,3617.0,
3276,3276,13.08.1999 г.,1999-09-02 00:00:00,0.0,
3279,3279,13.08.1999 г.,1999-09-02 00:00:00,3505.0,
3287,3287,13.08.1999 г.,1999-09-02 00:00:00,10237.0,
3289,3289,13.08.1999 г.,1999-09-02 00:00:00,4927.0,
3295,3295,13.08.1999 г.,1999-09-02 00:00:00,831.0,
3299,3299,13.08.1999 г.,1999-09-02 00:00:00,4850.0,
3308,3308,13.08.1999 г.,1999-09-02 00:00:00,1361.0,
3335,3335,13.08.1999 г.,1999-09-02 00:00:00,2393.0,
3336,3336,13.08.1999 г.,1999-09-02 00:00:00,5196.0,
3340,3340,13.08.1999 г.,1999-09-02 00:00:00,7460.0,
3367,3367,13.08.1999 г.,1999-09-02 00:00:00,0.0,
3394,3394,13.08.1999 г.,1999-09-02 00:00:00,3324.0,
3438,3438,13.08.1999 г.,1999-09-02 00:00:00,19309.0,
3446,3446,13.08.1999 г.,1999-09-02 00:00:00,1183.0,
3464,3464,13.08.1999 г.,1999-09-02 00:00:00,12933.0,
3497,3497,13.08.1999 г.,1999-09-02 00:00:00,4779.0,
3499,3499,13.08.1999 г.,1999-09-02 00:00:00,5130.0,
3501,3501,13.08.1999 г.,1999-09-02 00:00:00,2240.0,
3535,3535,13.08.1999 г.,1999-09-02 00:00:00,4646.0,
3548,3548,13.08.1999 г.,1999-09-02 00:00:00,4404.0,
3563,3563,13.08.1999 г.,1999-09-02 00:00:00,1274.0,
