orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10248,VINET,5,1996-07-04T00:00:00,1996-08-01T00:00:00,1996-07-16T00:00:00,3,32.38,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France
10257,HILAA,4,1996-07-16T00:00:00,1996-08-13T00:00:00,1996-07-22T00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10271,SPLIR,6,1996-08-01T00:00:00,1996-08-29T00:00:00,1996-08-30T00:00:00,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10278,BERGS,8,1996-08-12T00:00:00,1996-09-09T00:00:00,1996-08-16T00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10283,LILAS,3,1996-08-16T00:00:00,1996-09-13T00:00:00,1996-08-23T00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10297,BLONP,5,1996-09-04T00:00:00,1996-10-16T00:00:00,1996-09-10T00:00:00,2,5.74,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10302,SUPRD,4,1996-09-10T00:00:00,1996-10-08T00:00:00,1996-10-09T00:00:00,2,6.27,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10308,ANATR,7,1996-09-18T00:00:00,1996-10-16T00:00:00,1996-09-24T00:00:00,3,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitucin 2222,Mxico D.F.,,5021,Mexico
10312,WANDK,2,1996-09-23T00:00:00,1996-10-21T00:00:00,1996-10-03T00:00:00,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10314,RATTC,1,1996-09-25T00:00:00,1996-10-23T00:00:00,1996-10-04T00:00:00,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10342,FRANK,4,1996-10-30T00:00:00,1996-11-13T00:00:00,1996-11-04T00:00:00,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10361,QUICK,1,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-03T00:00:00,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10367,VAFFE,7,1996-11-28T00:00:00,1996-12-26T00:00:00,1996-12-02T00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10372,QUEEN,5,1996-12-04T00:00:00,1997-01-01T00:00:00,1996-12-09T00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10380,HUNGO,8,1996-12-12T00:00:00,1997-01-09T00:00:00,1997-01-16T00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10384,BERGS,3,1996-12-16T00:00:00,1997-01-13T00:00:00,1996-12-20T00:00:00,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10385,SPLIR,1,1996-12-17T00:00:00,1997-01-14T00:00:00,1996-12-23T00:00:00,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10400,EASTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-16T00:00:00,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK
10403,ERNSH,4,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-09T00:00:00,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10417,SIMOB,4,1997-01-16T00:00:00,1997-02-13T00:00:00,1997-01-28T00:00:00,3,70.29,Simons bistro,Vinbltet 34,Kobenhavn,,1734,Denmark
10431,BOTTM,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-07T00:00:00,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10437,WARTH,8,1997-02-05T00:00:00,1997-03-05T00:00:00,1997-02-12T00:00:00,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10439,MEREP,6,1997-02-07T00:00:00,1997-03-07T00:00:00,1997-02-10T00:00:00,3,4.07,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10T00:00:00,1997-03-10T00:00:00,1997-02-28T00:00:00,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10459,VICTE,4,1997-02-27T00:00:00,1997-03-27T00:00:00,1997-02-28T00:00:00,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10465,VAFFE,1,1997-03-05T00:00:00,1997-04-02T00:00:00,1997-03-14T00:00:00,3,145.04,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
