provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
103,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
178,Prov. Humble Re, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
185,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
196,Prov. Just Petr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
244,Prov. Expert Ne, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,4,
246,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
252,Prov. Famous Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
262,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
267,Prov. Giant Que, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
284,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
286,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
299,Prov. Just Sail, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
302,Prov. Apex Ligh, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
304,Prov. Apex Need, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,4,
318,Prov. Boston Re, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
337,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
346,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
352,Prov. Famous Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
362,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
372,Prov. Humble Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
382,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
403,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
405,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
408,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
417,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
420,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
426,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
428,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
433,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
438,Prov. Driven Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
449,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
454,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
457,Prov. Famous Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
462,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
466,Prov. Giant Pet, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
468,Prov. Giant Res, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
469,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
472,Prov. Humble Li, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
473,Prov. Humble Ma, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
476,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,5,
477,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
478,Prov. Humble Re, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
479,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
482,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
483,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
486,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
488,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
490,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,6,
491,Prov. Just Key, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
492,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
495,Prov. Just Oper, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
496,Prov. Just Petr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
497,Prov. Just Ques, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
498,Prov. Just Rest, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
499,Prov. Just Sail, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
500,Prov. Just Tran, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
360,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
63,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,6,
276,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,5,
442,Prov. Expert Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
391,Prov. Just Key, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,4,
8,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
158,Prov. Famous Re, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
233,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
394,Prov. Just Need, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
6,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
105,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
310,Prov. Apex Tran, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
54,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,5,
229,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
179,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
142,Prov. Expert Li, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
45,Prov. Expert Op, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
124,Prov. Computer, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
28,Prov. Computer, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
134,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
361,Prov. Giant Key, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
221,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
392,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
206,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
71,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,8,
308,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
208,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
183,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
287,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
270,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
