charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
585659,8880,267,8,1999-07-20T10:50:13,1284.0,8880,
1485431,8193,262,10,1999-08-07T10:50:12,2291.0,8193,
1770025,8157,196,2,1999-08-28T10:49:00,3044.0,18157,
560829,4084,497,3,1999-08-23T10:48:17,4101.0,14084,
1407080,3119,449,2,1999-10-01T10:44:09,2718.0,23119,
1564676,9985,499,5,1999-10-01T10:48:35,4127.0,29985,
859783,1502,438,10,1999-09-05T10:48:12,2820.0,11502,
1340145,6517,304,10,1999-08-07T10:46:43,1113.0,6517,
853948,8022,492,6,1999-08-15T10:47:46,1137.0,18022,
623957,9606,286,10,1999-08-07T10:45:25,2428.0,9606,
1500437,7640,318,9,1999-07-13T10:43:40,136.0,7640,
1129333,8505,500,10,1999-08-07T10:45:52,801.0,8505,
873118,9843,372,3,1999-07-03T10:49:15,3777.0,9843,
1169291,9401,403,3,1999-09-25T10:48:57,2015.0,29401,
1351691,7153,252,8,1999-07-04T10:47:36,4180.0,7153,
1461770,6346,495,4,1999-08-18T10:48:21,2053.0,16346,
1155823,9246,468,7,1999-07-27T10:47:54,2936.0,9246,
1412208,9726,362,7,1999-10-05T10:44:32,2573.0,29726,
876071,9770,103,3,1999-09-20T10:49:29,19.0,29770,
537493,7969,477,5,1999-07-18T10:46:30,3947.0,7969,
1467594,8062,178,5,1999-07-21T10:48:49,4725.0,8062,
737292,6279,408,8,1999-07-25T10:46:29,2052.0,6279,
671478,9230,491,6,1999-06-24T10:49:07,1036.0,9230,
1888323,6733,439,9,1999-08-10T10:50:26,2799.0,6733,
1329032,7222,420,10,1999-07-31T10:45:51,4515.0,7222,
1219139,9695,405,8,1999-08-31T10:45:03,2796.0,19695,
1782678,9781,185,10,1999-09-27T10:49:59,4658.0,29781,
1692043,6984,439,2,1999-07-11T10:50:43,1943.0,6984,
1510899,6216,299,10,1999-10-13T10:44:26,2224.0,0,
1727619,9794,352,8,1999-06-29T10:45:44,4351.0,9794,
772916,8704,476,4,1999-10-06T10:49:14,55.0,28704,
1736480,1742,478,8,1999-08-25T10:46:26,1757.0,11742,
1988531,8902,500,8,1999-08-24T10:50:27,2113.0,18902,
1144777,9014,246,8,1999-09-25T10:47:04,1507.0,29014,
947652,9335,488,2,1999-06-22T10:47:17,4106.0,9335,
615115,9477,490,5,1999-07-21T10:44:45,1505.0,9477,
549420,9084,500,10,1999-08-01T10:47:25,4673.0,9084,
1341345,9663,500,4,1999-06-18T10:46:48,2301.0,9663,
1979745,9979,479,3,1999-08-16T10:49:45,1307.0,19979,
536702,8310,428,10,1999-08-09T10:46:27,4747.0,8310,
1379981,3636,499,8,1999-08-09T10:49:46,385.0,3636,
963890,5625,496,6,1999-09-15T10:48:31,2695.0,25625,
1262313,9795,497,2,1999-10-08T10:48:24,555.0,29795,
1677033,6738,500,9,1999-09-27T10:49:33,1246.0,26738,
598369,6651,302,4,1999-06-29T10:51:12,4739.0,6651,
1600380,7403,500,2,1999-09-09T10:43:39,2155.0,17403,
1064060,8393,457,2,1999-09-24T10:48:32,3673.0,28393,
516860,6448,486,7,1999-06-29T10:44:53,461.0,6448,
1040619,9184,299,2,1999-09-18T10:46:45,2849.0,29184,
635590,4921,483,8,1999-07-19T10:46:21,3901.0,4921,
509843,3576,382,3,1999-07-01T10:44:21,3185.0,3576,
1410052,9795,482,2,1999-07-09T10:44:22,3769.0,9795,
1656959,9013,492,3,1999-06-25T10:48:00,1259.0,9013,
1383114,9645,284,3,1999-07-26T10:50:01,4690.0,9645,
1277947,9446,426,10,1999-09-30T10:49:37,1353.0,29446,
1563142,3896,453,5,1999-07-02T10:48:28,4225.0,3896,
842298,6971,491,2,1999-10-02T10:46:52,3252.0,26971,
1947879,8676,469,5,1999-07-05T10:47:18,1811.0,8676,
1139450,8828,466,7,1999-08-19T10:46:39,3553.0,18828,
90042,9819,472,5,1999-07-14T10:50:34,4941.0,9819,
1777872,9980,496,2,1999-07-29T10:49:37,2446.0,9980,
630435,9777,498,5,1999-08-20T10:45:57,3433.0,19777,
547536,4180,483,5,1999-08-08T10:47:16,508.0,4180,
1824768,9224,490,7,1999-06-21T10:45:31,3091.0,9224,
1597052,9998,488,2,1999-07-23T10:51:07,1490.0,9998,
730699,9392,500,4,1999-08-28T10:45:58,2907.0,19392,
1860175,7234,433,2,1999-09-27T10:48:14,637.0,27234,
1474339,8588,244,3,1999-07-20T10:49:20,1588.0,8588,
1624187,9299,462,6,1999-08-02T10:45:28,2638.0,9299,
986902,9863,417,10,1999-07-27T10:50:19,567.0,9863,
1993326,6127,449,3,1999-09-24T10:50:49,4160.0,26127,
1225965,7882,479,2,1999-08-09T10:45:36,1067.0,7882,
1590765,3028,346,6,1999-10-12T10:50:37,365.0,23028,
1566454,8218,473,6,1999-09-16T10:48:43,2397.0,28218,
588505,9572,497,8,1999-07-18T10:50:27,2682.0,9572,
1634123,8773,454,6,1999-07-29T10:46:15,1957.0,8773,
760123,5159,337,7,1999-09-27T10:48:14,1932.0,25159,
