payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
4886,6563,1999-09-02T00:00:00,15822.0,0,
12510,6919,1999-10-03T00:00:00,5446.0,0,
2644,4259,1999-09-02T00:00:00,2390.0,0,
9247,2890,1999-10-03T00:00:00,4180.0,0,
12673,7092,1999-10-03T00:00:00,1668.0,0,
5657,7337,1999-09-02T00:00:00,16461.0,0,
13113,7544,1999-10-03T00:00:00,2509.0,0,
8999,2462,1999-10-03T00:00:00,3624.0,0,
218,997,1999-09-02T00:00:00,3572.0,0,
12860,7284,1999-10-03T00:00:00,5996.0,0,
15147,9593,1999-10-03T00:00:00,30320.0,0,
4999,6676,1999-09-02T00:00:00,8568.0,0,
6212,7893,1999-09-02T00:00:00,4112.0,0,
6425,8106,1999-09-02T00:00:00,15450.0,0,
12101,6485,1999-10-03T00:00:00,9251.0,0,
6019,7700,1999-09-02T00:00:00,6912.0,0,
14068,8511,1999-10-03T00:00:00,7297.0,0,
14332,8776,1999-10-03T00:00:00,13067.0,0,
13021,7451,1999-10-03T00:00:00,13719.0,0,
6455,8136,1999-09-02T00:00:00,22606.0,0,
15059,9505,1999-10-03T00:00:00,14765.0,0,
14561,9007,1999-10-03T00:00:00,8840.0,0,
13713,8153,1999-10-03T00:00:00,21726.0,0,
15508,9954,1999-10-03T00:00:00,23996.0,0,
12372,6776,1999-10-03T00:00:00,4204.0,0,
4199,5870,1999-09-02T00:00:00,14488.0,0,
13838,8279,1999-10-03T00:00:00,10471.0,0,
13517,7954,1999-10-03T00:00:00,10395.0,0,
2374,3974,1999-09-02T00:00:00,9012.0,0,
12595,7006,1999-10-03T00:00:00,4197.0,0,
3203,4846,1999-09-02T00:00:00,14559.0,0,
6592,8273,1999-09-02T00:00:00,24989.0,0,
10529,4705,1999-10-03T00:00:00,4219.0,0,
11253,5546,1999-10-03T00:00:00,3072.0,0,
12318,6720,1999-10-03T00:00:00,6335.0,0,
2189,3771,1999-09-02T00:00:00,4890.0,0,
4205,5876,1999-09-02T00:00:00,7884.0,0,
13531,7968,1999-10-03T00:00:00,12201.0,0,
8354,547,1999-10-03T00:00:00,2186.0,0,
10785,4997,1999-10-03T00:00:00,10289.0,0,
11902,6273,1999-10-03T00:00:00,3498.0,0,
6293,7974,1999-09-02T00:00:00,21113.0,0,
810,2068,1999-09-02T00:00:00,6498.0,0,
8540,1367,1999-10-03T00:00:00,4874.0,0,
4670,6347,1999-09-02T00:00:00,15163.0,0,
5459,7138,1999-09-02T00:00:00,25491.0,0,
12668,7086,1999-10-03T00:00:00,1168.0,0,
8114,9795,1999-09-02T00:00:00,37125.0,0,
9085,2618,1999-10-03T00:00:00,601.0,0,
15008,9454,1999-10-03T00:00:00,12904.0,0,
3493,5149,1999-09-02T00:00:00,13367.0,0,
14270,8714,1999-10-03T00:00:00,19736.0,0,
2869,4500,1999-09-02T00:00:00,15005.0,0,
10917,5153,1999-10-03T00:00:00,2469.0,0,
2550,4159,1999-09-02T00:00:00,7015.0,0,
8871,2195,1999-10-03T00:00:00,2443.0,0,
917,2229,1999-09-02T00:00:00,1078.0,0,
2121,3696,1999-09-02T00:00:00,5835.0,0,
14800,9246,1999-10-03T00:00:00,50963.0,0,
14305,8749,1999-10-03T00:00:00,7938.0,0,
3720,5379,1999-09-02T00:00:00,11009.0,0,
15084,9530,1999-10-03T00:00:00,17853.0,0,
9083,2614,1999-10-03T00:00:00,4028.0,0,
9560,3376,1999-10-03T00:00:00,3130.0,0,
10250,4337,1999-10-03T00:00:00,6381.0,0,
4996,6673,1999-09-02T00:00:00,15323.0,0,
9340,3043,1999-10-03T00:00:00,666.0,0,
332,1264,1999-09-02T00:00:00,1275.0,0,
10294,4405,1999-10-03T00:00:00,7368.0,0,
11143,5421,1999-10-03T00:00:00,1976.0,0,
364,1323,1999-09-02T00:00:00,3808.0,0,
5496,7175,1999-09-02T00:00:00,21598.0,0,
10585,4773,1999-10-03T00:00:00,2182.0,0,
12234,6630,1999-10-03T00:00:00,3164.0,0,
8664,1722,1999-10-03T00:00:00,3185.0,0,
3573,5231,1999-09-02T00:00:00,5332.0,0,
7424,9105,1999-09-02T00:00:00,19910.0,0,
13220,7654,1999-10-03T00:00:00,21823.0,0,
2305,3898,1999-09-02T00:00:00,1820.0,0,
11955,6328,1999-10-03T00:00:00,2250.0,0,
8693,1812,1999-10-03T00:00:00,8158.0,0,
897,2199,1999-09-02T00:00:00,3442.0,0,
3698,5357,1999-09-02T00:00:00,7102.0,0,
14277,8721,1999-10-03T00:00:00,17949.0,0,
10725,4930,1999-10-03T00:00:00,3354.0,0,
2454,4058,1999-09-02T00:00:00,906.0,0,
5406,7085,1999-09-02T00:00:00,13674.0,0,
13413,7849,1999-10-03T00:00:00,8611.0,0,
14817,9263,1999-10-03T00:00:00,15571.0,0,
13847,8288,1999-10-03T00:00:00,4922.0,0,
2996,4633,1999-09-02T00:00:00,1871.0,0,
5281,6959,1999-09-02T00:00:00,15326.0,0,
14831,9277,1999-10-03T00:00:00,18438.0,0,
6648,8329,1999-09-02T00:00:00,42932.0,0,
15007,9453,1999-10-03T00:00:00,16457.0,0,
835,2103,1999-09-02T00:00:00,6391.0,0,
2597,4207,1999-09-02T00:00:00,13849.0,0,
7034,8715,1999-09-02T00:00:00,12846.0,0,
4770,6447,1999-09-02T00:00:00,18238.0,0,
13524,7961,1999-10-03T00:00:00,10560.0,0,
9800,3727,1999-10-03T00:00:00,3220.0,0,
12145,6533,1999-10-03T00:00:00,3663.0,0,
168,869,1999-09-02T00:00:00,4150.0,0,
5172,6850,1999-09-02T00:00:00,14999.0,0,
1402,2857,1999-09-02T00:00:00,6799.0,0,
9683,3560,1999-10-03T00:00:00,3901.0,0,
14989,9435,1999-10-03T00:00:00,30572.0,0,
14207,8650,1999-10-03T00:00:00,5061.0,0,
2240,3829,1999-09-02T00:00:00,9161.0,0,
1573,3078,1999-09-02T00:00:00,7366.0,0,
6302,7983,1999-09-02T00:00:00,12865.0,0,
153,833,1999-09-02T00:00:00,4398.0,0,
14155,8598,1999-10-03T00:00:00,4518.0,0,
6646,8327,1999-09-02T00:00:00,8157.0,0,
782,2032,1999-09-02T00:00:00,5493.0,0,
3579,5237,1999-09-02T00:00:00,14542.0,0,
