provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
142,Prov. Expert Li, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
188,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
202,Prov. Apex Ligh, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
220,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
252,Prov. Famous Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
274,Prov. Humble Ne, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
295,Prov. Just Oper, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
297,Prov. Just Ques, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
303,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
330,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
334,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
336,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
351,Prov. Famous Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
357,Prov. Famous Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
361,Prov. Giant Key, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
370,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
372,Prov. Humble Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
380,Prov. Humble Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
381,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
385,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
393,Prov. Just Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
400,Prov. Just Tran, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
411,Prov. Boston Ke, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
414,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
417,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
427,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
428,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
429,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
435,Prov. Driven Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
436,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
438,Prov. Driven Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
443,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
450,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
452,Prov. Famous Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
454,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
462,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
464,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
470,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
471,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,5,
472,Prov. Humble Li, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
473,Prov. Humble Ma, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
474,Prov. Humble Ne, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
475,Prov. Humble Op, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
478,Prov. Humble Re, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
479,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
480,Prov. Humble Tr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
