statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
1659,1659,1999-08-13T00:00:00,1999-09-02T00:00:00,2587.0,
1762,1762,1999-08-13T00:00:00,1999-09-02T00:00:00,5688.0,
2572,2572,1999-08-13T00:00:00,1999-09-02T00:00:00,6513.0,
2782,2782,1999-08-13T00:00:00,1999-09-02T00:00:00,12365.0,
2933,2933,1999-08-13T00:00:00,1999-09-02T00:00:00,9351.0,
2948,2948,1999-08-13T00:00:00,1999-09-02T00:00:00,3878.0,
2954,2954,1999-08-13T00:00:00,1999-09-02T00:00:00,10030.0,
4093,4093,1999-08-13T00:00:00,1999-09-02T00:00:00,21975.0,
4342,4342,1999-08-13T00:00:00,1999-09-02T00:00:00,10933.0,
4417,4417,1999-08-13T00:00:00,1999-09-02T00:00:00,14654.0,
4776,4776,1999-08-13T00:00:00,1999-09-02T00:00:00,7672.0,
4879,4879,1999-08-13T00:00:00,1999-09-02T00:00:00,1920.0,
5302,5302,1999-08-13T00:00:00,1999-09-02T00:00:00,8053.0,
5727,5727,1999-08-13T00:00:00,1999-09-02T00:00:00,8676.0,
5749,5749,1999-08-13T00:00:00,1999-09-02T00:00:00,13909.0,
5812,5812,1999-08-13T00:00:00,1999-09-02T00:00:00,12266.0,
5965,5965,1999-08-13T00:00:00,1999-09-02T00:00:00,8960.0,
6332,6332,1999-08-13T00:00:00,1999-09-02T00:00:00,11713.0,
6701,6701,1999-08-13T00:00:00,1999-09-02T00:00:00,18643.0,
6916,6916,1999-08-13T00:00:00,1999-09-02T00:00:00,8322.0,
6954,6954,1999-08-13T00:00:00,1999-09-02T00:00:00,20945.0,
7257,7257,1999-08-13T00:00:00,1999-09-02T00:00:00,17058.0,
7270,7270,1999-08-13T00:00:00,1999-09-02T00:00:00,10331.0,
7320,7320,1999-08-13T00:00:00,1999-09-02T00:00:00,11825.0,
7326,7326,1999-08-13T00:00:00,1999-09-02T00:00:00,10769.0,
7591,7591,1999-08-13T00:00:00,1999-09-02T00:00:00,12112.0,
7671,7671,1999-08-13T00:00:00,1999-09-02T00:00:00,24004.0,
7851,7851,1999-08-13T00:00:00,1999-09-02T00:00:00,28510.0,
7931,7931,1999-08-13T00:00:00,1999-09-02T00:00:00,14603.0,
8083,8083,1999-08-13T00:00:00,1999-09-02T00:00:00,27916.0,
8193,8193,1999-08-13T00:00:00,1999-09-02T00:00:00,31271.0,
8194,8194,1999-08-13T00:00:00,1999-09-02T00:00:00,23706.0,
8236,8236,1999-08-13T00:00:00,1999-09-02T00:00:00,40522.0,
8426,8426,1999-08-13T00:00:00,1999-09-02T00:00:00,8400.0,
8458,8458,1999-08-13T00:00:00,1999-09-02T00:00:00,23030.0,
8512,8512,1999-08-13T00:00:00,1999-09-02T00:00:00,21316.0,
8538,8538,1999-08-13T00:00:00,1999-09-02T00:00:00,31566.0,
8576,8576,1999-08-13T00:00:00,1999-09-02T00:00:00,44768.0,
8594,8594,1999-08-13T00:00:00,1999-09-02T00:00:00,38186.0,
8701,8701,1999-08-13T00:00:00,1999-09-02T00:00:00,40177.0,
8789,8789,1999-08-13T00:00:00,1999-09-02T00:00:00,56751.0,
8875,8875,1999-08-13T00:00:00,1999-09-02T00:00:00,34757.0,
8898,8898,1999-08-13T00:00:00,1999-09-02T00:00:00,63234.0,
9104,9104,1999-08-13T00:00:00,1999-09-02T00:00:00,21637.0,
9177,9177,1999-08-13T00:00:00,1999-09-02T00:00:00,24221.0,
9188,9188,1999-08-13T00:00:00,1999-09-02T00:00:00,23031.0,
9495,9495,1999-08-13T00:00:00,1999-09-02T00:00:00,20600.0,
9506,9506,1999-08-13T00:00:00,1999-09-02T00:00:00,31261.0,
9582,9582,1999-08-13T00:00:00,1999-09-02T00:00:00,30783.0,
9703,9703,1999-08-13T00:00:00,1999-09-02T00:00:00,59465.0,
9764,9764,1999-08-13T00:00:00,1999-09-02T00:00:00,55131.0,
9836,9836,1999-08-13T00:00:00,1999-09-02T00:00:00,55349.0,
9943,9943,1999-08-13T00:00:00,1999-09-02T00:00:00,66006.0,
9987,9987,1999-08-13T00:00:00,1999-09-02T00:00:00,102645.0,
11894,1894,1999-09-13T00:00:00,1999-10-03T00:00:00,2427.0,
13598,3598,1999-09-13T00:00:00,1999-10-03T00:00:00,5581.0,
14213,4213,1999-09-13T00:00:00,1999-10-03T00:00:00,8754.0,
14565,4565,1999-09-13T00:00:00,1999-10-03T00:00:00,3505.0,
14680,4680,1999-09-13T00:00:00,1999-10-03T00:00:00,5794.0,
15121,5121,1999-09-13T00:00:00,1999-10-03T00:00:00,7842.0,
15283,5283,1999-09-13T00:00:00,1999-10-03T00:00:00,4255.0,
15633,5633,1999-09-13T00:00:00,1999-10-03T00:00:00,6586.0,
16862,6862,1999-09-13T00:00:00,1999-10-03T00:00:00,13242.0,
17030,7030,1999-09-13T00:00:00,1999-10-03T00:00:00,14664.0,
17168,7168,1999-09-13T00:00:00,1999-10-03T00:00:00,8764.0,
17350,7350,1999-09-13T00:00:00,1999-10-03T00:00:00,4350.0,
17546,7546,1999-09-13T00:00:00,1999-10-03T00:00:00,12986.0,
17677,7677,1999-09-13T00:00:00,1999-10-03T00:00:00,15458.0,
18078,8078,1999-09-13T00:00:00,1999-10-03T00:00:00,12812.0,
18128,8128,1999-09-13T00:00:00,1999-10-03T00:00:00,15519.0,
18135,8135,1999-09-13T00:00:00,1999-10-03T00:00:00,8709.0,
18229,8229,1999-09-13T00:00:00,1999-10-03T00:00:00,12506.0,
18470,8470,1999-09-13T00:00:00,1999-10-03T00:00:00,21501.0,
18500,8500,1999-09-13T00:00:00,1999-10-03T00:00:00,27936.0,
18514,8514,1999-09-13T00:00:00,1999-10-03T00:00:00,16223.0,
18780,8780,1999-09-13T00:00:00,1999-10-03T00:00:00,19664.0,
