playerid,award,year,lgid,note,pos
brimsfr01,Колдер,1938,NHL,,
litzeed01,Вторая команда всех звезд,1956,NHL,,C
hasekdo01,Везина,1994,NHL,,
gretzwa01,Харт,1979,NHL,,
hamilal01,Вторая команда всех звезд,1973,WHA,,D
howego01,Первая команда всех звезд,1959,NHL,,RW
blakero01,Вторая команда всех звезд,1999,NHL,,D
sakicjo01,Первая команда всех звезд,2001,NHL,,C
colvine01,Вторая команда всех звезд,1947,NHL,,D
howego01,Первая команда всех звезд,1965,NHL,,RW
leetcbr01,Колдер,1988,NHL,,
delveal01,Леди Бинг,1968,NHL,,
dionnma01,Арт Росс,1979,NHL,,
lidstni01,Норрис,2007,NHL,,
hodgech01,Вторая команда всех звезд,1964,NHL,,G
leetcbr01,Конн Смайт,1993,NHL,,
leetcbr01,Все новички,1988,NHL,,D
ovechal01,Первая команда всех звезд,2005,NHL,,ЛВ
jagrja01,Арт Росс,2000,NHL,,
drydeke01,Первая команда всех звезд,1977,NHL,,G
kurrija01,Вторая команда всех звезд,1983,NHL,,RW
graharo02,Воспроизведение MVP,1974,WHA,,
leducri01,Вторая команда всех звезд,1976,WHA,,C
shanabr01,Первая команда всех звезд,1999,NHL,,ЛВ
faulkju01,Все новички,2011,NHL,,D
sawchte01,Вторая команда всех звезд,1958,NHL,,G
charazd01,Вторая команда всех звезд,2011,NHL,,D
jagrja01,Пирсон,1999,NHL,,
pilotpi01,Первая команда всех звезд,1963,NHL,,D
leclajo01,Вторая команда всех звезд,1998,NHL,,ЛВ
smithal02,Шляпник,1977,WHA,Лучший голландец,
westfed01,Мастертон,1976,NHL,,
coffepa01,Первая команда всех звезд,1988,NHL,,D
bennibr01,Все новички,1986,NHL,,D
leetcbr01,Первая команда всех звезд,1991,NHL,,D
sykorpe01,Все новички,1995,NHL,,F
prongch01,Вторая команда всех звезд,2006,NHL,,D
belfoed01,Везина,1990,NHL,,
carbogu01,Селке,1988,NHL,,
gretzwa01,Первая команда всех звезд,1981,NHL,,C
mullejo01,Плюс минус,1988,NHL,,
hortoti01,Первая команда всех звезд,1968,NHL,,D
niedesc01,Первая команда всех звезд,2006,NHL,,D
leclajo01,Вторая команда всех звезд,1996,NHL,,ЛВ
johnsch01,Первая команда всех звезд,1931,NHL,,D
sedinhe01,Арт Росс,2009,NHL,,
murphla01,Вторая команда всех звезд,1994,NHL,,D
leetcbr01,Вторая команда всех звезд,1993,NHL,,D
mckendo01,Леди Бинг,1959,NHL,,
jagrja01,Харт,1998,NHL,,
howema01,Плюс минус,1985,NHL,,
dejorde01,Везина,1966,NHL,Совместное использование,
lindste01,Первая команда всех звезд,1956,NHL,,ЛВ
gretzwa01,Плюс минус,1983,NHL,,
macinal01,Вторая команда всех звезд,1986,NHL,,D
desjaer01,Вторая команда всех звезд,1999,NHL,,D
vanekth01,Плюс минус,2006,NHL,,
macinal01,Вторая команда всех звезд,1993,NHL,,D
thomati01,Крозье,2008,NHL,,
howego01,Вторая команда всех звезд,1948,NHL,,RW
richama01,Первая команда всех звезд,1946,NHL,,RW
datsypa01,Леди Бинг,2006,NHL,,
weinrer01,Все новички,1990,NHL,,D
gretzwa01,Харт,1980,NHL,,
jagrja01,Вторая команда всех звезд,1996,NHL,,RW
dionmi01,Шляпник,1975,WHA,Лучший голландец,
richama01,Первая команда всех звезд,1948,NHL,,RW
arnotja01,Все новички,1993,NHL,,C
ovechal01,Все новички,2005,NHL,,F
smithbi01,Дженнингс,1982,NHL,Совместное использование,
peetepe01,Везина,1982,NHL,,
mikitst01,Первая команда всех звезд,1962,NHL,,C
burepa01,Вторая команда всех звезд,1999,NHL,,RW
kurrija01,Леди Бинг,1984,NHL,,
leyri01,Вторая команда всех звезд,1977,WHA,,D
hossama01,Вторая команда всех звезд,2008,NHL,,RW
ovechal01,Вторая команда всех звезд,2010,NHL,,ЛВ
sakicjo01,Конн Смайт,1995,NHL,,
stamkst01,Ричард,2011,NHL,,
vossca01,Колдер,1932,NHL,,
lemiema01,Вторая команда всех звезд,1986,NHL,,C
gillicl01,Первая команда всех звезд,1977,NHL,,ЛВ
vachoro01,Вторая команда всех звезд,1974,NHL,,G
brimsfr01,Первая команда всех звезд,1938,NHL,,G
forsbpe01,Первая команда всех звезд,1998,NHL,,C
gretzwa01,Леди Бинг,1990,NHL,,
appssy01,Вторая команда всех звезд,1940,NHL,,C
fitzpma01,Мастертон,1991,NHL,,
lidstni01,Первая команда всех звезд,2010,NHL,,D
hullbr01,Леди Бинг,1989,NHL,,
pronoma01,Первая команда всех звезд,1959,NHL,,D
howelha01,Первая команда всех звезд,1966,NHL,,D
roypa01,Первая команда всех звезд,2001,NHL,,G
chabolo01,Первая команда всех звезд,1934,NHL,,G
potvide01,Норрис,1975,NHL,,
henryca01,Колдер,1953,NHL,,
stewaga01,Первая команда всех звезд,1945,NHL,,ЛВ
neilsji01,Вторая команда всех звезд,1967,NHL,,D
ohlunma01,Все новички,1997,NHL,,D
trembjc01,Вторая команда всех звезд,1973,WHA,,D
gainebo01,Селке,1980,NHL,,
ratelje01,Мастертон,1970,NHL,,
conacli01,Вторая команда всех звезд,1936,NHL,,D
lidstni01,Вторая команда всех звезд,2009,NHL,,D
granato01,Все новички,1988,NHL,,RW
koivusa01,Король Клэнси,2006,NHL,,
haywabr01,Дженнингс,1987,NHL,Совместное использование,
vernomi01,Конн Смайт,1996,NHL,,
malakvl01,Все новички,1992,NHL,,D
smithmi02,Все новички,2006,NHL,,G
cainhe01,Вторая команда всех звезд,1943,NHL,,ЛВ
ovechal01,Первая команда всех звезд,2009,NHL,,ЛВ
nieuwjo01,Колдер,1987,NHL,,
greenmi03,Первая команда всех звезд,2009,NHL,,D
macinal01,Норрис,1998,NHL,,
geoffbe01,Вторая команда всех звезд,1959,NHL,,RW
barbebi01,Вторая команда всех звезд,1978,NHL,,ЛВ
howema01,Первая команда всех звезд,1986,NHL,,D
gretzwa01,Леди Бинг,1998,NHL,,
kingkr01,Король Клэнси,1995,NHL,,
gagnesi01,Все новички,1999,NHL,,F
wharrke01,Первая команда всех звезд,1963,NHL,,RW
schmimi01,Первая команда всех звезд,1946,NHL,,C
potvife01,Все новички,1992,NHL,,G
bourqra01,Первая команда всех звезд,1993,NHL,,D
flamafe01,Вторая команда всех звезд,1957,NHL,,D
shoreed01,Первая команда всех звезд,1932,NHL,,D
cainhe01,Арт Росс,1943,NHL,,
drydeda01,Хоу,1978,WHA,МВП,
lemiema01,Арт Росс,1988,NHL,,
belfoed01,Везина,1992,NHL,,
lachel01,Арт Росс,1947,NHL,,
bellbr01,Все новички,1984,NHL,,D
clappdi01,Вторая команда всех звезд,1930,NHL,,RW
stanlal01,Вторая команда всех звезд,1959,NHL,,D
gretzwa01,Арт Росс,1989,NHL,,
pilotpi01,Норрис,1963,NHL,,
gretzwa01,Конн Смайт,1984,NHL,,
messima01,Первая команда всех звезд,1989,NHL,,C
kellyre01,Первая команда всех звезд,1953,NHL,,D
bathgan01,Вторая команда всех звезд,1957,NHL,,RW
clarkbo01,Вторая команда всех звезд,1973,NHL,,C
vachoro01,Везина,1967,NHL,Совместное использование,
lecavvi01,Ричард,2006,NHL,,
raynech01,Харт,1949,NHL,,
reisele02,Вторая команда всех звезд,1950,NHL,,D
hawerda01,Вторая команда всех звезд,1984,NHL,,C
robinea01,Вторая команда всех звезд,1938,NHL,,G
lachel01,Первая команда всех звезд,1951,NHL,,C
lehtije01,Селке,2002,NHL,,
lemiema01,Арт Росс,1992,NHL,,
leachre01,Конн Смайт,1975,NHL,,
appssy01,Вторая команда всех звезд,1937,NHL,,C
hextaro01,Везина,1986,NHL,,
huddych01,Плюс минус,1982,NHL,,
herrode01,Везина,1980,NHL,Совместное использование,
seibeea01,Вторая команда всех звезд,1936,NHL,,D
hallgl01,Везина,1966,NHL,Совместное использование,
roypa01,Дженнингс,1987,NHL,Совместное использование,
shawbr01,Все новички,1989,NHL,,D
shanabr01,Король Клэнси,2002,NHL,,
clarkbo01,Селке,1982,NHL,,
hullbo01,Первая команда всех звезд,1965,NHL,,ЛВ
leclajo01,Первая команда всех звезд,1994,NHL,,ЛВ
perryco01,Первая команда всех звезд,2010,NHL,,RW
smithsi01,Вторая команда всех звезд,1951,NHL,,ЛВ
hortoti01,Вторая команда всех звезд,1953,NHL,,D
smithbi01,Везина,1981,NHL,,
martiri01,Первая команда всех звезд,1974,NHL,,ЛВ
romnedo01,Леди Бинг,1935,NHL,,
robinla01,Первая команда всех звезд,1979,NHL,,D
kerrda01,Первая команда всех звезд,1939,NHL,,G
quiltjo01,Колдер,1940,NHL,,
goyetph01,Леди Бинг,1969,NHL,,
bauerbo01,Леди Бинг,1946,NHL,,
grahadi01,Селке,1990,NHL,,
stewaja01,Первая команда всех звезд,1947,NHL,,D
howego01,Вторая команда всех звезд,1955,NHL,,RW
wortero01,Вторая команда всех звезд,1931,NHL,,G
reschgl01,Вторая команда всех звезд,1978,NHL,,G
cowlebi01,Вторая команда всех звезд,1944,NHL,,C
stanlal01,Вторая команда всех звезд,1960,NHL,,D
nealja01,Первая команда всех звезд,2011,NHL,,RW
leclajo01,Плюс минус,1998,NHL,,
blakero01,Все новички,1990,NHL,,D
robitlu01,Вторая команда всех звезд,1986,NHL,,ЛВ
selbybr01,Колдер,1965,NHL,,
wardca01,Конн Смайт,2005,NHL,,
belfoed01,Крозье,1999,NHL,,
thompti01,Первая команда всех звезд,1937,NHL,,G
chelich01,Норрис,1992,NHL,,
lemiema01,Арт Росс,1991,NHL,,
cookbi01,Первая команда всех звезд,1930,NHL,,RW
lehtije01,Селке,1997,NHL,,
kellyre01,Первая команда всех звезд,1951,NHL,,D
cechmro01,Дженнингс,2002,NHL,Совместное использование,
mooredi01,Первая команда всех звезд,1958,NHL,,ЛВ
osgooch01,Вторая команда всех звезд,1995,NHL,,G
robitlu01,Колдер,1986,NHL,,
langwro01,Вторая команда всех звезд,1984,NHL,,D
lemiema01,Пирсон,1987,NHL,,
durnabi01,Везина,1948,NHL,,
