name,id,award,year,lgid,note
Чарльз М. Шульц,,Патрик,1980,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Джон Зиглер,ziegljo01h,Патрик,1983,NHL,
Лен Сегларски,,Патрик,1989,NHL,
Том Фитцджеральд,,Патрик,1977,NHL,
Джон Дэвидсон,davidjo01,Патрик,2003,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Лу Вайро,,Патрик,1999,NHL,
Куни Вейланд,weilaco01,Патрик,1971,NHL,
Брайан Литч,leetcbr01,Патрик,2006,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Чарльз Л. Кроват,,Патрик,1973,NHL,посмертно
Кен Морроу,morroke01,Патрик,1995,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Лу Нанна,nannelo01,Патрик,1988,NHL,
Билл Торри,torrebi01h,Патрик,1982,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Гил Штейн,,Патрик,1992,NHL,
Фил Хоузли,houslph01,Патрик,2007,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Дэвид Пойл,,Патрик,2000,NHL,
Тони Росси,,Патрик,2010,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Стэн Микита,mikitst01,Патрик,1975,NHL,
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Марио Лемиё,lemiema01,Патрик,1999,NHL,
Джерри Йорк,,Патрик,2009,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Бад Пойл,poilebu01,Патрик,1988,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,посмертно
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Роберт Райддер,,Патрик,1993,NHL,
Майк Ильич,ilitcmi01h,Патрик,1990,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Марсель Дионн,dionnma01,Патрик,2005,NHL,
Вилли О'Ри,oreewi01,Патрик,2002,NHL,
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Горди Хоу,howego01,Патрик,1966,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Вестон Адамс,adamswe01h,Патрик,1973,NHL,посмертно
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Майк Рихтер,richtmi01,Патрик,2008,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Джон Майасич,,Патрик,1997,NHL,
Кэмми Гранато,,Патрик,2006,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертно
Джим Девеллано,,Патрик,2008,NHL,
1998 год Олимпийская женская хоккейная команда США,,Патрик,1998,NHL,
Ларри Плео,pleaula01,Патрик,2001,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,посмертно
Терри Савчук,sawchte01,Патрик,1970,NHL,посмертно
Джек Паркер,,Патрик,2009,NHL,
&lt; &lt; Арбур &gt; &gt;,arboual01,Патрик,1991,NHL,
Сеймур Х. Нокс III,,Патрик,1996,NHL,посмертно
Джим Хенди,hendyji01h,Патрик,1969,NHL,посмертно
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Джордж Гунд,,Патрик,1995,NHL,
Пэт Лафонтен,lafonpa01,Патрик,1996,NHL,
Гэри Беттман,,Патрик,2000,NHL,
Питер Карманос,,Патрик,1997,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Джефф Зауэр,,Патрик,2010,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,посмертно
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Джон Хэллиган,,Патрик,2006,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Билл Клири,,Патрик,1996,NHL,
Брюс Макналл,,Патрик,1992,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Алекс Дельвеккио,delveal01,Патрик,1973,NHL,
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Джон МакИннес,,Патрик,1985,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Стив Езерман,yzermst01,Патрик,2005,NHL,
Брайан Маллен,mullebr01,Патрик,1994,NHL,
Фрэнк Бушер,bouchfr01,Патрик,1992,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Майк Эмрик,,Патрик,2003,NHL,
Рэймонд Бурк,bourqra01,Патрик,2002,NHL,
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,посмертно
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
