playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
camerha01,1917,TOA,NHL,D,5,3,1,4,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
andrell01,1921,TRS,NHL,F,5,2,0,2,3
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
wilsocu01,1918,SEA,PCHA,Р,5,1,3,4,6
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
broadpu01,1920,OTS,NHL,Р,4,2,0,2,0
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
grahale01,1914,OT1,NHA,L,3,1,0,1,0
wilsocu01,1916,SEA,PCHA,Р,4,1,2,3,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
camerbi01,1923,MTL,NHL,Р,4,0,0,0,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
gagnear01,1922,EDE,WCHL,Р,2,0,0,0,2
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
gerared01,1914,OT1,NHA,L,3,1,2,3,14
gerared01,1921,TRS,NHL,D,1,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
skinnal01,1920,VML,PCHA,Р,3,4,0,4,14
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
smithto01,1912,QU1,NHA,L,3,4,0,4,0
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
halljo01,1912,QU1,NHA,D,3,0,0,0,7
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
morribe01,1916,SEA,PCHA,Р,4,14,2,16,0
parkeer01,1921,VML,PCHA,Р,5,0,3,3,0
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
haldeha01,1924,VIC,WCHL,Р,4,2,1,3,8
broadpu01,1914,OT1,NHA,Р,3,3,0,3,9
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
broadpu01,1925,MTM,NHL,Р,4,1,0,1,20
noblere01,1925,MTM,NHL,D,4,0,0,0,4
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
randake01,1921,TRS,NHL,Д/Р,4,1,0,1,19
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
camerha01,1913,TBS,NHA,D,2,1,0,1,4
davidal01,1913,TBS,NHA,Р,2,1,0,1,7
skinnal01,1923,VAM,PCHA,Р,2,0,0,0,0
cookll01,1914,VML,PCHA,D,3,3,0,3,9
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
stanlba01,1914,VML,PCHA,Р,3,6,0,6,0
kerral02,1913,VA1,PCHA,Р,3,1,0,1,3
