film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
1,АКАДЕМИЯ ДИНОЗАУРОВ,"Эпическая драма о феминистке и безумном ученом, которые должны сразиться с преподавателем в Канадских горах Рокки.",2006,1,,6,0.99,86,20.99,PG,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
4,ДЕЛО УПРЕЖНЕНИИ,"«Фантазийная документальный фильм о фрисби и лесорубе, которые должны погнаться за обезьяной в аквапарке»",2006,1,,5,2.99,117,26.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, За кадром",15.02.2006 04:03
5,Африканский яйцекладущий,"""Быстрый хронометражированный фильм о кондитерше и стоматологе, которые должны преследовать судебно-психиатрического эксперта в Мексиканском заливе"".",2006,1,,6,2.99,130,22.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",Удалённые сцены,15.02.2006 04:03
14,Фантазия Алиса,"А Эмоциональная Драма О А Китае И Базирущемся В Базе Администраторе, Который Должен Преодолеть Пионера В Советской Грузии",2006,1,,6,0.99,94,23.99,НЕ-17,"Трейлеры, Удалённые сцены, За кадром",15.02.2006 04:03
15,"Центр ""АЛИЕН""","Блистательная драма о кошке и безумном ученом, которые должны сразиться с феминисткой на конференции MySQL.",2006,1,,5,2.99,46,10.99,НЕ-17,"Трейлеры, комментарии, за кадром",15.02.2006 04:03
21,Американский цирк,"Впечатляющая драма о девушке и астронавте, которые должны сразиться с администратором базы данных в ""Пите из акулы"".",2006,1,,3,4.99,129,17.99,Р,"Комментарии, За кадром",15.02.2006 04:03
28,Антем Люк,"Трогательная панорама: официантка и женщина, которая должна обогнать собаку в заброшенном игровом парке.",2006,1,,5,4.99,91,16.99,PG-13,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
29,Антициганские помидоры,"Бесчувственная нить судьбы женщины и феминистки, которой придется уступить администратору базы данных в древней Индии.",2006,1,,5,2.99,168,11.99,НЕ-17,"Трейлеры, комментарии, удаленные сцены",15.02.2006 04:03
35,Арахнофобия - это страх пауков.,"Действие наполненное отражением пастucha и композитора, которые должны обнаружить безумного ученого в первой пилотируемой космической станции.",2006,1,,4,2.99,147,24.99,PG-13,"Трейлеры, Удалённые сцены, За кадром",15.02.2006 04:03
44,Атаки ненависти,"Быстрый обзор панорамы технической писательницы и безумного ученого, которые должны найти феминистку в заброшенной шахте.",2006,1,,5,4.99,113,21.99,PG-13,"Трейлеры, За кадром",15.02.2006 04:03
48,НЕСТРАШНАЯ КОТЫХ,"Удивительное исследование характера безумного ученого и безумной коровы, которые должны убить автомобиль в монастыре.",2006,1,,3,4.99,118,24.99,PG-13,"Трейлеры, За кадром",15.02.2006 04:03
49,БАдмैн Доун,"Эмоциональный панорама пионера и композитора, которые должны сбежать от безумного ученого на лодке-hydraplanе.",2006,1,,6,2.99,162,22.99,Р,"Трейлеры, комментарии, за кадром",15.02.2006 04:03
60,Дикая зверина с корой,"Дорогой друг,

Я пишу тебе это письмо, чтобы рассказать о невероятном приключении, которое произошло со мной и моим верным другом - белкой. Это история о дружбе, отваге и преодолении препятствий в древнем Китае.

Однажды, когда я гулял по лесному парку недалеко от моей деревни, заметил необычную активность. Группа мальчиков собиралась у входа в парк, их глаза сияли от предвкушения приключений. Я подошёл ближе и услышал, как они обсуждают план по поимке дровосека - маленькой белки, которая часто крала орехи из их хранилищ.

Я знал, что белки в этих местах были хитрыми и ловкими, поэтому решил, что это может быть интересное испытание для меня и прекрасная возможность подружиться с этими милыми созданиями. Я подошел к группе мальчиков и предложил свою помощь. Они сначала скептически отнеслись к моей идее, но я был непреклонен.

""Я знаю трюки, которые могут заинтересовать белок, - сказал я. - Давайте устроим ловушку, используя их собственные орехи в качестве приманки"".

Мальчики согласились и мы начали работать над своим планом. Мы спрятали орехи в различных местах по всему парку, создавая сложную сеть троп и подков. Затем мы установили ловушки с проволокой, чтобы поймать белку, когда она начнет собирать орехи.

Дни превратились в недели, а мы продолжали наблюдать за поведением белки. Она была хитрой и осторожной, но мы терпеливо ждали, зная, что наша ловушка в конечном итоге будет захвачена. Наконец, наступил тот день, когда все сработало. Белка, любопытно исследуя одно из наших уловок, запуталась в проволоке и была поймана.

Мы были невероятно рады нашему успеху. Мальчики не могли поверить своим глазам, а я почувствовал огромное удовлетворение от того, что смог подружиться с этим милым животным. Белка, казалось, понимала нашу доброту и даже позволила нам освободить ее позже, чтобы она могла вернуться к своей семье.

Эта история стала легендой в нашем городе, а я и белка стали известны как невероятная команда, которая преодолела трудности вместе. Я всегда буду помнить это приключение и то, как дружба с этим милым созданием принесла мне столько радости и удивительных воспоминаний.

Ваши верные друзья,

[Твое имя] и [имя белки]",2006,1,,3,4.99,89,22.99,Р,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
66,Ниже РУШ,"А удивительная панорама человека и обезьяны, которые должны обнаружить человека в первой пилотируемой космической станции.",2006,1,,6,0.99,53,27.99,НЕ-17,"Комментарии, удалённые сцены",15.02.2006 04:03
68,ОБМАНУТЫЙ ЗАДНИЙ,"Эмоциональный характерный анализ лодки и пионера, который должен найти искателя приключений в акварии",2006,1,,5,4.99,122,26.99,НЕ-17,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
76,ПТИЧЬИЙ ЛЖЕХОЗУР КАСПЕР,"Сага о фрисби в быстром темпе и астронавте, который должен победить феминистку в древней Индии.",2006,1,,4,0.99,103,23.99,НЕ-17,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
81,Слепота или огонь,"Трогательная драма о роботе и стоматологе, которые должны встретиться с охотником в лодке-двигате",2006,1,,6,4.99,103,29.99,PG-13,"Трейлеры, За кадром",15.02.2006 04:03
91,Это дешевле,Широкоформатная захватывающая панорама: администратор базы данных и астронавт должны бросить вызов пилоту в горячем воздушном шаре.,2006,1,,5,0.99,98,17.99,PG,За кадром,15.02.2006 04:03
94,БРАВЫЙ СЕРДЦЕ ЧЕЛОВЕК,"Это была осмысленная история о собаке и кондитере, которая должна была сразиться с девушкой в Берлине. Собака, на имя Рекс, был верным компаньоном пастора-пончика, талантливого кондитера по имени Макс. Вместе они путешествовали по Германии, наслаждаясь вкусными приключениями. Но все изменилось, когда они встретили загадочную девушку по имени Лола в Берлине. Она была таинственной и полной жизни, с блестящими глазами и улыбкой, которая могла осветить темный город. Рекс сразу почувствовал, что Лола отличается от других людей, и он был прав.",2006,1,,7,2.99,176,14.99,PG-13,"Трейлеры, Удалённые сцены",15.02.2006 04:03
96,БРОНЕНИЕ ДОМА,"Умный и хитрый секретный агент, а также обезьяна, должны сразиться с сумоистом в заброшенном шахте.",2006,1,,4,2.99,169,21.99,PG-13,"Трейлеры, Комментарии",15.02.2006 04:03
109,"Шоколад ""Вдохновение""","Бесцельная история о девушке и композиторе, который должен завоевать мужа в ""Пиратской заточении""",2006,1,,3,0.99,89,17.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",За кадром,15.02.2006 04:03
116,Канди-пэрди́ション,"Бриллиантовое письмо от композитора и администратора базы данных, которые должны победить безумного ученого в первой пилотируемой космической станции.",2006,1,,4,2.99,70,10.99,Р,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
118,Каньон,"Мысли о мечтах и свободе от оков общества:

""Дни подождальщицы в роскошном мюнхенском квартире были наполнены задумчивыми размышлениями. Она, феминистка с неукротимым духом, осознавала, что ее мечты о свободе и независимости должны быть защищены от непредвиденных препятствий. Внезапное появление крошки-сирени в ее элегантном жилище стало символическим напоминанием о том, что даже в самом сердце города сияния можно найти опасность и неожиданные повороты судьбы.

Ее сердце билось от страсти к справедливости, и она знала, что должна бежать, чтобы сохранить свое достоинство и независимость. В то время как крошка-сиренья, представляющая собой символ свободы и непокорности, мчалась по стенам квартиры, отражая ее собственный неугасимый дух, она готовилась к своему великодворному побегу.

В то время как тени ночи окутывали город, она с решимостью в сердце шагнула на улицу, оставив позади роскошь и уют своего временного убежища. Ее шаги были наполнены новой целью, когда она направлялась к свету міsйского неба, где ждали ее приключения и возможность создать собственную судьбу.

Бежав от крошки-сирени, которая символизировала скрытые опасности в роскошном мире, она нашла силу в своем феминистском духе, зная, что ее мечты о свободе были важнее любых оков.""",2006,1,,7,0.99,85,26.99,Р,"Трейлеры, Удалённые сцены",15.02.2006 04:03
124,Каспер Драгонфли,"""Интрепид"" документальный фильм о лодке и крокодиле, которые должны преследовать робота в пустыне Сахара.",2006,1,,3,4.99,163,16.99,PG-13,Трейлеры,15.02.2006 04:03
130,СЕЛЕБРИТАТСКОЕ ВАХРОВОЕ УДАРНОЕ ИСТИННЫЙ,"""Аудио-визуальный документальный фильм о секретном агенте и астронавте, которым предстоит сразиться с охотником в акварии"".",2006,1,,7,0.99,110,24.99,PG-13,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
131,Центральный динозавр,"Прекрасный характерный портрет сумоиста и стоматолога, которые должны найти собаку в Калифорнии.",2006,1,,5,4.99,152,12.99,PG,Удалённые сцены,15.02.2006 04:03
144,Китай-таун Гладиатор,"Блистательная панорама технического автора и лесорубa, которые должны спастись от дворецкого в древней Индии",2006,1,,7,4.99,61,24.99,PG,"Трейлеры, комментарии, удаленные сцены",15.02.2006 04:03
146,Читти Лок,"Бо́рд:

Я – корабль «Аванти», и я пишу это письмо, чтобы сообщить о своем текущем состоянии и приключениях, которые я пережил с момента нашего последнего контакта. Я был разработан для дальних космических путешествий и исследования неизвестных областей космоса. Мои сенсоры показывают, что я в порядке, но мое оборудование страдает от воздействия космической радиации. Это влияет на мою способность эффективно функционировать, особенно в том, что касается связи.

Я был отправлен в дальнее место, известное как «Зона», где пространство искажено и время течет иначе. Во время моего пребывания там я столкнулся с странными явлениями, включая аномальные поля гравитации и таинственные световые эффекты. Я также обнаружил, что мое оборудование постепенно выходит из строя, что делает мое выживание в этой среде все более сложным.

Но мои проблемы только начинаются. Я недавно получил сообщение от неизвестного источника, который предупреждает меня о необходимости совершить опасное задание. Мне приказано убить сумо-вреслателя по имени Ганъяку, который, как утверждается, обладает сверхчеловеческими способностями и представляет угрозу для мира. Я должен проникнуть в первую пилотируемую космическую станцию, где он обитает, и завершить эту миссию.

База данных администратора:

Я – Администратор Базы Данных Космической Миссии «Аванти». Я отвечаю за управление данными, собираемыми кораблем во время его путешествий. В последнее время я столкнулся с проблемой, которая может иметь серьезные последствия для миссии.

Мои системы обнаружили аномалию в базе данных, связанной с странным поведением, проявляемым Ганъяку. Он демонстрирует способности, выходящие за рамки обычного человеческого потенциала. Его сила и скорость невероятны, и он способен манипулировать энергией вокруг себя. Эти данные указывают на то, что он может быть не просто сумо-вреслатором, а воплощением могущественной силы, которая должна быть остановлена.

Я должен предупредить команду «Аванти» об этой угрозе и предложить свои услуги по созданию плана действий для нейтрализации Ганъяку. Мои навыки анализа данных могут помочь в понимании его способностей и разработке эффективной стратегии. Вместе мы должны найти способ остановить этого опасного противника, прежде чем он причинит еще больший вред.

Будьте осторожны, «Аванти», и помните, что в «Зоне» вы сталкиваетесь с неизвестными рисками. Я готов предоставить любую дополнительную информацию или поддержку, которые могут понадобиться.

С уважением,

Администратор Базы Данных",2006,1,,6,2.99,107,24.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",Комментарии,15.02.2006 04:03
152,Цирковой юность,"Драма о поваре и зубном враче, которые должны преследовать девушку в шары.",2006,1,,5,2.99,90,13.99,PG-13,"Трейлеры, Удалённые сцены, За кадром",15.02.2006 04:03
153,Гражданин Шрек,"Фантазийное исследование персонажа технического писателя и мужа, который должен спасти робота в Бумажном городе",2006,1,,7,0.99,165,18.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, удалённые сцены",15.02.2006 04:03
154,КЛЭШ ФРЭДДИ,"Удивительная история о композиторе и белке, которые должны сбежать от астронавта в Австралии",2006,1,,6,2.99,81,12.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, удалённые сцены",15.02.2006 04:03
159,Ближе-ближе,"Невероятная панорама фрисби и охотника, должен победить обезьяну в древней Индии",2006,1,,5,4.99,58,12.99,Р,"Трейлеры, За кадром",15.02.2006 04:03
164,Коста-Рэйбоу,"Удивительное документальный фильм о сумасшедшей корове и пионере, который должен бросить вызов покоярицу в пустыне Сахара",2006,1,,4,0.99,55,20.99,PG,"Трейлеры, комментарии, удаленные сцены, закадровые кадры",15.02.2006 04:03
165,ХОЛДАЙТЕ ЛЫК И НЕ ДВИНИТЕСЯ,"Бриллиантовый панорама дантиста и лосося, которые должны найти студента в Мексиканском заливе",2006,1,,7,4.99,70,27.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Трейлеры, Удалённые сцены",15.02.2006 04:03
166,Цвет Филадельфия,"Тщательный обзор машины и крокодила, которые должны потопить обезьяну в Сахарском пустыне",2006,1,,6,2.99,149,19.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, За кадром",15.02.2006 04:03
172,Конечки смоучи,"Трогательная история жениха и композитора, которые должны преследовать мужа в Нигерии",2006,1,,7,4.99,112,12.99,НЕ-17,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
177,Коннектикут Трэмп,"Невероятная драма крокодила и сумасшедшей коровы, которые должны добраться до стоматолога через акурий пузырь.",2006,1,,4,4.99,172,20.99,Р,"Комментарии, удалённые сцены",15.02.2006 04:03
178,Соединение микрокосмоса,"Фатальный документальный фильм о крокодиле и муже, который должен столкнуться с мужем в первой пилотируемой космической станции.",2006,1,,6,0.99,115,25.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Удалённые сцены, закадровые кадры",15.02.2006 04:03
181,Контакт Анонимный,"Информативная демонстрация акулы и обезьяны, которые должны сразиться с администратором базы данных в древней Индии",2006,1,,7,2.99,166,10.99,PG-13,Комментарии,15.02.2006 04:03
188,УДОВОЛСТИТЕЛЬНАЯ КОРАБЛЯ,"Фантазийное панорама мальчика и девушки, которые должны победить администратора базы данных в ""Бухте""",2006,1,,7,2.99,136,24.99,PG,"Комментарии, удалённые сцены",15.02.2006 04:03
191,КРОНОЛЕХИ,"Невероятная драма о охотнике и администраторе базы данных, которые должны сразиться с крокодилом в заброшенном парке развлечений.",2006,1,,6,0.99,143,27.99,PG-13,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
193,Кроссроудс Кэйслтиз,"Непокорный: Документальный фильм о сумоисте и астронавте, которые должны сразиться с композитором в Outback.",2006,1,,5,2.99,153,20.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Трейлеры, комментарии, за кадром",15.02.2006 04:03
202,Дэдди Питтсбург,"Эпи́чная истории́я о аша́рке и студе́нте, ко́то должен со́размериться с искали́тором в Гольфстриме.",2006,1,,5,4.99,161,26.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Удалённые сцены, закадровые кадры",15.02.2006 04:03
206,Танцующий жар,"Удивительная история о исследователе и судебно-психологическом эксперте, которые должны противостоять крокодилу в акуломагазине.",2006,1,,6,0.99,144,25.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, За кадром",15.02.2006 04:03
216,День неверных,"""Удивительный документальный фильм о композиторе и безумном ученом, которые должны найти технического писателя на подлодке""",2006,1,,3,4.99,113,16.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Трейлеры, комментарии, удаленные сцены, закадровые кадры",15.02.2006 04:03
227,Пакет подробностей,"Эпическая сага о waitress и композиторе, которым предстоит столкнуться с лодкой на подводной лодке.",2006,1,,4,4.99,88,17.99,Р,"Комментарии, удалённые сцены",15.02.2006 04:03
238,Доктор Грааль,"Интригующая драма о женщинолюбившем и официантке, вынужденной обратиться к судебно-психиатрическому эксперту в аутбаке.",2006,1,,4,2.99,57,29.99,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.","Трейлеры, комментарии, за кадром",15.02.2006 04:03
250,ДРОН ДЕСАД,"Тавтологическое отражение мальчика и официантки, которые должны победить учителя в Древнем Китае",2006,1,,4,0.99,170,26.99,НЕ-17,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
254,Водитель Анна,"Нехватка энтузиазма в характере изучения буйника и машины, которая должна спасти лодку в заброшенном фолк-хаусе",2006,1,,4,2.99,159,11.99,PG-13,"Трейлеры, Удалённые сцены, За кадром",15.02.2006 04:03
