hofid,yearid,votedby,ballots,needed,votes,inducted,category
wittwh01h,1949,АССОЦИАЦИЯ,153,115.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
hermaba01h,1948,АССОЦИАЦИЯ,121,91.0,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
berrych02h,1955,АССОЦИАЦИЯ,251,189.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
willsma01h,1987,АССОЦИАЦИЯ,413,310.0,113,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
hoytwa01h,1939,АССОЦИАЦИЯ,274,206.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
dawsoan01h,2010,АССОЦИАЦИЯ,539,405.0,420,Да,Игрок
tennefr01h,1946,Голосование за номинацию,202,,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
werbebi01h,1952,АССОЦИАЦИЯ,234,176.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
ricesa01h,1951,АССОЦИАЦИЯ,226,170.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
reesepe01h,1970,АССОЦИАЦИЯ,300,225.0,97,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
hackst01h,1949,АССОЦИАЦИЯ,153,115.0,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
mesajo01h,2013,АССОЦИАЦИЯ,569,427.0,0,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
kellyge01h,1958,АССОЦИАЦИЯ,266,200.0,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
parkeda01h,1999,АССОЦИАЦИЯ,497,373.0,80,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
hoopeha01h,1951,АССОЦИАЦИЯ,226,170.0,3,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
lolicmi01h,1993,АССОЦИАЦИЯ,423,318.0,43,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
knabeot01h,1939,АССОЦИАЦИЯ,274,206.0,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
collied01h,1938,АССОЦИАЦИЯ,262,197.0,175,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню.",Игрок
ruthba01h,1936,АССОЦИАЦИЯ,226,170.0,215,Да,Игрок
