playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
richepe01,1969,ВВС,BAL,AL,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0.0,1,1,0,1.0,0.0,0
patteda02,1968,ВВС,DET,AL,0,0,2,0,0,0,0,9,1,0,0,1,0,0.0,0.0,0,0,0,0.0,9,0,0,0.0,0.0,0
coopemo01,1942,ВВС,SLN,NL,0,1,2,2,0,0,0,39,17,8,1,4,9,0.0,5.0,0,0,0,0.0,59,0,10,0.0,0.0,0
gorzeto01,2012,НЛДС1,WAS,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,,2,1,0,,,0
rogerke01,1996,АЛКС,NYA,AL,0,0,1,1,0,0,0,9,5,4,1,2,3,0.0,12.0,0,1,0,0.0,16,0,4,0.0,1.0,0
clemero02,2000,АЛКС,NYA,AL,1,0,1,1,1,1,0,27,1,0,0,2,15,0.0,0.0,0,0,0,0.0,30,0,0,0.0,0.0,0
gordoto01,2007,НЛДС-2,PHI,NL,0,0,2,0,0,0,0,6,2,1,1,1,4,0.0,4.0,1,0,0,0.0,9,0,1,0.0,0.0,0
borowjo01,2003,НЛДС-2,CHN,NL,0,0,2,0,0,0,1,6,1,0,0,0,5,0.0,0.0,0,0,0,0.0,7,2,0,0.0,0.0,0
papeljo01,2007,АЛКС,BOS,AL,0,0,3,0,0,0,1,15,3,0,0,2,3,0.0,0.0,1,0,0,0.0,20,2,0,0.0,0.0,0
sturdto01,1957,ВВС,NYA,AL,0,0,2,1,0,0,0,18,6,4,2,1,2,0.0,6.0,0,0,0,0.0,24,0,4,2.0,0.0,0
loaizes01,2004,АЛДС-2,NYA,AL,0,0,1,0,0,0,0,6,4,0,0,0,0,0.0,0.0,0,0,0,0.0,8,0,0,0.0,0.0,0
wellsda01,1991,АЛКС,TOR,AL,0,0,4,0,0,0,0,23,6,2,0,2,9,0.0,2.0,1,0,0,0.0,31,1,2,0.0,0.0,0
pettian01,2010,АЛДС-2,NYA,AL,1,0,1,1,0,0,0,21,5,2,1,1,4,0.0,2.0,0,0,0,0.0,26,0,2,0.0,1.0,1
timlimi01,2005,ALDS1,BOS,AL,0,0,1,0,0,0,0,3,1,1,0,0,1,0.0,9.0,0,0,0,0.0,5,1,1,2.0,0.0,0
rockejo01,1999,НЛЦС,ATL,NL,0,0,6,0,0,0,2,20,3,0,0,2,9,0.0,0.0,1,1,0,0.0,27,3,2,0.0,1.0,0
neaglde01,1996,НЛЦС,ATL,NL,0,0,2,1,0,0,0,23,2,2,0,3,8,0.0,2.0,0,0,0,0.0,28,0,2,0.0,0.0,1
gulledo01,1975,ВВС,CIN,NL,1,1,3,3,0,0,0,56,19,9,0,10,15,0.0,4.0,2,1,0,0.0,83,0,9,2.0,1.0,0
thompbr01,2006,НЛДС-2,SLN,NL,0,0,1,0,0,0,0,2,0,0,0,1,1,0.0,0.0,0,0,0,0.0,3,1,0,0.0,0.0,0
martire01,1980,ВВС,KCA,AL,0,0,3,0,0,0,0,29,11,3,0,3,2,0.0,2.0,0,0,1,0.0,42,0,3,0.0,1.0,1
ericksc01,1996,ALDS1,BAL,AL,0,0,1,1,0,0,0,20,6,3,1,2,6,0.0,4.0,0,0,0,0.0,27,0,3,0.0,0.0,1
pinaho01,1973,АЛКС,OAK,AL,0,0,1,0,0,0,0,6,3,0,0,1,1,0.0,0.0,0,0,1,0.0,11,0,0,0.0,0.0,0
shantbo01,1957,ВВС,NYA,AL,0,1,3,1,0,0,0,20,8,3,1,2,7,0.0,4.0,0,0,0,0.0,30,0,5,0.0,0.0,0
mendora01,1999,ВВС,NYA,AL,0,0,1,0,0,0,0,5,3,2,0,1,0,0.0,10.0,0,0,0,0.0,8,0,2,0.0,0.0,1
benitar01,1997,АЛКС,BAL,AL,0,2,4,0,0,0,0,9,3,4,2,4,6,0.0,,0,0,0,0.0,16,2,4,0.0,0.0,0
